Date,Raw Material,Daily Consumption,Inventory Position,PO Number,PO Status,Expected Delivery Date,Vendor Name,Lead Time (Days),PO Creation Date
14-Dec-22,RM 5,2,377,,,,,,
15-Dec-22,RM 5,5,372,,,,,,
16-Dec-22,RM 5,11,361,,,,,,
17-Dec-22,RM 5,3,358,,,,,,
18-Dec-22,RM 5,16,342,,,,,,
19-Dec-22,RM 5,12,330,,,,,,
20-Dec-22,RM 5,28,302,,,,,,
26-Dec-22,RM 5,6,835,,,,,,
27-Dec-22,RM 5,22,813,,,,,,
28-Dec-22,RM 5,16,797,,,,,,
29-Dec-22,RM 5,7,790,,,,,,
30-Dec-22,RM 5,14,776,,,,,,
31-Dec-22,RM 5,9,767,,,,,,
1-Jan-23,RM 5,8,759,,,,,,
2-Jan-23,RM 5,0,759,,,,,,
3-Jan-23,RM 5,13,746,,,,,,
4-Jan-23,RM 5,11,735,,,,,,
5-Jan-23,RM 5,13,722,,,,,,
6-Jan-23,RM 5,6,716,,,,,,
7-Jan-23,RM 5,10,706,,,,,,
8-Jan-23,RM 5,7,699,,,,,,
9-Jan-23,RM 5,5,694,,,,,,
10-Jan-23,RM 5,10,684,,,,,,
11-Jan-23,RM 5,10,674,,,,,,
12-Jan-23,RM 5,3,671,,,,,,
13-Jan-23,RM 5,5,666,,,,,,
14-Jan-23,RM 5,8,658,,,,,,
15-Jan-23,RM 5,7,651,,,,,,
16-Jan-23,RM 5,10,641,,,,,,
17-Jan-23,RM 5,17,624,,,,,,
18-Jan-23,RM 5,15,609,,,,,,
19-Jan-23,RM 5,6,603,,,,,,
20-Jan-23,RM 5,5,598,,,,,,
21-Jan-23,RM 5,25,573,,,,,,
22-Jan-23,RM 5,10,563,,,,,,
23-Jan-23,RM 5,16,547,,,,,,
24-Jan-23,RM 5,17,530,,,,,,
25-Jan-23,RM 5,16,514,,,,,,
26-Jan-23,RM 5,27,487,,,,,,
27-Jan-23,RM 5,5,482,,,,,,
28-Jan-23,RM 5,16,466,,,,,,
29-Jan-23,RM 5,30,436,,,,,,
30-Jan-23,RM 5,11,425,,,,,,
31-Jan-23,RM 5,17,408,,,,,,
1-Feb-23,RM 5,6,402,,,,,,
2-Feb-23,RM 5,16,386,,,,,,
3-Feb-23,RM 5,20,366,,,,,,
4-Feb-23,RM 5,14,352,,,,,,
5-Feb-23,RM 5,12,340,,,,,,
6-Feb-23,RM 5,11,329,,,,,,
7-Feb-23,RM 5,8,321,,,,,,
8-Feb-23,RM 5,19,302,,,,,,
25-Feb-23,RM 5,28,1008,,,,,,
26-Feb-23,RM 5,0,1008,,,,,,
27-Feb-23,RM 5,11,997,,,,,,
28-Feb-23,RM 5,8,989,,,,,,
1-Mar-23,RM 5,13,976,,,,,,
2-Mar-23,RM 5,5,971,,,,,,
3-Mar-23,RM 5,14,957,,,,,,
4-Mar-23,RM 5,12,945,,,,,,
5-Mar-23,RM 5,13,932,,,,,,
6-Mar-23,RM 5,14,918,,,,,,
7-Mar-23,RM 5,5,913,,,,,,
8-Mar-23,RM 5,17,896,,,,,,
9-Mar-23,RM 5,8,888,,,,,,
10-Mar-23,RM 5,13,875,,,,,,
11-Mar-23,RM 5,23,852,,,,,,
12-Mar-23,RM 5,0,852,,,,,,
13-Mar-23,RM 5,10,842,,,,,,
14-Mar-23,RM 5,0,842,,,,,,
15-Mar-23,RM 5,4,838,,,,,,
16-Mar-23,RM 5,21,817,,,,,,
17-Mar-23,RM 5,22,795,,,,,,
18-Mar-23,RM 5,14,781,,,,,,
19-Mar-23,RM 5,8,773,,,,,,
20-Mar-23,RM 5,20,753,,,,,,
21-Mar-23,RM 5,4,749,,,,,,
22-Mar-23,RM 5,6,743,,,,,,
23-Mar-23,RM 5,13,730,,,,,,
24-Mar-23,RM 5,19,711,,,,,,
25-Mar-23,RM 5,0,711,,,,,,
26-Mar-23,RM 5,4,707,,,,,,
27-Mar-23,RM 5,1,706,,,,,,
28-Mar-23,RM 5,9,697,,,,,,
29-Mar-23,RM 5,17,680,,,,,,
30-Mar-23,RM 5,6,674,,,,,,
31-Mar-23,RM 5,2,672,,,,,,
1-Apr-23,RM 5,18,654,,,,,,
2-Apr-23,RM 5,10,644,,,,,,
3-Apr-23,RM 5,12,632,,,,,,
4-Apr-23,RM 5,14,618,,,,,,
5-Apr-23,RM 5,10,608,,,,,,
6-Apr-23,RM 5,9,599,,,,,,
7-Apr-23,RM 5,14,585,,,,,,
8-Apr-23,RM 5,0,585,,,,,,
9-Apr-23,RM 5,6,579,,,,,,
10-Apr-23,RM 5,10,569,,,,,,
11-Apr-23,RM 5,14,555,,,,,,
12-Apr-23,RM 5,19,536,,,,,,
13-Apr-23,RM 5,0,536,,,,,,
14-Apr-23,RM 5,4,532,,,,,,
15-Apr-23,RM 5,7,525,,,,,,
16-Apr-23,RM 5,10,515,,,,,,
17-Apr-23,RM 5,8,507,,,,,,
18-Apr-23,RM 5,3,504,,,,,,
19-Apr-23,RM 5,9,495,,,,,,
20-Apr-23,RM 5,12,483,,,,,,
21-Apr-23,RM 5,16,467,,,,,,
22-Apr-23,RM 5,15,452,,,,,,
23-Apr-23,RM 5,17,435,,,,,,
24-Apr-23,RM 5,15,420,,,,,,
25-Apr-23,RM 5,4,416,,,,,,
26-Apr-23,RM 5,10,406,,,,,,
27-Apr-23,RM 5,11,395,,,,,,
28-Apr-23,RM 5,12,383,,,,,,
29-Apr-23,RM 5,6,377,,,,,,
30-Apr-23,RM 5,11,366,,,,,,
1-May-23,RM 5,9,357,,,,,,
2-May-23,RM 5,12,345,,,,,,
3-May-23,RM 5,24,321,,,,,,
4-May-23,RM 5,13,308,,,,,,
5-May-23,RM 5,5,303,,,,,,
12-May-23,RM 5,9,926,,,,,,
13-May-23,RM 5,5,921,,,,,,
14-May-23,RM 5,15,906,,,,,,
15-May-23,RM 5,9,897,,,,,,
16-May-23,RM 5,12,885,,,,,,
17-May-23,RM 5,14,871,,,,,,
18-May-23,RM 5,5,866,,,,,,
19-May-23,RM 5,16,850,,,,,,
20-May-23,RM 5,5,845,,,,,,
21-May-23,RM 5,9,836,,,,,,
22-May-23,RM 5,21,815,,,,,,
23-May-23,RM 5,12,803,,,,,,
24-May-23,RM 5,12,791,,,,,,
25-May-23,RM 5,4,787,,,,,,
26-May-23,RM 5,18,769,,,,,,
27-May-23,RM 5,14,755,,,,,,
28-May-23,RM 5,9,746,,,,,,
29-May-23,RM 5,12,734,,,,,,
30-May-23,RM 5,10,724,,,,,,
31-May-23,RM 5,4,720,,,,,,
1-Jun-23,RM 5,11,709,,,,,,
2-Jun-23,RM 5,0,709,,,,,,
3-Jun-23,RM 5,15,694,,,,,,
4-Jun-23,RM 5,15,679,,,,,,
5-Jun-23,RM 5,3,676,,,,,,
6-Jun-23,RM 5,17,659,,,,,,
7-Jun-23,RM 5,15,644,,,,,,
8-Jun-23,RM 5,4,640,,,,,,
9-Jun-23,RM 5,15,625,,,,,,
10-Jun-23,RM 5,11,614,,,,,,
11-Jun-23,RM 5,13,601,,,,,,
12-Jun-23,RM 5,19,582,,,,,,
13-Jun-23,RM 5,21,561,,,,,,
14-Jun-23,RM 5,5,556,,,,,,
15-Jun-23,RM 5,7,549,,,,,,
16-Jun-23,RM 5,1,548,,,,,,
17-Jun-23,RM 5,2,546,,,,,,
18-Jun-23,RM 5,7,539,,,,,,
19-Jun-23,RM 5,12,527,,,,,,
20-Jun-23,RM 5,18,509,,,,,,
21-Jun-23,RM 5,15,494,,,,,,
22-Jun-23,RM 5,11,483,,,,,,
23-Jun-23,RM 5,3,480,,,,,,
24-Jun-23,RM 5,15,465,,,,,,
25-Jun-23,RM 5,14,451,,,,,,
26-Jun-23,RM 5,20,431,,,,,,
27-Jun-23,RM 5,11,420,,,,,,
28-Jun-23,RM 5,9,411,,,,,,
29-Jun-23,RM 5,10,401,,,,,,
30-Jun-23,RM 5,19,382,,,,,,
1-Jul-23,RM 5,13,369,,,,,,
2-Jul-23,RM 5,24,345,,,,,,
3-Jul-23,RM 5,23,322,,,,,,
4-Jul-23,RM 5,10,312,,,,,,
5-Jul-23,RM 5,8,304,,,,,,
22-Jul-23,RM 5,15,946,,,,,,
23-Jul-23,RM 5,12,934,,,,,,
24-Jul-23,RM 5,26,908,,,,,,
25-Jul-23,RM 5,15,893,,,,,,
26-Jul-23,RM 5,7,886,,,,,,
27-Jul-23,RM 5,8,878,,,,,,
28-Jul-23,RM 5,20,858,,,,,,
29-Jul-23,RM 5,6,852,,,,,,
30-Jul-23,RM 5,9,843,,,,,,
31-Jul-23,RM 5,5,838,,,,,,
1-Aug-23,RM 5,16,822,,,,,,
2-Aug-23,RM 5,15,807,,,,,,
3-Aug-23,RM 5,17,790,,,,,,
4-Aug-23,RM 5,12,778,,,,,,
5-Aug-23,RM 5,24,754,,,,,,
6-Aug-23,RM 5,14,740,,,,,,
7-Aug-23,RM 5,14,726,,,,,,
8-Aug-23,RM 5,11,715,,,,,,
9-Aug-23,RM 5,20,695,,,,,,
10-Aug-23,RM 5,6,689,,,,,,
11-Aug-23,RM 5,6,683,,,,,,
12-Aug-23,RM 5,10,673,,,,,,
13-Aug-23,RM 5,4,669,,,,,,
14-Aug-23,RM 5,10,659,,,,,,
15-Aug-23,RM 5,8,651,,,,,,
16-Aug-23,RM 5,3,648,,,,,,
17-Aug-23,RM 5,17,631,,,,,,
18-Aug-23,RM 5,0,631,,,,,,
19-Aug-23,RM 5,15,616,,,,,,
20-Aug-23,RM 5,3,613,,,,,,
21-Aug-23,RM 5,6,607,,,,,,
22-Aug-23,RM 5,22,585,,,,,,
23-Aug-23,RM 5,2,583,,,,,,
24-Aug-23,RM 5,4,579,,,,,,
25-Aug-23,RM 5,21,558,,,,,,
26-Aug-23,RM 5,18,540,,,,,,
27-Aug-23,RM 5,6,534,,,,,,
28-Aug-23,RM 5,13,521,,,,,,
29-Aug-23,RM 5,0,521,,,,,,
30-Aug-23,RM 5,9,512,,,,,,
31-Aug-23,RM 5,13,499,,,,,,
1-Sep-23,RM 5,11,488,,,,,,
2-Sep-23,RM 5,18,470,,,,,,
3-Sep-23,RM 5,22,448,,,,,,
4-Sep-23,RM 5,16,432,,,,,,
5-Sep-23,RM 5,10,422,,,,,,
6-Sep-23,RM 5,14,408,,,,,,
7-Sep-23,RM 5,19,389,,,,,,
8-Sep-23,RM 5,7,382,,,,,,
9-Sep-23,RM 5,8,374,,,,,,
10-Sep-23,RM 5,14,360,,,,,,
11-Sep-23,RM 5,5,355,,,,,,
12-Sep-23,RM 5,0,355,,,,,,
13-Sep-23,RM 5,15,340,,,,,,
14-Sep-23,RM 5,13,327,,,,,,
15-Sep-23,RM 5,13,314,,,,,,
16-Sep-23,RM 5,12,302,,,,,,
4-Oct-23,RM 5,24,941,,,,,,
5-Oct-23,RM 5,19,922,,,,,,
6-Oct-23,RM 5,22,900,,,,,,
7-Oct-23,RM 5,13,887,,,,,,
8-Oct-23,RM 5,12,875,,,,,,
9-Oct-23,RM 5,19,856,,,,,,
10-Oct-23,RM 5,12,844,,,,,,
11-Oct-23,RM 5,5,839,,,,,,
12-Oct-23,RM 5,15,824,,,,,,
13-Oct-23,RM 5,20,804,,,,,,
14-Oct-23,RM 5,7,797,,,,,,
15-Oct-23,RM 5,9,788,,,,,,
16-Oct-23,RM 5,16,772,,,,,,
17-Oct-23,RM 5,14,758,,,,,,
18-Oct-23,RM 5,9,749,,,,,,
19-Oct-23,RM 5,18,731,,,,,,
20-Oct-23,RM 5,15,716,,,,,,
21-Oct-23,RM 5,9,707,,,,,,
22-Oct-23,RM 5,9,698,,,,,,
23-Oct-23,RM 5,0,698,,,,,,
24-Oct-23,RM 5,15,683,,,,,,
25-Oct-23,RM 5,0,683,,,,,,
26-Oct-23,RM 5,10,673,,,,,,
27-Oct-23,RM 5,10,663,,,,,,
28-Oct-23,RM 5,16,647,,,,,,
29-Oct-23,RM 5,13,634,,,,,,
30-Oct-23,RM 5,15,619,,,,,,
31-Oct-23,RM 5,2,617,,,,,,
1-Nov-23,RM 5,10,607,,,,,,
2-Nov-23,RM 5,16,591,,,,,,
3-Nov-23,RM 5,10,581,,,,,,
4-Nov-23,RM 5,2,579,,,,,,
5-Nov-23,RM 5,1,578,,,,,,
6-Nov-23,RM 5,9,569,,,,,,
7-Nov-23,RM 5,17,552,,,,,,
8-Nov-23,RM 5,5,547,,,,,,
9-Nov-23,RM 5,13,534,,,,,,
10-Nov-23,RM 5,20,514,,,,,,
11-Nov-23,RM 5,0,514,,,,,,
12-Nov-23,RM 5,8,506,,,,,,
13-Nov-23,RM 5,4,502,,,,,,
14-Nov-23,RM 5,6,496,,,,,,
15-Nov-23,RM 5,6,490,,,,,,
16-Nov-23,RM 5,5,485,,,,,,
17-Nov-23,RM 5,16,469,,,,,,
18-Nov-23,RM 5,13,456,,,,,,
19-Nov-23,RM 5,12,444,,,,,,
20-Nov-23,RM 5,15,429,,,,,,
21-Nov-23,RM 5,23,406,,,,,,
22-Nov-23,RM 5,9,397,,,,,,
23-Nov-23,RM 5,25,372,,,,,,
24-Nov-23,RM 5,24,348,,,,,,
25-Nov-23,RM 5,21,327,,,,,,
26-Nov-23,RM 5,5,322,,,,,,
27-Nov-23,RM 5,9,313,,,,,,
11-Dec-23,RM 5,9,735,,,,,,
12-Dec-23,RM 5,4,731,,,,,,
13-Dec-23,RM 5,18,713,,,,,,
14-Dec-23,RM 5,1,712,,,,,,
15-Dec-23,RM 5,5,707,,,,,,
16-Dec-23,RM 5,11,696,,,,,,
17-Dec-23,RM 5,14,682,,,,,,
18-Dec-23,RM 5,7,675,,,,,,
19-Dec-23,RM 5,19,656,,,,,,
20-Dec-23,RM 5,22,634,,,,,,
21-Dec-23,RM 5,17,617,,,,,,
22-Dec-23,RM 5,12,605,,,,,,
23-Dec-23,RM 5,16,589,,,,,,
24-Dec-23,RM 5,0,589,,,,,,
25-Dec-23,RM 5,23,566,,,,,,
26-Dec-23,RM 5,9,557,,,,,,
27-Dec-23,RM 5,1,556,,,,,,
28-Dec-23,RM 5,16,540,,,,,,
29-Dec-23,RM 5,9,531,,,,,,
30-Dec-23,RM 5,7,524,,,,,,
31-Dec-23,RM 5,5,519,,,,,,
1-Jan-24,RM 5,10,509,,,,,,
2-Jan-24,RM 5,19,490,,,,,,
3-Jan-24,RM 5,9,481,,,,,,
4-Jan-24,RM 5,14,467,,,,,,
5-Jan-24,RM 5,2,465,,,,,,
6-Jan-24,RM 5,12,453,,,,,,
7-Jan-24,RM 5,21,432,,,,,,
8-Jan-24,RM 5,16,416,,,,,,
9-Jan-24,RM 5,28,388,,,,,,
10-Jan-24,RM 5,10,378,,,,,,
11-Jan-24,RM 5,9,369,,,,,,
12-Jan-24,RM 5,8,361,,,,,,
13-Jan-24,RM 5,17,344,,,,,,
14-Jan-24,RM 5,8,336,,,,,,
15-Jan-24,RM 5,7,329,,,,,,
16-Jan-24,RM 5,8,321,,,,,,
17-Jan-24,RM 5,4,317,,,,,,
18-Jan-24,RM 5,14,303,,,,,,
5-Feb-24,RM 5,11,851,,,,,,
6-Feb-24,RM 5,13,838,,,,,,
7-Feb-24,RM 5,10,828,,,,,,
8-Feb-24,RM 5,9,819,,,,,,
9-Feb-24,RM 5,4,815,,,,,,
10-Feb-24,RM 5,2,813,,,,,,
11-Feb-24,RM 5,10,803,,,,,,
12-Feb-24,RM 5,10,793,,,,,,
13-Feb-24,RM 5,9,784,,,,,,
14-Feb-24,RM 5,14,770,,,,,,
15-Feb-24,RM 5,20,750,,,,,,
16-Feb-24,RM 5,8,742,,,,,,
17-Feb-24,RM 5,20,722,,,,,,
18-Feb-24,RM 5,13,709,,,,,,
19-Feb-24,RM 5,0,709,,,,,,
20-Feb-24,RM 5,15,694,,,,,,
21-Feb-24,RM 5,7,687,,,,,,
22-Feb-24,RM 5,13,674,,,,,,
23-Feb-24,RM 5,9,665,,,,,,
24-Feb-24,RM 5,15,650,,,,,,
25-Feb-24,RM 5,8,642,,,,,,
26-Feb-24,RM 5,28,614,,,,,,
27-Feb-24,RM 5,18,596,,,,,,
28-Feb-24,RM 5,0,596,,,,,,
29-Feb-24,RM 5,17,579,,,,,,
1-Mar-24,RM 5,9,570,,,,,,
2-Mar-24,RM 5,12,558,,,,,,
3-Mar-24,RM 5,12,546,,,,,,
4-Mar-24,RM 5,12,534,,,,,,
5-Mar-24,RM 5,6,528,,,,,,
6-Mar-24,RM 5,8,520,,,,,,
7-Mar-24,RM 5,14,506,,,,,,
8-Mar-24,RM 5,2,504,,,,,,
9-Mar-24,RM 5,21,483,,,,,,
10-Mar-24,RM 5,4,479,,,,,,
11-Mar-24,RM 5,8,471,,,,,,
12-Mar-24,RM 5,20,451,,,,,,
13-Mar-24,RM 5,11,440,,,,,,
14-Mar-24,RM 5,7,433,,,,,,
15-Mar-24,RM 5,2,431,,,,,,
16-Mar-24,RM 5,9,422,,,,,,
17-Mar-24,RM 5,9,413,,,,,,
18-Mar-24,RM 5,8,405,,,,,,
19-Mar-24,RM 5,20,385,,,,,,
20-Mar-24,RM 5,20,365,,,,,,
21-Mar-24,RM 5,3,362,,,,,,
22-Mar-24,RM 5,14,348,,,,,,
23-Mar-24,RM 5,5,343,,,,,,
24-Mar-24,RM 5,14,329,,,,,,
25-Mar-24,RM 5,8,321,,,,,,
26-Mar-24,RM 5,13,308,,,,,,
14-Apr-24,RM 5,12,949,,,,,,
15-Apr-24,RM 5,16,933,,,,,,
16-Apr-24,RM 5,5,928,,,,,,
17-Apr-24,RM 5,8,920,,,,,,
18-Apr-24,RM 5,16,904,,,,,,
19-Apr-24,RM 5,1,903,,,,,,
20-Apr-24,RM 5,22,881,,,,,,
21-Apr-24,RM 5,5,876,,,,,,
22-Apr-24,RM 5,12,864,,,,,,
23-Apr-24,RM 5,6,858,,,,,,
24-Apr-24,RM 5,4,854,,,,,,
25-Apr-24,RM 5,21,833,,,,,,
26-Apr-24,RM 5,7,826,,,,,,
27-Apr-24,RM 5,13,813,,,,,,
28-Apr-24,RM 5,22,791,,,,,,
29-Apr-24,RM 5,10,781,,,,,,
30-Apr-24,RM 5,16,765,,,,,,
1-May-24,RM 5,13,752,,,,,,
2-May-24,RM 5,15,737,,,,,,
3-May-24,RM 5,21,716,,,,,,
4-May-24,RM 5,18,698,,,,,,
5-May-24,RM 5,4,694,,,,,,
6-May-24,RM 5,14,680,,,,,,
7-May-24,RM 5,16,664,,,,,,
8-May-24,RM 5,8,656,,,,,,
9-May-24,RM 5,20,636,,,,,,
10-May-24,RM 5,13,623,,,,,,
11-May-24,RM 5,19,604,,,,,,
12-May-24,RM 5,20,584,,,,,,
13-May-24,RM 5,13,571,,,,,,
14-May-24,RM 5,13,558,,,,,,
15-May-24,RM 5,13,545,,,,,,
16-May-24,RM 5,14,531,,,,,,
17-May-24,RM 5,4,527,,,,,,
18-May-24,RM 5,17,510,,,,,,
19-May-24,RM 5,20,490,,,,,,
20-May-24,RM 5,3,487,,,,,,
21-May-24,RM 5,17,470,,,,,,
22-May-24,RM 5,2,468,,,,,,
23-May-24,RM 5,10,458,,,,,,
24-May-24,RM 5,12,446,,,,,,
25-May-24,RM 5,10,436,,,,,,
26-May-24,RM 5,21,415,,,,,,
27-May-24,RM 5,0,415,,,,,,
28-May-24,RM 5,12,403,,,,,,
29-May-24,RM 5,14,389,,,,,,
30-May-24,RM 5,20,369,,,,,,
31-May-24,RM 5,9,360,,,,,,
1-Jun-24,RM 5,1,359,,,,,,
2-Jun-24,RM 5,17,342,,,,,,
3-Jun-24,RM 5,1,341,,,,,,
4-Jun-24,RM 5,7,334,,,,,,
5-Jun-24,RM 5,0,334,,,,,,
6-Jun-24,RM 5,5,329,,,,,,
7-Jun-24,RM 5,21,308,,,,,,
15-Jun-24,RM 5,21,1106,,,,,,
16-Jun-24,RM 5,6,1100,,,,,,
17-Jun-24,RM 5,21,1079,,,,,,
18-Jun-24,RM 5,16,1063,,,,,,
19-Jun-24,RM 5,20,1043,,,,,,
20-Jun-24,RM 5,14,1029,,,,,,
21-Jun-24,RM 5,18,1011,,,,,,
22-Jun-24,RM 5,9,1002,,,,,,
23-Jun-24,RM 5,12,990,,,,,,
24-Jun-24,RM 5,11,979,,,,,,
25-Jun-24,RM 5,5,974,,,,,,
26-Jun-24,RM 5,11,963,,,,,,
27-Jun-24,RM 5,14,949,,,,,,
28-Jun-24,RM 5,17,932,,,,,,
29-Jun-24,RM 5,14,918,,,,,,
30-Jun-24,RM 5,13,905,,,,,,
1-Jul-24,RM 5,12,893,,,,,,
2-Jul-24,RM 5,14,879,,,,,,
3-Jul-24,RM 5,4,875,,,,,,
4-Jul-24,RM 5,9,866,,,,,,
5-Jul-24,RM 5,11,855,,,,,,
6-Jul-24,RM 5,16,839,,,,,,
7-Jul-24,RM 5,0,839,,,,,,
8-Jul-24,RM 5,7,832,,,,,,
9-Jul-24,RM 5,2,830,,,,,,
10-Jul-24,RM 5,12,818,,,,,,
11-Jul-24,RM 5,13,805,,,,,,
12-Jul-24,RM 5,13,792,,,,,,
13-Jul-24,RM 5,19,773,,,,,,
14-Jul-24,RM 5,18,755,,,,,,
15-Jul-24,RM 5,4,751,,,,,,
16-Jul-24,RM 5,17,734,,,,,,
17-Jul-24,RM 5,9,725,,,,,,
18-Jul-24,RM 5,17,708,,,,,,
19-Jul-24,RM 5,0,708,,,,,,
20-Jul-24,RM 5,17,691,,,,,,
21-Jul-24,RM 5,10,681,,,,,,
22-Jul-24,RM 5,11,670,,,,,,
23-Jul-24,RM 5,9,661,,,,,,
24-Jul-24,RM 5,4,657,,,,,,
25-Jul-24,RM 5,4,653,,,,,,
26-Jul-24,RM 5,13,640,,,,,,
27-Jul-24,RM 5,8,632,,,,,,
28-Jul-24,RM 5,13,619,,,,,,
29-Jul-24,RM 5,28,591,,,,,,
30-Jul-24,RM 5,6,585,,,,,,
31-Jul-24,RM 5,20,565,,,,,,
1-Aug-24,RM 5,10,555,,,,,,
2-Aug-24,RM 5,7,548,,,,,,
3-Aug-24,RM 5,0,548,,,,,,
4-Aug-24,RM 5,9,539,,,,,,
5-Aug-24,RM 5,12,527,,,,,,
6-Aug-24,RM 5,10,517,,,,,,
7-Aug-24,RM 5,16,501,,,,,,
8-Aug-24,RM 5,24,477,,,,,,
9-Aug-24,RM 5,5,472,,,,,,
10-Aug-24,RM 5,5,467,,,,,,
11-Aug-24,RM 5,12,455,,,,,,
12-Aug-24,RM 5,16,439,,,,,,
13-Aug-24,RM 5,10,429,,,,,,
14-Aug-24,RM 5,20,409,,,,,,
15-Aug-24,RM 5,6,403,,,,,,
16-Aug-24,RM 5,6,397,,,,,,
17-Aug-24,RM 5,12,385,,,,,,
18-Aug-24,RM 5,20,365,,,,,,
19-Aug-24,RM 5,7,358,,,,,,
20-Aug-24,RM 5,16,342,,,,,,
21-Aug-24,RM 5,19,323,,,,,,
22-Aug-24,RM 5,11,312,,,,,,
23-Aug-24,RM 5,10,302,,,,,,
9-Sep-24,RM 5,14,1037,,,,,,
10-Sep-24,RM 5,18,1019,,,,,,
11-Sep-24,RM 5,13,1006,,,,,,
12-Sep-24,RM 5,10,996,,,,,,
13-Sep-24,RM 5,0,996,,,,,,
14-Sep-24,RM 5,19,977,,,,,,
15-Sep-24,RM 5,6,971,,,,,,
16-Sep-24,RM 5,18,953,,,,,,
17-Sep-24,RM 5,5,948,,,,,,
18-Sep-24,RM 5,6,942,,,,,,
19-Sep-24,RM 5,17,925,,,,,,
20-Sep-24,RM 5,23,902,,,,,,
21-Sep-24,RM 5,1,901,,,,,,
22-Sep-24,RM 5,8,893,,,,,,
23-Sep-24,RM 5,2,891,,,,,,
24-Sep-24,RM 5,9,882,,,,,,
25-Sep-24,RM 5,20,862,,,,,,
26-Sep-24,RM 5,16,846,,,,,,
27-Sep-24,RM 5,11,835,,,,,,
28-Sep-24,RM 5,9,826,,,,,,
29-Sep-24,RM 5,10,816,,,,,,
30-Sep-24,RM 5,14,802,,,,,,
1-Oct-24,RM 5,5,797,,,,,,
2-Oct-24,RM 5,17,780,,,,,,
3-Oct-24,RM 5,7,773,,,,,,
4-Oct-24,RM 5,21,752,,,,,,
5-Oct-24,RM 5,24,728,,,,,,
6-Oct-24,RM 5,6,722,,,,,,
7-Oct-24,RM 5,19,703,,,,,,
8-Oct-24,RM 5,11,692,,,,,,
9-Oct-24,RM 5,15,677,,,,,,
10-Oct-24,RM 5,14,663,,,,,,
11-Oct-24,RM 5,9,654,,,,,,
12-Oct-24,RM 5,5,649,,,,,,
13-Oct-24,RM 5,3,646,,,,,,
14-Oct-24,RM 5,15,631,,,,,,
15-Oct-24,RM 5,22,609,,,,,,
16-Oct-24,RM 5,0,609,,,,,,
17-Oct-24,RM 5,23,586,,,,,,
18-Oct-24,RM 5,9,577,,,,,,
19-Oct-24,RM 5,17,560,,,,,,
20-Oct-24,RM 5,0,560,,,,,,
21-Oct-24,RM 5,13,547,,,,,,
22-Oct-24,RM 5,0,547,,,,,,
23-Oct-24,RM 5,7,540,,,,,,
24-Oct-24,RM 5,13,527,,,,,,
25-Oct-24,RM 5,9,518,,,,,,
26-Oct-24,RM 5,2,516,,,,,,
27-Oct-24,RM 5,11,505,,,,,,
28-Oct-24,RM 5,23,482,,,,,,
29-Oct-24,RM 5,13,469,,,,,,
30-Oct-24,RM 5,7,462,,,,,,
31-Oct-24,RM 5,12,450,,,,,,
1-Nov-24,RM 5,6,444,,,,,,
2-Nov-24,RM 5,16,428,,,,,,
3-Nov-24,RM 5,20,408,,,,,,
4-Nov-24,RM 5,17,391,,,,,,
5-Nov-24,RM 5,22,369,,,,,,
6-Nov-24,RM 5,14,355,,,,,,
7-Nov-24,RM 5,0,355,,,,,,
8-Nov-24,RM 5,12,343,,,,,,
9-Nov-24,RM 5,1,342,,,,,,
10-Nov-24,RM 5,3,339,,,,,,
11-Nov-24,RM 5,18,321,,,,,,
12-Nov-24,RM 5,2,319,,,,,,
13-Nov-24,RM 5,5,314,,,,,,
14-Nov-24,RM 5,9,305,,,,,,
1-Dec-24,RM 5,8,635,,,,,,
2-Dec-24,RM 5,8,627,,,,,,
3-Dec-24,RM 5,9,618,,,,,,
4-Dec-24,RM 5,20,598,,,,,,
5-Dec-24,RM 5,25,573,,,,,,
6-Dec-24,RM 5,7,566,,,,,,
7-Dec-24,RM 5,6,560,,,,,,
8-Dec-24,RM 5,1,559,,,,,,
9-Dec-24,RM 5,4,555,,,,,,
10-Dec-24,RM 5,17,538,,,,,,
11-Dec-24,RM 5,30,508,,,,,,
12-Dec-24,RM 5,12,496,,,,,,
13-Dec-24,RM 5,5,491,,,,,,
14-Dec-24,RM 5,18,473,,,,,,
15-Dec-24,RM 5,6,467,,,,,,
16-Dec-24,RM 5,0,467,,,,,,
17-Dec-24,RM 5,15,452,,,,,,
18-Dec-24,RM 5,5,447,,,,,,
19-Dec-24,RM 5,17,430,,,,,,
20-Dec-24,RM 5,21,409,,,,,,
21-Dec-24,RM 5,12,397,,,,,,
22-Dec-24,RM 5,12,385,,,,,,
23-Dec-24,RM 5,0,385,,,,,,
24-Dec-24,RM 5,17,368,,,,,,
25-Dec-24,RM 5,13,355,,,,,,
26-Dec-24,RM 5,10,345,,,,,,
27-Dec-24,RM 5,27,318,,,,,,
28-Dec-24,RM 5,14,304,,,,,,
1-Jan-22,RM 3,4,1066,,,,,,
2-Jan-22,RM 3,16,1050,,,,,,
3-Jan-22,RM 3,9,1041,,,,,,
4-Jan-22,RM 3,12,1029,,,,,,
5-Jan-22,RM 3,0,1029,,,,,,
6-Jan-22,RM 3,23,1006,,,,,,
7-Jan-22,RM 3,14,992,,,,,,
8-Jan-22,RM 3,9,983,,,,,,
9-Jan-22,RM 3,14,969,,,,,,
10-Jan-22,RM 3,2,967,,,,,,
