Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 4,Product 10,June,2022,01-06-2022,,2022-2023
Customer 4,Product 10,July,2022,01-07-2022,,2022-2023
Customer 4,Product 10,August,2022,01-08-2022,,2022-2023
Customer 4,Product 10,September,2022,01-09-2022,,2022-2023
Customer 4,Product 10,October,2022,01-10-2022,,2022-2023
Customer 4,Product 10,November,2022,01-11-2022,,2022-2023
Customer 4,Product 10,December,2022,01-12-2022,,2022-2023
Customer 4,Product 10,January,2023,01-01-2023,1189729,2022-2023
Customer 4,Product 10,February,2023,01-02-2023,4709770,2022-2023
Customer 4,Product 10,March,2023,01-03-2023,9706991,2022-2023
Customer 4,Product 10,April,2023,01-04-2023,1375200,2023-2024
Customer 4,Product 10,May,2023,01-05-2023,9612384,2023-2024
Customer 4,Product 10,June,2023,01-06-2023,8639824,2023-2024
Customer 4,Product 10,July,2023,01-07-2023,5259218,2023-2024
Customer 4,Product 10,August,2023,01-08-2023,4907641,2023-2024
Customer 4,Product 10,September,2023,01-09-2023,9492073,2023-2024
Customer 4,Product 10,October,2023,01-10-2023,5806261,2023-2024
Customer 4,Product 10,November,2023,01-11-2023,959601,2023-2024
Customer 4,Product 10,December,2023,01-12-2023,352796,2023-2024
Customer 4,Product 10,January,2024,01-01-2024,,2023-2024
Customer 4,Product 10,February,2024,01-02-2024,,2023-2024
Customer 4,Product 10,March,2024,01-03-2024,,2023-2024
Customer 4,Product 10,April,2024,01-04-2024,,2024-2025
Customer 4,Product 10,May,2024,01-05-2024,,2024-2025
Customer 4,Product 10,June,2024,01-06-2024,,2024-2025
Customer 4,Product 10,July,2024,01-07-2024,,2024-2025
Customer 4,Product 10,August,2024,01-08-2024,,2024-2025
Customer 4,Product 10,September,2024,01-09-2024,,2024-2025
Customer 4,Product 10,October,2024,01-10-2024,,2024-2025
Customer 4,Product 10,November,2024,01-11-2024,,2024-2025
Customer 4,Product 10,December,2024,01-12-2024,,2024-2025
Customer 4,Product 10,January,2025,01-01-2025,,2024-2025
Customer 4,Product 10,February,2025,01-02-2025,,2024-2025
Customer 4,Product 10,March,2025,01-03-2025,,2024-2025
Customer 5,Product 1,April,2021,01-04-2021,7341330,2021-2022
Customer 5,Product 1,May,2021,01-05-2021,594787,2021-2022
Customer 5,Product 1,June,2021,01-06-2021,9573694,2021-2022
Customer 5,Product 1,July,2021,01-07-2021,605513,2021-2022
Customer 5,Product 1,August,2021,01-08-2021,5608774,2021-2022
Customer 5,Product 1,September,2021,01-09-2021,8371308,2021-2022
Customer 5,Product 1,October,2021,01-10-2021,6010625,2021-2022
Customer 5,Product 1,November,2021,01-11-2021,6572068,2021-2022
Customer 5,Product 1,December,2021,01-12-2021,4314838,2021-2022
Customer 5,Product 1,January,2022,01-01-2022,225618,2021-2022
Customer 5,Product 1,February,2022,01-02-2022,559232,2021-2022
Customer 5,Product 1,March,2022,01-03-2022,6044218,2021-2022
Customer 5,Product 1,April,2022,01-04-2022,3466798,2022-2023
Customer 5,Product 1,May,2022,01-05-2022,5825754,2022-2023
Customer 5,Product 1,June,2022,01-06-2022,3379411,2022-2023
Customer 5,Product 1,July,2022,01-07-2022,8195608,2022-2023
Customer 5,Product 1,August,2022,01-08-2022,5441576,2022-2023
Customer 5,Product 1,September,2022,01-09-2022,9061568,2022-2023
Customer 5,Product 1,October,2022,01-10-2022,6469674,2022-2023
Customer 5,Product 1,November,2022,01-11-2022,4350221,2022-2023
Customer 5,Product 1,December,2022,01-12-2022,9607514,2022-2023
Customer 5,Product 1,January,2023,01-01-2023,6535799,2022-2023
Customer 5,Product 1,February,2023,01-02-2023,8024555,2022-2023
Customer 5,Product 1,March,2023,01-03-2023,9053018,2022-2023
Customer 5,Product 1,April,2023,01-04-2023,5051975,2023-2024
Customer 5,Product 1,May,2023,01-05-2023,7711677,2023-2024
Customer 5,Product 1,June,2023,01-06-2023,8035193,2023-2024
Customer 5,Product 1,July,2023,01-07-2023,4355457,2023-2024
Customer 5,Product 1,August,2023,01-08-2023,,2023-2024
Customer 5,Product 1,September,2023,01-09-2023,,2023-2024
Customer 5,Product 1,October,2023,01-10-2023,,2023-2024
Customer 5,Product 1,November,2023,01-11-2023,,2023-2024
Customer 5,Product 1,December,2023,01-12-2023,,2023-2024
Customer 5,Product 1,January,2024,01-01-2024,,2023-2024
Customer 5,Product 1,February,2024,01-02-2024,,2023-2024
Customer 5,Product 1,March,2024,01-03-2024,,2023-2024
Customer 5,Product 1,April,2024,01-04-2024,,2024-2025
Customer 5,Product 1,May,2024,01-05-2024,,2024-2025
Customer 5,Product 1,June,2024,01-06-2024,,2024-2025
Customer 5,Product 1,July,2024,01-07-2024,,2024-2025
Customer 5,Product 1,August,2024,01-08-2024,,2024-2025
Customer 5,Product 1,September,2024,01-09-2024,,2024-2025
Customer 5,Product 1,October,2024,01-10-2024,,2024-2025
Customer 5,Product 1,November,2024,01-11-2024,,2024-2025
Customer 5,Product 1,December,2024,01-12-2024,,2024-2025
Customer 5,Product 1,January,2025,01-01-2025,,2024-2025
Customer 5,Product 1,February,2025,01-02-2025,,2024-2025
Customer 5,Product 1,March,2025,01-03-2025,,2024-2025
Customer 5,Product 10,April,2021,01-04-2021,8299212,2021-2022
Customer 5,Product 10,May,2021,01-05-2021,6550212,2021-2022
Customer 5,Product 10,June,2021,01-06-2021,8884176,2021-2022
Customer 5,Product 10,July,2021,01-07-2021,3179114,2021-2022
Customer 5,Product 10,August,2021,01-08-2021,4917672,2021-2022
Customer 5,Product 10,September,2021,01-09-2021,2810694,2021-2022
Customer 5,Product 10,October,2021,01-10-2021,7672045,2021-2022
Customer 5,Product 10,November,2021,01-11-2021,5347537,2021-2022
Customer 5,Product 10,December,2021,01-12-2021,8682810,2021-2022
Customer 5,Product 10,January,2022,01-01-2022,7122776,2021-2022
Customer 5,Product 10,February,2022,01-02-2022,9227224,2021-2022
Customer 5,Product 10,March,2022,01-03-2022,2642918,2021-2022
Customer 5,Product 10,April,2022,01-04-2022,6143339,2022-2023
Customer 5,Product 10,May,2022,01-05-2022,9933883,2022-2023
Customer 5,Product 10,June,2022,01-06-2022,3288863,2022-2023
Customer 5,Product 10,July,2022,01-07-2022,1039029,2022-2023
Customer 5,Product 10,August,2022,01-08-2022,1697713,2022-2023
Customer 5,Product 10,September,2022,01-09-2022,4182144,2022-2023
Customer 5,Product 10,October,2022,01-10-2022,2048646,2022-2023
Customer 5,Product 10,November,2022,01-11-2022,4322198,2022-2023
Customer 5,Product 10,December,2022,01-12-2022,5474128,2022-2023
Customer 5,Product 10,January,2023,01-01-2023,3369782,2022-2023
Customer 5,Product 10,February,2023,01-02-2023,8484910,2022-2023
Customer 5,Product 10,March,2023,01-03-2023,9865275,2022-2023
Customer 5,Product 10,April,2023,01-04-2023,8490032,2023-2024
Customer 5,Product 10,May,2023,01-05-2023,3963195,2023-2024
Customer 5,Product 10,June,2023,01-06-2023,9240589,2023-2024
Customer 5,Product 10,July,2023,01-07-2023,7359775,2023-2024
Customer 5,Product 10,August,2023,01-08-2023,,2023-2024
Customer 5,Product 10,September,2023,01-09-2023,,2023-2024
Customer 5,Product 10,October,2023,01-10-2023,,2023-2024
Customer 5,Product 10,November,2023,01-11-2023,,2023-2024
Customer 5,Product 10,December,2023,01-12-2023,,2023-2024
Customer 5,Product 10,January,2024,01-01-2024,,2023-2024
Customer 5,Product 10,February,2024,01-02-2024,,2023-2024
Customer 5,Product 10,March,2024,01-03-2024,,2023-2024
Customer 5,Product 10,April,2024,01-04-2024,,2024-2025
Customer 5,Product 10,May,2024,01-05-2024,,2024-2025
Customer 5,Product 10,June,2024,01-06-2024,,2024-2025
Customer 5,Product 10,July,2024,01-07-2024,,2024-2025
Customer 5,Product 10,August,2024,01-08-2024,,2024-2025
Customer 5,Product 10,September,2024,01-09-2024,,2024-2025
Customer 5,Product 10,October,2024,01-10-2024,,2024-2025
Customer 5,Product 10,November,2024,01-11-2024,,2024-2025
Customer 5,Product 10,December,2024,01-12-2024,,2024-2025
Customer 5,Product 10,January,2025,01-01-2025,,2024-2025
Customer 5,Product 10,February,2025,01-02-2025,,2024-2025
Customer 5,Product 10,March,2025,01-03-2025,,2024-2025
Customer 5,Product 2,April,2021,01-04-2021,5917900,2021-2022
Customer 5,Product 2,May,2021,01-05-2021,6611979,2021-2022
Customer 5,Product 2,June,2021,01-06-2021,7211539,2021-2022
Customer 5,Product 2,July,2021,01-07-2021,6997861,2021-2022
Customer 5,Product 2,August,2021,01-08-2021,6215291,2021-2022
Customer 5,Product 2,September,2021,01-09-2021,1098476,2021-2022
Customer 5,Product 2,October,2021,01-10-2021,3246776,2021-2022
Customer 5,Product 2,November,2021,01-11-2021,3243466,2021-2022
Customer 5,Product 2,December,2021,01-12-2021,9699327,2021-2022
Customer 5,Product 2,January,2022,01-01-2022,8528079,2021-2022
Customer 5,Product 2,February,2022,01-02-2022,8128246,2021-2022
Customer 5,Product 2,March,2022,01-03-2022,3137753,2021-2022
Customer 5,Product 2,April,2022,01-04-2022,5427607,2022-2023
Customer 5,Product 2,May,2022,01-05-2022,3439020,2022-2023
Customer 5,Product 2,June,2022,01-06-2022,1965905,2022-2023
Customer 5,Product 2,July,2022,01-07-2022,4369158,2022-2023
Customer 5,Product 2,August,2022,01-08-2022,3076992,2022-2023
Customer 5,Product 2,September,2022,01-09-2022,3783683,2022-2023
Customer 5,Product 2,October,2022,01-10-2022,9898490,2022-2023
Customer 5,Product 2,November,2022,01-11-2022,5797285,2022-2023
Customer 5,Product 2,December,2022,01-12-2022,470806,2022-2023
Customer 5,Product 2,January,2023,01-01-2023,1279113,2022-2023
Customer 5,Product 2,February,2023,01-02-2023,6852829,2022-2023
Customer 5,Product 2,March,2023,01-03-2023,7397002,2022-2023
Customer 5,Product 2,April,2023,01-04-2023,5239990,2023-2024
Customer 5,Product 2,May,2023,01-05-2023,266024,2023-2024
Customer 5,Product 2,June,2023,01-06-2023,7793830,2023-2024
Customer 5,Product 2,July,2023,01-07-2023,9242466,2023-2024
Customer 5,Product 2,August,2023,01-08-2023,7365002,2023-2024
Customer 5,Product 2,September,2023,01-09-2023,,2023-2024
Customer 5,Product 2,October,2023,01-10-2023,,2023-2024
Customer 5,Product 2,November,2023,01-11-2023,,2023-2024
Customer 5,Product 2,December,2023,01-12-2023,,2023-2024
Customer 5,Product 2,January,2024,01-01-2024,,2023-2024
Customer 5,Product 2,February,2024,01-02-2024,,2023-2024
Customer 5,Product 2,March,2024,01-03-2024,,2023-2024
Customer 5,Product 2,April,2024,01-04-2024,,2024-2025
Customer 5,Product 2,May,2024,01-05-2024,,2024-2025
Customer 5,Product 2,June,2024,01-06-2024,,2024-2025
Customer 5,Product 2,July,2024,01-07-2024,,2024-2025
Customer 5,Product 2,August,2024,01-08-2024,,2024-2025
Customer 5,Product 2,September,2024,01-09-2024,,2024-2025
Customer 5,Product 2,October,2024,01-10-2024,,2024-2025
Customer 5,Product 2,November,2024,01-11-2024,,2024-2025
Customer 5,Product 2,December,2024,01-12-2024,,2024-2025
Customer 5,Product 2,January,2025,01-01-2025,,2024-2025
Customer 5,Product 2,February,2025,01-02-2025,,2024-2025
Customer 5,Product 2,March,2025,01-03-2025,,2024-2025
Customer 5,Product 3,April,2021,01-04-2021,6319252,2021-2022
Customer 5,Product 3,May,2021,01-05-2021,2586895,2021-2022
Customer 5,Product 3,June,2021,01-06-2021,7128834,2021-2022
Customer 5,Product 3,July,2021,01-07-2021,7387169,2021-2022
Customer 5,Product 3,August,2021,01-08-2021,4393218,2021-2022
Customer 5,Product 3,September,2021,01-09-2021,7150062,2021-2022
Customer 5,Product 3,October,2021,01-10-2021,4924088,2021-2022
Customer 5,Product 3,November,2021,01-11-2021,6804196,2021-2022
Customer 5,Product 3,December,2021,01-12-2021,463954,2021-2022
Customer 5,Product 3,January,2022,01-01-2022,8848981,2021-2022
Customer 5,Product 3,February,2022,01-02-2022,9195969,2021-2022
Customer 5,Product 3,March,2022,01-03-2022,9303325,2021-2022
Customer 5,Product 3,April,2022,01-04-2022,4428861,2022-2023
Customer 5,Product 3,May,2022,01-05-2022,1669395,2022-2023
Customer 5,Product 3,June,2022,01-06-2022,1274589,2022-2023
Customer 5,Product 3,July,2022,01-07-2022,7064260,2022-2023
Customer 5,Product 3,August,2022,01-08-2022,5232481,2022-2023
Customer 5,Product 3,September,2022,01-09-2022,1163783,2022-2023
Customer 5,Product 3,October,2022,01-10-2022,1143304,2022-2023
Customer 5,Product 3,November,2022,01-11-2022,9512585,2022-2023
Customer 5,Product 3,December,2022,01-12-2022,4146368,2022-2023
Customer 5,Product 3,January,2023,01-01-2023,5476890,2022-2023
Customer 5,Product 3,February,2023,01-02-2023,8771287,2022-2023
Customer 5,Product 3,March,2023,01-03-2023,5601178,2022-2023
Customer 5,Product 3,April,2023,01-04-2023,3305894,2023-2024
Customer 5,Product 3,May,2023,01-05-2023,7536787,2023-2024
Customer 5,Product 3,June,2023,01-06-2023,8375885,2023-2024
Customer 5,Product 3,July,2023,01-07-2023,4674852,2023-2024
Customer 5,Product 3,August,2023,01-08-2023,5624991,2023-2024
Customer 5,Product 3,September,2023,01-09-2023,6212184,2023-2024
Customer 5,Product 3,October,2023,01-10-2023,5890868,2023-2024
Customer 5,Product 3,November,2023,01-11-2023,7242282,2023-2024
Customer 5,Product 3,December,2023,01-12-2023,,2023-2024
Customer 5,Product 3,January,2024,01-01-2024,,2023-2024
Customer 5,Product 3,February,2024,01-02-2024,,2023-2024
Customer 5,Product 3,March,2024,01-03-2024,,2023-2024
Customer 5,Product 3,April,2024,01-04-2024,,2024-2025
Customer 5,Product 3,May,2024,01-05-2024,,2024-2025
Customer 5,Product 3,June,2024,01-06-2024,,2024-2025
Customer 5,Product 3,July,2024,01-07-2024,,2024-2025
Customer 5,Product 3,August,2024,01-08-2024,,2024-2025
Customer 5,Product 3,September,2024,01-09-2024,,2024-2025
Customer 5,Product 3,October,2024,01-10-2024,,2024-2025
Customer 5,Product 3,November,2024,01-11-2024,,2024-2025
Customer 5,Product 3,December,2024,01-12-2024,,2024-2025
Customer 5,Product 3,January,2025,01-01-2025,,2024-2025
Customer 5,Product 3,February,2025,01-02-2025,,2024-2025
Customer 5,Product 3,March,2025,01-03-2025,,2024-2025
Customer 5,Product 4,April,2021,01-04-2021,6799565,2021-2022
Customer 5,Product 4,May,2021,01-05-2021,6832863,2021-2022
Customer 5,Product 4,June,2021,01-06-2021,2241061,2021-2022
Customer 5,Product 4,July,2021,01-07-2021,9551463,2021-2022
Customer 5,Product 4,August,2021,01-08-2021,4405765,2021-2022
Customer 5,Product 4,September,2021,01-09-2021,7129130,2021-2022
Customer 5,Product 4,October,2021,01-10-2021,9931342,2021-2022
Customer 5,Product 4,November,2021,01-11-2021,5071320,2021-2022
Customer 5,Product 4,December,2021,01-12-2021,1287676,2021-2022
Customer 5,Product 4,January,2022,01-01-2022,4798184,2021-2022
Customer 5,Product 4,February,2022,01-02-2022,5703636,2021-2022
Customer 5,Product 4,March,2022,01-03-2022,9212939,2021-2022
Customer 5,Product 4,April,2022,01-04-2022,9672300,2022-2023
Customer 5,Product 4,May,2022,01-05-2022,1265220,2022-2023
Customer 5,Product 4,June,2022,01-06-2022,4335776,2022-2023
Customer 5,Product 4,July,2022,01-07-2022,4578603,2022-2023
Customer 5,Product 4,August,2022,01-08-2022,8810288,2022-2023
Customer 5,Product 4,September,2022,01-09-2022,594606,2022-2023
Customer 5,Product 4,October,2022,01-10-2022,4377628,2022-2023
Customer 5,Product 4,November,2022,01-11-2022,5236344,2022-2023
Customer 5,Product 4,December,2022,01-12-2022,5895158,2022-2023
Customer 5,Product 4,January,2023,01-01-2023,206243,2022-2023
Customer 5,Product 4,February,2023,01-02-2023,8859500,2022-2023
Customer 5,Product 4,March,2023,01-03-2023,3462670,2022-2023
Customer 5,Product 4,April,2023,01-04-2023,6398038,2023-2024
Customer 5,Product 4,May,2023,01-05-2023,1896114,2023-2024
Customer 5,Product 4,June,2023,01-06-2023,4187921,2023-2024
Customer 5,Product 4,July,2023,01-07-2023,6469287,2023-2024
Customer 5,Product 4,August,2023,01-08-2023,1997595,2023-2024
Customer 5,Product 4,September,2023,01-09-2023,,2023-2024
Customer 5,Product 4,October,2023,01-10-2023,,2023-2024
Customer 5,Product 4,November,2023,01-11-2023,,2023-2024
Customer 5,Product 4,December,2023,01-12-2023,,2023-2024
Customer 5,Product 4,January,2024,01-01-2024,,2023-2024
Customer 5,Product 4,February,2024,01-02-2024,,2023-2024
Customer 5,Product 4,March,2024,01-03-2024,,2023-2024
Customer 5,Product 4,April,2024,01-04-2024,,2024-2025
Customer 5,Product 4,May,2024,01-05-2024,,2024-2025
Customer 5,Product 4,June,2024,01-06-2024,,2024-2025
Customer 5,Product 4,July,2024,01-07-2024,,2024-2025
Customer 5,Product 4,August,2024,01-08-2024,,2024-2025
Customer 5,Product 4,September,2024,01-09-2024,,2024-2025
Customer 5,Product 4,October,2024,01-10-2024,,2024-2025
Customer 5,Product 4,November,2024,01-11-2024,,2024-2025
Customer 5,Product 4,December,2024,01-12-2024,,2024-2025
Customer 5,Product 4,January,2025,01-01-2025,,2024-2025
Customer 5,Product 4,February,2025,01-02-2025,,2024-2025
Customer 5,Product 4,March,2025,01-03-2025,,2024-2025
Customer 5,Product 5,April,2021,01-04-2021,,2021-2022
Customer 5,Product 5,May,2021,01-05-2021,,2021-2022
Customer 5,Product 5,June,2021,01-06-2021,,2021-2022
Customer 5,Product 5,July,2021,01-07-2021,,2021-2022
Customer 5,Product 5,August,2021,01-08-2021,,2021-2022
Customer 5,Product 5,September,2021,01-09-2021,,2021-2022
Customer 5,Product 5,October,2021,01-10-2021,,2021-2022
Customer 5,Product 5,November,2021,01-11-2021,,2021-2022
Customer 5,Product 5,December,2021,01-12-2021,,2021-2022
Customer 5,Product 5,January,2022,01-01-2022,,2021-2022
Customer 5,Product 5,February,2022,01-02-2022,,2021-2022
Customer 5,Product 5,March,2022,01-03-2022,,2021-2022
Customer 5,Product 5,April,2022,01-04-2022,,2022-2023
Customer 5,Product 5,May,2022,01-05-2022,,2022-2023
Customer 5,Product 5,June,2022,01-06-2022,,2022-2023
Customer 5,Product 5,July,2022,01-07-2022,,2022-2023
Customer 5,Product 5,August,2022,01-08-2022,,2022-2023
Customer 5,Product 5,September,2022,01-09-2022,,2022-2023
Customer 5,Product 5,October,2022,01-10-2022,,2022-2023
Customer 5,Product 5,November,2022,01-11-2022,,2022-2023
Customer 5,Product 5,December,2022,01-12-2022,,2022-2023
Customer 5,Product 5,January,2023,01-01-2023,8303582,2022-2023
Customer 5,Product 5,February,2023,01-02-2023,1850855,2022-2023
Customer 5,Product 5,March,2023,01-03-2023,5163393,2022-2023
Customer 5,Product 5,April,2023,01-04-2023,5798992,2023-2024
Customer 5,Product 5,May,2023,01-05-2023,5284307,2023-2024
Customer 5,Product 5,June,2023,01-06-2023,6279654,2023-2024
Customer 5,Product 5,July,2023,01-07-2023,7123871,2023-2024
Customer 5,Product 5,August,2023,01-08-2023,444389,2023-2024
Customer 5,Product 5,September,2023,01-09-2023,2652776,2023-2024
Customer 5,Product 5,October,2023,01-10-2023,5333114,2023-2024
Customer 5,Product 5,November,2023,01-11-2023,3401377,2023-2024
Customer 5,Product 5,December,2023,01-12-2023,,2023-2024
Customer 5,Product 5,January,2024,01-01-2024,,2023-2024
Customer 5,Product 5,February,2024,01-02-2024,,2023-2024
Customer 5,Product 5,March,2024,01-03-2024,,2023-2024
Customer 5,Product 5,April,2024,01-04-2024,,2024-2025
Customer 5,Product 5,May,2024,01-05-2024,,2024-2025
Customer 5,Product 5,June,2024,01-06-2024,,2024-2025
Customer 5,Product 5,July,2024,01-07-2024,,2024-2025
Customer 5,Product 5,August,2024,01-08-2024,,2024-2025
Customer 5,Product 5,September,2024,01-09-2024,,2024-2025
Customer 5,Product 5,October,2024,01-10-2024,,2024-2025
Customer 5,Product 5,November,2024,01-11-2024,,2024-2025
Customer 5,Product 5,December,2024,01-12-2024,,2024-2025
Customer 5,Product 5,January,2025,01-01-2025,,2024-2025
Customer 5,Product 5,February,2025,01-02-2025,,2024-2025
Customer 5,Product 5,March,2025,01-03-2025,,2024-2025
Customer 5,Product 6,April,2021,01-04-2021,9537318,2021-2022
Customer 5,Product 6,May,2021,01-05-2021,1032192,2021-2022
Customer 5,Product 6,June,2021,01-06-2021,8310073,2021-2022
Customer 5,Product 6,July,2021,01-07-2021,8438031,2021-2022
Customer 5,Product 6,August,2021,01-08-2021,1218023,2021-2022
Customer 5,Product 6,September,2021,01-09-2021,7878761,2021-2022
Customer 5,Product 6,October,2021,01-10-2021,5490180,2021-2022
Customer 5,Product 6,November,2021,01-11-2021,3796613,2021-2022
Customer 5,Product 6,December,2021,01-12-2021,4424747,2021-2022
Customer 5,Product 6,January,2022,01-01-2022,4810642,2021-2022
Customer 5,Product 6,February,2022,01-02-2022,9868096,2021-2022
Customer 5,Product 6,March,2022,01-03-2022,1453584,2021-2022
Customer 5,Product 6,April,2022,01-04-2022,3178217,2022-2023
Customer 5,Product 6,May,2022,01-05-2022,3684390,2022-2023
Customer 5,Product 6,June,2022,01-06-2022,6531415,2022-2023
Customer 5,Product 6,July,2022,01-07-2022,866470,2022-2023
Customer 5,Product 6,August,2022,01-08-2022,2116751,2022-2023
Customer 5,Product 6,September,2022,01-09-2022,479266,2022-2023
Customer 5,Product 6,October,2022,01-10-2022,7270373,2022-2023
Customer 5,Product 6,November,2022,01-11-2022,4054753,2022-2023
Customer 5,Product 6,December,2022,01-12-2022,3873348,2022-2023
Customer 5,Product 6,January,2023,01-01-2023,1907804,2022-2023
Customer 5,Product 6,February,2023,01-02-2023,5710571,2022-2023
Customer 5,Product 6,March,2023,01-03-2023,8944850,2022-2023
Customer 5,Product 6,April,2023,01-04-2023,6508095,2023-2024
Customer 5,Product 6,May,2023,01-05-2023,920486,2023-2024
Customer 5,Product 6,June,2023,01-06-2023,7365465,2023-2024
Customer 5,Product 6,July,2023,01-07-2023,5968770,2023-2024
Customer 5,Product 6,August,2023,01-08-2023,8103106,2023-2024
Customer 5,Product 6,September,2023,01-09-2023,7296165,2023-2024
Customer 5,Product 6,October,2023,01-10-2023,974450,2023-2024
Customer 5,Product 6,November,2023,01-11-2023,,2023-2024
Customer 5,Product 6,December,2023,01-12-2023,,2023-2024
Customer 5,Product 6,January,2024,01-01-2024,,2023-2024
Customer 5,Product 6,February,2024,01-02-2024,,2023-2024
Customer 5,Product 6,March,2024,01-03-2024,,2023-2024
Customer 5,Product 6,April,2024,01-04-2024,,2024-2025
Customer 5,Product 6,May,2024,01-05-2024,,2024-2025
Customer 5,Product 6,June,2024,01-06-2024,,2024-2025
Customer 5,Product 6,July,2024,01-07-2024,,2024-2025
Customer 5,Product 6,August,2024,01-08-2024,,2024-2025
Customer 5,Product 6,September,2024,01-09-2024,,2024-2025
Customer 5,Product 6,October,2024,01-10-2024,,2024-2025
Customer 5,Product 6,November,2024,01-11-2024,,2024-2025
Customer 5,Product 6,December,2024,01-12-2024,,2024-2025
Customer 5,Product 6,January,2025,01-01-2025,,2024-2025
Customer 5,Product 6,February,2025,01-02-2025,,2024-2025
Customer 5,Product 6,March,2025,01-03-2025,,2024-2025
Customer 5,Product 8,April,2021,01-04-2021,,2021-2022
Customer 5,Product 8,May,2021,01-05-2021,,2021-2022
Customer 5,Product 8,June,2021,01-06-2021,,2021-2022
Customer 5,Product 8,July,2021,01-07-2021,,2021-2022
Customer 5,Product 8,August,2021,01-08-2021,,2021-2022
Customer 5,Product 8,September,2021,01-09-2021,,2021-2022
Customer 5,Product 8,October,2021,01-10-2021,,2021-2022
Customer 5,Product 8,November,2021,01-11-2021,,2021-2022
Customer 5,Product 8,December,2021,01-12-2021,,2021-2022
Customer 5,Product 8,January,2022,01-01-2022,2320266,2021-2022
Customer 5,Product 8,February,2022,01-02-2022,7150574,2021-2022
Customer 5,Product 8,March,2022,01-03-2022,2448766,2021-2022
Customer 5,Product 8,April,2022,01-04-2022,3321457,2022-2023
Customer 5,Product 8,May,2022,01-05-2022,7490265,2022-2023
Customer 5,Product 8,June,2022,01-06-2022,6531366,2022-2023
Customer 5,Product 8,July,2022,01-07-2022,8507312,2022-2023
Customer 5,Product 8,August,2022,01-08-2022,6610368,2022-2023
Customer 5,Product 8,September,2022,01-09-2022,5726255,2022-2023
Customer 5,Product 8,October,2022,01-10-2022,1027380,2022-2023
Customer 5,Product 8,November,2022,01-11-2022,3740386,2022-2023
Customer 5,Product 8,December,2022,01-12-2022,2725503,2022-2023
Customer 5,Product 8,January,2023,01-01-2023,2515497,2022-2023
Customer 5,Product 8,February,2023,01-02-2023,9732804,2022-2023
Customer 5,Product 8,March,2023,01-03-2023,3991667,2022-2023
Customer 5,Product 8,April,2023,01-04-2023,8931261,2023-2024
Customer 5,Product 8,May,2023,01-05-2023,6348272,2023-2024
Customer 5,Product 8,June,2023,01-06-2023,7968632,2023-2024
Customer 5,Product 8,July,2023,01-07-2023,5076107,2023-2024
Customer 5,Product 8,August,2023,01-08-2023,5811348,2023-2024
Customer 5,Product 8,September,2023,01-09-2023,4975925,2023-2024
Customer 5,Product 8,October,2023,01-10-2023,2032906,2023-2024
Customer 5,Product 8,November,2023,01-11-2023,7252276,2023-2024
Customer 5,Product 8,December,2023,01-12-2023,2879646,2023-2024
Customer 5,Product 8,January,2024,01-01-2024,340728,2023-2024
Customer 5,Product 8,February,2024,01-02-2024,6490176,2023-2024
Customer 5,Product 8,March,2024,01-03-2024,1853396,2023-2024
Customer 5,Product 8,April,2024,01-04-2024,9410540,2024-2025
Customer 5,Product 8,May,2024,01-05-2024,9543893,2024-2025
Customer 5,Product 8,June,2024,01-06-2024,9157157,2024-2025
Customer 5,Product 8,July,2024,01-07-2024,3764571,2024-2025
Customer 5,Product 8,August,2024,01-08-2024,253021,2024-2025
Customer 5,Product 8,September,2024,01-09-2024,9290354,2024-2025
Customer 5,Product 8,October,2024,01-10-2024,4339023,2024-2025
Customer 5,Product 8,November,2024,01-11-2024,9669883,2024-2025
Customer 5,Product 8,December,2024,01-12-2024,9639838,2024-2025
Customer 5,Product 8,January,2025,01-01-2025,8544794,2024-2025
Customer 5,Product 8,February,2025,01-02-2025,3015044,2024-2025
Customer 5,Product 8,March,2025,01-03-2025,3912468,2024-2025
Customer 5,Product 9,April,2021,01-04-2021,,2021-2022
Customer 5,Product 9,May,2021,01-05-2021,,2021-2022
Customer 5,Product 9,June,2021,01-06-2021,,2021-2022
Customer 5,Product 9,July,2021,01-07-2021,,2021-2022
Customer 5,Product 9,August,2021,01-08-2021,,2021-2022
Customer 5,Product 9,September,2021,01-09-2021,,2021-2022
Customer 5,Product 9,October,2021,01-10-2021,,2021-2022
Customer 5,Product 9,November,2021,01-11-2021,,2021-2022
Customer 5,Product 9,December,2021,01-12-2021,,2021-2022
Customer 5,Product 9,January,2022,01-01-2022,3551793,2021-2022
Customer 5,Product 9,February,2022,01-02-2022,1052148,2021-2022
Customer 5,Product 9,March,2022,01-03-2022,9411180,2021-2022
Customer 5,Product 9,April,2022,01-04-2022,4035963,2022-2023
Customer 5,Product 9,May,2022,01-05-2022,5225738,2022-2023
Customer 5,Product 9,June,2022,01-06-2022,8393330,2022-2023
Customer 5,Product 9,July,2022,01-07-2022,6789332,2022-2023
Customer 5,Product 9,August,2022,01-08-2022,7378640,2022-2023
Customer 5,Product 9,September,2022,01-09-2022,2169809,2022-2023
Customer 5,Product 9,October,2022,01-10-2022,5460335,2022-2023
Customer 5,Product 9,November,2022,01-11-2022,6988266,2022-2023
Customer 5,Product 9,December,2022,01-12-2022,2362645,2022-2023
Customer 5,Product 9,January,2023,01-01-2023,1832054,2022-2023
Customer 5,Product 9,February,2023,01-02-2023,9823467,2022-2023
