Month,Depot,SKU,Forecast,Validty,Product Category,Active
01-06-2025,Depot B,SKU-1455,56,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1548,264,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1549,44,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1550,29,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1551,113,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1456,170,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1552,243,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1457,80,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1553,10,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1458,61,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1441,32,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1442,110,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1554,191,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1459,65,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1555,19,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1460,10,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1461,34,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1556,10,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1462,225,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1557,51,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1463,29,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1558,66,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1464,53,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1559,21,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1560,34,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1561,60,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1443,55,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1562,41,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1563,10,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1465,23,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1564,54,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1565,21,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1566,71,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1567,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1466,108,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1467,22,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1568,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1468,49,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1469,45,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1470,139,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1569,9,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1471,4045,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1472,53,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1473,205,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1474,71,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1570,20,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1571,10,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1572,21,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1479,27,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1573,11,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1574,151,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1480,553,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1575,11,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1576,77,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1577,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1578,134,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1432,98,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1579,51,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1580,21,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1483,106,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1484,107,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1485,80,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1581,20,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1582,20,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1486,786,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1487,70,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1583,71,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1584,60,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1489,23,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1433,128,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1491,163,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1585,40,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1586,128,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1587,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1588,235,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1589,20,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1492,128,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1434,57,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1590,93,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1493,41,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1494,44,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1591,36,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1592,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1593,8,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1594,42,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1595,44,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1596,40,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1597,39,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1495,22,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1598,21,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1599,27,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1600,29,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1601,86,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1602,40,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1498,57,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1503,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1504,44,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1505,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1506,33,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1603,4,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1604,21,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1605,5,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1507,73,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1508,3,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1606,101,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1607,51,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1608,18,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1609,9,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1431,53,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1509,22,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1610,5,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1511,136,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1512,40,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1513,121,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1514,288,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1611,40,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1515,50,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1516,41,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1612,3,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1613,26,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1614,341,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1615,29,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1616,97,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1518,73,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1519,151,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1520,45,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1617,23,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1618,196,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1521,97,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1522,846,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1523,55,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1524,59,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1525,129,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1619,20,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1620,10,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1621,18,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1622,4,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1623,39,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1624,9,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1625,147,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1626,15,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1526,149,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1527,107,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1627,20,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1528,254,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1628,41,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1529,922,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1629,39,INVALID,Product C,Not Active
01-06-2025,Depot B,SKU-1530,193,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1531,20,INVALID,Product C,Active
01-06-2025,Depot B,SKU-1630,261,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1532,170,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1533,150,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1631,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1417,179,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1418,114,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1419,198,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1420,831,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1421,141,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1423,195,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1449,26,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1450,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1540,50,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1451,50,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1542,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1452,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1632,49,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1453,39,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1633,53,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1455,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1548,49,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1551,160,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1634,41,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1456,172,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1457,417,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1553,120,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1458,27,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1635,10,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1636,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1555,22,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1460,20,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1637,17,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1462,260,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1463,119,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1464,31,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1414,12,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1424,11,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1638,10,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1425,11,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1443,9,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1639,78,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1563,14,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1465,53,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1564,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1565,11,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1640,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1567,21,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1466,118,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1468,134,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1469,39,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1470,95,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1471,87,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1472,10,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1473,39,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1474,15,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1572,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1435,16,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1641,9,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1479,55,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1574,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1642,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1643,10,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1644,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1645,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1646,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1647,19,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1480,2,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1648,81,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1416,3,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1426,5,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1577,47,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1578,53,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1579,7,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1649,4,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1650,43,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1484,20,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1485,20,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1582,18,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1651,50,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1486,116,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1487,41,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1584,63,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1652,21,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1653,494,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1654,21,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1655,77,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1427,66,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1428,41,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1656,2,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1491,21,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1586,35,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1588,247,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1589,11,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1657,10,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1492,41,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1429,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1434,7,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1658,695,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1493,40,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1494,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1597,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1495,22,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1659,23,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1660,25,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1598,21,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1661,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1662,1,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1599,20,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1600,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1663,15,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1664,22,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1665,59,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1498,43,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1666,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1505,21,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1506,195,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1667,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1668,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1604,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1605,36,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1507,28,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1508,19,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1669,228,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1431,26,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1509,145,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1670,1,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1671,10,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1672,41,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1511,430,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1512,203,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1611,41,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1673,30,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1521,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1522,3,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1523,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1524,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1525,51,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1622,4,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1624,4,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1625,22,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1626,126,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1674,4,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1526,1077,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1527,268,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1675,20,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1528,82,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1529,126,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1676,23,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1677,907,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1430,1514,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1629,40,INVALID,Product C,Not Active
01-06-2025,Depot C,SKU-1530,71,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1531,340,INVALID,Product C,Active
01-06-2025,Depot C,SKU-1678,22,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1532,34,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1533,57,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1679,20,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1419,197,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1421,50,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1449,142,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1450,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1540,42,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1541,77,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1451,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1543,40,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1452,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1632,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1544,144,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1453,98,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1633,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1545,139,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1454,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1546,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1547,407,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1548,51,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1549,161,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1550,141,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1551,106,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1456,308,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1458,103,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1462,106,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1463,80,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1464,40,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1559,63,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1560,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1443,19,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1562,61,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1680,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1564,20,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1640,20,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1466,48,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1681,10,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1471,861,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1472,284,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1473,114,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1474,71,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1476,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1682,56,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1479,9,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1573,24,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1574,9,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1683,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1480,67,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1576,13,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1649,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1582,10,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1486,141,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1487,80,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1584,174,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1684,10,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1653,33,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1427,54,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1685,20,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1492,567,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1429,41,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1590,19,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1658,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1591,13,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1686,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1597,20,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1495,45,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1598,11,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1497,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1687,25,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1498,209,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1666,9,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1688,25,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1499,9,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1502,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1503,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1504,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1506,21,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1689,21,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1604,6,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1507,43,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1508,37,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1669,173,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1606,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1690,71,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1608,20,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1609,21,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1509,8,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1672,10,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1691,20,INVALID,Product C,Not Active
01-06-2025,Depot D,SKU-1511,100,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1512,81,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1513,80,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1514,41,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1611,41,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1515,41,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1692,30,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1673,20,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1516,41,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1613,166,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1614,182,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1615,32,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1616,67,INVALID,Product C,Active
01-06-2025,Depot D,SKU-1518,32,INVALID,Product C,Active
