Invoice,Category,SKU,Customer,Frequency,Quantity,Transact,RecencyED,RecencySD,Month
2024-09-30,Category G,SKU-32047,Customer 022,386,108,141181,172 days,182 days,September
2024-09-30,Category G,SKU-32048,Customer 115,386,120,156868,172 days,182 days,September
2024-09-30,Category G,SKU-32049,Customer 115,334,192,250989,172 days,182 days,September
2024-09-30,Category G,SKU-32050,Customer 022,418,108,141181,172 days,182 days,September
2024-09-30,Category G,SKU-32051,Customer 115,418,120,156868,172 days,182 days,September
2024-09-30,Category G,SKU-32052,Customer 115,477,56,117676,172 days,182 days,September
2024-09-30,Category G,SKU-32053,Customer 068,477,88,184920,172 days,182 days,September
2024-09-30,Category G,SKU-32054,Customer 163,559,240,207395,172 days,182 days,September
2024-09-30,Category G,SKU-32055,Customer 163,485,84,105901,172 days,182 days,September
2024-09-30,Category G,SKU-32056,Customer 130,485,84,110313,172 days,182 days,September
2024-09-30,Category G,SKU-32057,Customer 130,511,84,110313,172 days,182 days,September
2024-09-30,Category G,SKU-32058,Customer 094,37,20,74773,172 days,182 days,September
2024-09-30,Category G,SKU-32059,Customer 163,564,120,243410,172 days,182 days,September
2024-09-30,Category G,SKU-32060,Customer 055,564,56,113591,172 days,182 days,September
2024-09-30,Category G,SKU-32061,Customer 130,564,56,118324,172 days,182 days,September
2024-09-30,Category G,SKU-32062,Customer 094,33,30,112159,172 days,182 days,September
2024-09-30,Category G,SKU-32063,Customer 094,39,30,112159,172 days,182 days,September
2024-09-30,Category G,SKU-32064,Customer 001,561,56,113591,172 days,182 days,September
2024-09-30,Category G,SKU-32065,Customer 124,561,56,118324,172 days,182 days,September
2024-09-30,Category G,SKU-32066,Customer 130,561,56,118324,172 days,182 days,September
2024-09-30,Category G,SKU-32067,Customer 094,34,30,112159,172 days,182 days,September
2024-09-30,Category G,SKU-32068,Customer 158,445,56,113591,172 days,182 days,September
2024-10-21,Category G,SKU-32069,Customer 106,30,5,11965,193 days,161 days,October
2024-10-22,Category G,SKU-32070,Customer 067,485,84,109191,194 days,160 days,October
2024-10-22,Category G,SKU-32071,Customer 067,511,84,109191,194 days,160 days,October
2024-10-22,Category G,SKU-32072,Customer 067,445,56,116936,194 days,160 days,October
2024-10-25,Category G,SKU-32073,Customer 147,14,9,80752,197 days,157 days,October
2024-10-26,Category G,SKU-32074,Customer 022,529,192,171086,198 days,156 days,October
2024-10-26,Category G,SKU-32075,Customer 022,559,192,171086,198 days,156 days,October
2024-10-26,Category G,SKU-32076,Customer 022,485,108,140388,198 days,156 days,October
2024-10-26,Category G,SKU-32077,Customer 022,511,108,140388,198 days,156 days,October
2024-10-26,Category G,SKU-32078,Customer 022,445,88,183757,198 days,156 days,October
2024-10-28,Category G,SKU-32079,Customer 012,529,176,156829,200 days,154 days,October
2024-10-28,Category G,SKU-32080,Customer 012,559,176,156829,200 days,154 days,October
2024-10-28,Category G,SKU-32081,Customer 163,485,120,155987,200 days,154 days,October
2024-10-28,Category G,SKU-32082,Customer 163,511,120,155987,200 days,154 days,October
2024-10-29,Category G,SKU-32083,Customer 078,459,56,121186,201 days,153 days,October
2024-10-29,Category G,SKU-32084,Customer 078,477,56,121186,201 days,153 days,October
2024-10-29,Category G,SKU-32085,Customer 096,485,120,162486,201 days,153 days,October
2024-10-29,Category G,SKU-32086,Customer 158,485,84,109191,201 days,153 days,October
2024-10-29,Category G,SKU-32087,Customer 096,511,120,162486,201 days,153 days,October
2024-10-29,Category G,SKU-32088,Customer 158,511,84,109191,201 days,153 days,October
2024-10-29,Category G,SKU-32089,Customer 158,561,56,116936,201 days,153 days,October
2024-10-30,Category G,SKU-32090,Customer 057,357,120,161568,202 days,152 days,October
2024-10-30,Category G,SKU-32091,Customer 057,459,88,190435,202 days,152 days,October
2024-10-30,Category G,SKU-32092,Customer 057,477,104,225059,202 days,152 days,October
2024-10-30,Category G,SKU-32093,Customer 158,564,56,116937,202 days,152 days,October
2024-06-11,Category G,SKU-32094,Customer 070,28,25,40186,209 days,145 days,June
2024-06-11,Category G,SKU-32095,Customer 070,25,25,40186,209 days,145 days,June
2024-06-11,Category G,SKU-32096,Customer 070,35,25,40186,209 days,145 days,June
2024-06-11,Category G,SKU-32097,Customer 070,29,25,40186,209 days,145 days,June
2024-06-11,Category G,SKU-32098,Customer 070,30,17,39863,209 days,145 days,June
2024-06-11,Category G,SKU-32099,Customer 070,37,17,39863,209 days,145 days,June
2024-06-11,Category G,SKU-32100,Customer 070,32,17,39863,209 days,145 days,June
2024-06-11,Category G,SKU-32101,Customer 070,37,17,64036,209 days,145 days,June
2024-06-11,Category G,SKU-32102,Customer 070,39,17,64036,209 days,145 days,June
2024-06-11,Category G,SKU-32103,Customer 070,34,17,64036,209 days,145 days,June
2024-12-11,Category G,SKU-32104,Customer 052,12,5,49356,215 days,139 days,December
2024-11-29,Category G,SKU-32105,Customer 057,469,176,162430,232 days,122 days,November
2024-11-29,Category G,SKU-32106,Customer 136,459,56,121186,232 days,122 days,November
2024-11-29,Category G,SKU-32107,Customer 136,477,56,121186,232 days,122 days,November
2024-11-29,Category G,SKU-32108,Customer 057,477,88,190435,232 days,122 days,November
2024-11-29,Category G,SKU-32109,Customer 121,559,256,228114,232 days,122 days,November
2024-11-29,Category G,SKU-32110,Customer 121,561,136,283988,232 days,122 days,November
2024-11-30,Category G,SKU-32111,Customer 078,360,240,162743,233 days,121 days,November
2024-11-30,Category G,SKU-32112,Customer 108,477,88,202259,233 days,121 days,November
2024-11-30,Category G,SKU-32113,Customer 125,477,56,121186,233 days,121 days,November
2024-11-30,Category G,SKU-32114,Customer 158,529,224,199600,233 days,121 days,November
2024-11-30,Category G,SKU-32115,Customer 096,529,192,178214,233 days,121 days,November
2024-11-30,Category G,SKU-32116,Customer 158,462,176,156829,233 days,121 days,November
2024-11-30,Category G,SKU-32117,Customer 158,559,224,199600,233 days,121 days,November
2024-11-30,Category G,SKU-32118,Customer 158,469,176,156829,233 days,121 days,November
2024-11-30,Category G,SKU-32119,Customer 096,511,84,113740,233 days,121 days,November
2024-11-30,Category G,SKU-32120,Customer 078,561,56,116936,233 days,121 days,November
2024-07-12,Category G,SKU-32121,Customer 044,1,5,19227,240 days,114 days,July
2024-09-12,Category G,SKU-32122,Customer 001,11,5,30942,242 days,112 days,September
2024-10-12,Category G,SKU-32123,Customer 052,37,10,33178,243 days,111 days,October
2024-12-13,Category G,SKU-32124,Customer 147,1,14,25536,246 days,108 days,December
2024-12-13,Category G,SKU-32125,Customer 147,1,11,20064,246 days,108 days,December
2024-12-13,Category G,SKU-32126,Customer 147,1,14,25536,246 days,108 days,December
2024-12-13,Category G,SKU-32127,Customer 147,1,11,20064,246 days,108 days,December
2024-12-13,Category G,SKU-32128,Customer 147,1,19,50496,246 days,108 days,December
2024-12-13,Category G,SKU-32129,Customer 147,1,19,50496,246 days,108 days,December
2024-12-13,Category G,SKU-32130,Customer 147,1,15,64116,246 days,108 days,December
2024-12-13,Category G,SKU-32131,Customer 147,1,10,42744,246 days,108 days,December
2024-12-13,Category G,SKU-32132,Customer 147,1,11,69818,246 days,108 days,December
2024-12-13,Category G,SKU-32133,Customer 147,1,11,69818,246 days,108 days,December
2024-12-13,Category G,SKU-32134,Customer 147,188,5,15108,246 days,108 days,December
2024-12-13,Category G,SKU-32135,Customer 147,173,5,22431,246 days,108 days,December
2024-12-13,Category G,SKU-32136,Customer 147,186,5,22431,246 days,108 days,December
2024-12-16,Category G,SKU-32137,Customer 001,7,11,14810,249 days,105 days,December
2024-12-18,Category G,SKU-32138,Customer 094,35,23,37774,251 days,103 days,December
2024-12-18,Category G,SKU-32139,Customer 094,24,15,35938,251 days,103 days,December
2024-12-18,Category G,SKU-32140,Customer 094,37,26,62293,251 days,103 days,December
2024-12-18,Category G,SKU-32141,Customer 094,33,30,115462,251 days,103 days,December
2024-12-18,Category G,SKU-32142,Customer 094,34,30,115462,251 days,103 days,December
2024-12-18,Category G,SKU-32143,Customer 094,21,9,52750,251 days,103 days,December
2024-12-18,Category G,SKU-32144,Customer 094,27,14,82055,251 days,103 days,December
2024-12-18,Category G,SKU-32145,Customer 147,1,25,503960,251 days,103 days,December
2024-12-20,Category G,SKU-32146,Customer 154,38,7,8791,253 days,101 days,December
2024-12-20,Category G,SKU-32147,Customer 154,38,5,6279,253 days,101 days,December
2024-12-20,Category G,SKU-32148,Customer 001,4,7,11497,253 days,101 days,December
2024-12-20,Category G,SKU-32149,Customer 001,29,9,14781,253 days,101 days,December
2024-12-20,Category G,SKU-32150,Customer 154,39,5,19619,253 days,101 days,December
2024-12-27,Category G,SKU-32151,Customer 058,30,5,11896,260 days,94 days,December
2024-12-27,Category G,SKU-32152,Customer 058,37,5,16128,260 days,94 days,December
2024-12-27,Category G,SKU-32153,Customer 058,6,5,16422,260 days,94 days,December
2024-12-27,Category G,SKU-32154,Customer 058,20,5,22522,260 days,94 days,December
2024-12-28,Category G,SKU-32155,Customer 001,436,176,162430,261 days,93 days,December
2024-12-28,Category G,SKU-32156,Customer 115,436,224,206729,261 days,93 days,December
2024-12-28,Category G,SKU-32157,Customer 115,365,176,162430,261 days,93 days,December
2024-12-28,Category G,SKU-32158,Customer 001,469,176,162430,261 days,93 days,December
2024-12-28,Category G,SKU-32159,Customer 115,469,224,206729,261 days,93 days,December
2024-12-28,Category G,SKU-32160,Customer 115,383,176,162430,261 days,93 days,December
2024-12-28,Category G,SKU-32161,Customer 115,386,108,145411,261 days,93 days,December
2024-12-28,Category G,SKU-32162,Customer 115,418,108,145411,261 days,93 days,December
2024-12-28,Category G,SKU-32163,Customer 068,361,56,121186,261 days,93 days,December
2024-12-28,Category G,SKU-32164,Customer 094,38,53,65284,261 days,93 days,December
2024-12-28,Category G,SKU-32165,Customer 094,38,7,8622,261 days,93 days,December
2024-12-28,Category G,SKU-32166,Customer 094,35,13,21351,261 days,93 days,December
2024-12-28,Category G,SKU-32167,Customer 094,24,9,21563,261 days,93 days,December
2024-12-30,Category G,SKU-32168,Customer 057,469,192,177196,263 days,91 days,December
2024-12-30,Category G,SKU-32169,Customer 116,386,108,145411,263 days,91 days,December
2024-12-30,Category G,SKU-32170,Customer 116,418,108,145411,263 days,91 days,December
2024-12-30,Category G,SKU-32171,Customer 147,459,14,28502,263 days,91 days,December
2024-12-30,Category G,SKU-32172,Customer 057,459,88,190435,263 days,91 days,December
2024-12-30,Category G,SKU-32173,Customer 147,366,11,22394,263 days,91 days,December
2024-12-30,Category G,SKU-32174,Customer 147,477,14,28502,263 days,91 days,December
2024-12-30,Category G,SKU-32175,Customer 057,477,88,190435,263 days,91 days,December
2024-12-30,Category G,SKU-32176,Customer 147,361,11,22394,263 days,91 days,December
2024-12-30,Category G,SKU-32177,Customer 163,559,240,213857,263 days,91 days,December
2024-12-30,Category G,SKU-32178,Customer 067,485,84,109191,263 days,91 days,December
2024-12-30,Category G,SKU-32179,Customer 078,485,108,140388,263 days,91 days,December
2024-12-30,Category G,SKU-32180,Customer 067,511,84,109191,263 days,91 days,December
2024-12-30,Category G,SKU-32181,Customer 078,511,108,140388,263 days,91 days,December
2024-12-30,Category G,SKU-32182,Customer 163,511,84,109191,263 days,91 days,December
2024-12-31,Category G,SKU-32183,Customer 125,360,320,216991,264 days,90 days,December
2024-12-31,Category G,SKU-32184,Customer 101,360,240,162743,264 days,90 days,December
2024-12-31,Category G,SKU-32185,Customer 068,360,176,119345,264 days,90 days,December
2024-12-31,Category G,SKU-32186,Customer 001,386,120,161568,264 days,90 days,December
2024-12-31,Category G,SKU-32187,Customer 001,418,120,161568,264 days,90 days,December
2024-12-31,Category G,SKU-32188,Customer 125,477,56,121186,264 days,90 days,December
2024-12-31,Category G,SKU-32189,Customer 073,529,176,163363,264 days,90 days,December
2024-12-31,Category G,SKU-32190,Customer 073,559,176,163363,264 days,90 days,December
2024-12-31,Category G,SKU-32191,Customer 073,485,84,113740,264 days,90 days,December
2024-12-31,Category G,SKU-32192,Customer 124,485,84,115970,264 days,90 days,December
2024-12-31,Category G,SKU-32193,Customer 073,511,84,113740,264 days,90 days,December
2024-12-31,Category G,SKU-32194,Customer 124,511,84,115970,264 days,90 days,December
2024-12-31,Category G,SKU-32195,Customer 096,564,120,261018,264 days,90 days,December
2024-12-31,Category G,SKU-32196,Customer 096,561,120,261018,264 days,90 days,December
2025-06-01,Category G,SKU-32197,Customer 044,189,5,37540,270 days,84 days,June
2025-06-01,Category G,SKU-32198,Customer 044,182,5,37540,270 days,84 days,June
2025-06-01,Category G,SKU-32199,Customer 001,11,5,30942,270 days,84 days,June
2025-01-13,Category G,SKU-32200,Customer 114,38,7,8989,277 days,77 days,January
2025-01-13,Category G,SKU-32201,Customer 114,35,7,11986,277 days,77 days,January
2025-01-13,Category G,SKU-32202,Customer 114,37,7,17485,277 days,77 days,January
2025-01-13,Category G,SKU-32203,Customer 114,37,5,20063,277 days,77 days,January
2025-01-13,Category G,SKU-32204,Customer 114,39,5,20063,277 days,77 days,January
2025-01-29,Category G,SKU-32205,Customer 136,459,56,121186,293 days,61 days,January
2025-01-29,Category G,SKU-32206,Customer 057,459,56,121186,293 days,61 days,January
2025-01-29,Category G,SKU-32207,Customer 001,459,56,121186,293 days,61 days,January
2025-01-29,Category G,SKU-32208,Customer 068,366,56,121186,293 days,61 days,January
2025-01-29,Category G,SKU-32209,Customer 068,361,56,121186,293 days,61 days,January
2025-01-29,Category G,SKU-32210,Customer 068,294,30,96353,293 days,61 days,January
2025-01-29,Category G,SKU-32211,Customer 068,188,30,96353,293 days,61 days,January
2025-01-29,Category G,SKU-32212,Customer 068,304,30,96353,293 days,61 days,January
2025-01-29,Category G,SKU-32213,Customer 068,203,30,96353,293 days,61 days,January
2025-01-29,Category G,SKU-32214,Customer 091,529,176,156829,293 days,61 days,January
2025-01-29,Category G,SKU-32215,Customer 028,564,56,116936,293 days,61 days,January
2025-01-29,Category G,SKU-32216,Customer 028,561,56,116936,293 days,61 days,January
2025-01-30,Category G,SKU-32217,Customer 115,459,56,121186,294 days,60 days,January
2025-01-30,Category G,SKU-32218,Customer 022,529,224,199600,294 days,60 days,January
2025-01-30,Category G,SKU-32219,Customer 022,462,176,156829,294 days,60 days,January
2025-01-30,Category G,SKU-32220,Customer 163,559,192,171086,294 days,60 days,January
2025-01-30,Category G,SKU-32221,Customer 022,559,224,199600,294 days,60 days,January
2025-01-30,Category G,SKU-32222,Customer 022,469,176,156829,294 days,60 days,January
2025-01-31,Category G,SKU-32223,Customer 023,477,56,121186,295 days,59 days,January
2025-01-31,Category G,SKU-32224,Customer 115,477,56,121186,295 days,59 days,January
2025-01-31,Category G,SKU-32225,Customer 001,477,56,121186,295 days,59 days,January
2025-01-31,Category G,SKU-32226,Customer 136,477,56,121186,295 days,59 days,January
2025-01-31,Category G,SKU-32227,Customer 022,331,192,128314,295 days,59 days,January
2025-01-31,Category G,SKU-32228,Customer 022,246,176,117621,295 days,59 days,January
2025-01-31,Category G,SKU-32229,Customer 114,38,10,12842,295 days,59 days,January
2025-01-31,Category G,SKU-32230,Customer 022,361,192,128314,295 days,59 days,January
2025-01-31,Category G,SKU-32231,Customer 022,252,176,117621,295 days,59 days,January
2025-01-31,Category G,SKU-32232,Customer 078,485,108,140388,295 days,59 days,January
2025-01-31,Category G,SKU-32233,Customer 078,511,108,140388,295 days,59 days,January
2025-01-31,Category G,SKU-32234,Customer 033,37,10,31703,295 days,59 days,January
2025-01-31,Category G,SKU-32235,Customer 033,6,5,16141,295 days,59 days,January
2025-01-31,Category G,SKU-32236,Customer 033,31,5,36099,295 days,59 days,January
2025-05-02,Category G,SKU-32237,Customer 028,9,5,77457,300 days,54 days,May
2025-11-02,Category G,SKU-32238,Customer 052,37,5,16588,306 days,48 days,November
2025-02-14,Category G,SKU-32239,Customer 057,564,56,116936,309 days,45 days,February
2025-02-14,Category G,SKU-32240,Customer 057,561,56,116936,309 days,45 days,February
2025-02-17,Category G,SKU-32241,Customer 052,30,5,12236,312 days,42 days,February
2025-02-20,Category G,SKU-32242,Customer 001,360,176,119345,315 days,39 days,February
2025-02-20,Category G,SKU-32243,Customer 115,360,176,119345,315 days,39 days,February
2025-02-20,Category G,SKU-32244,Customer 078,529,192,171086,315 days,39 days,February
2025-02-20,Category G,SKU-32245,Customer 078,559,192,171086,315 days,39 days,February
2025-02-20,Category G,SKU-32246,Customer 164,559,320,297024,315 days,39 days,February
2025-02-20,Category G,SKU-32247,Customer 078,485,108,140388,315 days,39 days,February
2025-02-20,Category G,SKU-32248,Customer 164,485,120,162486,315 days,39 days,February
2025-02-20,Category G,SKU-32249,Customer 078,511,108,140388,315 days,39 days,February
2025-02-20,Category G,SKU-32250,Customer 164,511,120,162486,315 days,39 days,February
2025-02-21,Category G,SKU-32251,Customer 078,386,84,113098,316 days,38 days,February
2025-02-21,Category G,SKU-32252,Customer 078,418,84,113098,316 days,38 days,February
2025-02-21,Category G,SKU-32253,Customer 057,294,30,96353,316 days,38 days,February
2025-02-21,Category G,SKU-32254,Customer 096,485,84,113740,316 days,38 days,February
2025-02-21,Category G,SKU-32255,Customer 091,485,84,109191,316 days,38 days,February
2025-02-21,Category G,SKU-32256,Customer 096,511,84,113740,316 days,38 days,February
2025-02-21,Category G,SKU-32257,Customer 091,511,84,109191,316 days,38 days,February
2025-02-21,Category G,SKU-32258,Customer 091,564,88,183757,316 days,38 days,February
2025-02-21,Category G,SKU-32259,Customer 091,561,88,183757,316 days,38 days,February
2025-02-22,Category G,SKU-32260,Customer 067,386,84,115360,317 days,37 days,February
2025-02-22,Category G,SKU-32261,Customer 067,418,84,115360,317 days,37 days,February
2025-02-25,Category G,SKU-32262,Customer 164,252,104,72400,320 days,34 days,February
2025-02-25,Category G,SKU-32263,Customer 052,20,5,26330,320 days,34 days,February
2025-02-26,Category G,SKU-32264,Customer 022,485,108,140388,321 days,33 days,February
2025-02-26,Category G,SKU-32265,Customer 022,511,108,140388,321 days,33 days,February
2025-02-26,Category G,SKU-32266,Customer 022,440,56,116936,321 days,33 days,February
2025-02-27,Category G,SKU-32267,Customer 022,331,192,128314,322 days,32 days,February
2025-02-27,Category G,SKU-32268,Customer 022,246,192,128314,322 days,32 days,February
2025-02-27,Category G,SKU-32269,Customer 022,361,192,128314,322 days,32 days,February
2025-02-27,Category G,SKU-32270,Customer 095,361,20,13923,322 days,32 days,February
2025-02-27,Category G,SKU-32271,Customer 022,529,192,171086,322 days,32 days,February
2025-02-28,Category G,SKU-32272,Customer 164,361,120,83538,323 days,31 days,February
2025-02-28,Category G,SKU-32273,Customer 022,559,192,171086,323 days,31 days,February
2025-02-28,Category G,SKU-32274,Customer 073,485,84,113740,323 days,31 days,February
2025-02-28,Category G,SKU-32275,Customer 055,485,108,140388,323 days,31 days,February
2025-02-28,Category G,SKU-32276,Customer 073,511,84,113740,323 days,31 days,February
2025-02-28,Category G,SKU-32277,Customer 121,511,84,109191,323 days,31 days,February
2025-02-28,Category G,SKU-32278,Customer 055,511,108,140388,323 days,31 days,February
2025-02-28,Category G,SKU-32279,Customer 073,564,88,191413,323 days,31 days,February
2025-02-28,Category G,SKU-32280,Customer 176,564,56,121808,323 days,31 days,February
2025-02-28,Category G,SKU-32281,Customer 163,564,88,183757,323 days,31 days,February
2025-02-28,Category G,SKU-32282,Customer 073,561,88,191413,323 days,31 days,February
2025-02-28,Category G,SKU-32283,Customer 176,561,56,121808,323 days,31 days,February
2025-02-28,Category G,SKU-32284,Customer 163,561,88,183757,323 days,31 days,February
2025-02-28,Category G,SKU-32285,Customer 023,8,5,24548,323 days,31 days,February
2025-03-03,Category G,SKU-32286,Customer 073,485,84,113740,326 days,28 days,March
2025-03-03,Category G,SKU-32287,Customer 073,511,84,113740,326 days,28 days,March
2025-03-03,Category G,SKU-32288,Customer 073,564,88,191413,326 days,28 days,March
2025-03-03,Category G,SKU-32289,Customer 073,561,88,191413,326 days,28 days,March
2025-03-13,Category G,SKU-32290,Customer 047,485,120,163918,336 days,18 days,March
2025-03-13,Category G,SKU-32291,Customer 047,511,120,163918,336 days,18 days,March
2025-03-18,Category G,SKU-32292,Customer 047,444,120,163918,341 days,13 days,March
2025-03-20,Category G,SKU-32293,Customer 067,485,84,114743,343 days,11 days,March
2025-03-20,Category G,SKU-32294,Customer 067,511,84,114743,343 days,11 days,March
2025-03-20,Category G,SKU-32295,Customer 067,440,56,122831,343 days,11 days,March
2025-03-20,Category G,SKU-32296,Customer 067,561,88,193020,343 days,11 days,March
2025-03-20,Category G,SKU-32297,Customer 067,445,56,122831,343 days,11 days,March
2025-03-20,Category G,SKU-32298,Customer 052,37,10,33309,343 days,11 days,March
2025-03-20,Category G,SKU-32299,Customer 052,12,5,49548,343 days,11 days,March
2025-03-21,Category G,SKU-32300,Customer 001,11,5,32508,344 days,10 days,March
2025-03-22,Category G,SKU-32301,Customer 012,564,56,122831,345 days,9 days,March
2025-03-22,Category G,SKU-32302,Customer 012,561,56,122831,345 days,9 days,March
2025-03-22,Category G,SKU-32303,Customer 061,30,5,12854,345 days,9 days,March
2025-03-24,Category G,SKU-32304,Customer 067,564,88,193020,347 days,7 days,March
2025-03-25,Category G,SKU-32305,Customer 157,386,108,152814,348 days,6 days,March
2025-03-25,Category G,SKU-32306,Customer 157,418,108,152814,348 days,6 days,March
2025-03-25,Category G,SKU-32307,Customer 047,529,320,312528,348 days,6 days,March
2025-03-25,Category G,SKU-32308,Customer 047,469,240,234396,348 days,6 days,March
2025-03-25,Category G,SKU-32309,Customer 094,37,30,121283,348 days,6 days,March
2025-03-25,Category G,SKU-32310,Customer 094,39,30,121283,348 days,6 days,March
2025-03-25,Category G,SKU-32311,Customer 094,34,30,121283,348 days,6 days,March
2025-03-25,Category G,SKU-32312,Customer 047,445,120,274176,348 days,6 days,March
2025-03-26,Category G,SKU-32313,Customer 001,360,208,148172,349 days,5 days,March
2025-03-26,Category G,SKU-32314,Customer 116,360,192,136775,349 days,5 days,March
2025-03-27,Category G,SKU-32315,Customer 188,360,192,136775,350 days,4 days,March
2025-03-28,Category G,SKU-32316,Customer 078,360,640,455915,351 days,3 days,March
2025-03-28,Category G,SKU-32317,Customer 078,436,400,388742,351 days,3 days,March
2025-03-28,Category G,SKU-32318,Customer 078,469,400,388742,351 days,3 days,March
2025-03-28,Category G,SKU-32319,Customer 078,386,228,322607,351 days,3 days,March
2025-03-28,Category G,SKU-32320,Customer 078,334,120,169793,351 days,3 days,March
2025-03-28,Category G,SKU-32321,Customer 078,418,228,322607,351 days,3 days,March
2025-03-28,Category G,SKU-32322,Customer 157,366,120,272903,351 days,3 days,March
2025-03-28,Category G,SKU-32323,Customer 157,361,120,272903,351 days,3 days,March
2025-03-28,Category G,SKU-32324,Customer 094,294,30,101200,351 days,3 days,March
2025-03-28,Category G,SKU-32325,Customer 078,294,30,101200,351 days,3 days,March
2025-03-28,Category G,SKU-32326,Customer 094,304,30,101200,351 days,3 days,March
2025-03-28,Category G,SKU-32327,Customer 078,304,30,101200,351 days,3 days,March
2025-03-28,Category G,SKU-32328,Customer 078,529,240,225020,351 days,3 days,March
2025-03-28,Category G,SKU-32329,Customer 155,529,176,165015,351 days,3 days,March
2025-03-28,Category G,SKU-32330,Customer 078,559,240,225020,351 days,3 days,March
2025-03-28,Category G,SKU-32331,Customer 078,485,168,229485,351 days,3 days,March
2025-03-28,Category G,SKU-32332,Customer 121,485,84,114743,351 days,3 days,March
2025-03-28,Category G,SKU-32333,Customer 155,485,108,147526,351 days,3 days,March
2025-03-28,Category G,SKU-32334,Customer 078,511,168,229485,351 days,3 days,March
2025-03-28,Category G,SKU-32335,Customer 155,511,108,147526,351 days,3 days,March
2025-03-28,Category G,SKU-32336,Customer 121,564,120,263209,351 days,3 days,March
2025-03-28,Category G,SKU-32337,Customer 155,564,120,263209,351 days,3 days,March
2025-03-28,Category G,SKU-32338,Customer 121,561,120,263209,351 days,3 days,March
2025-03-28,Category G,SKU-32339,Customer 155,561,120,263209,351 days,3 days,March
2025-03-29,Category G,SKU-32340,Customer 078,383,256,248795,352 days,2 days,March
2025-03-29,Category G,SKU-32341,Customer 057,357,84,118856,352 days,2 days,March
2025-03-29,Category G,SKU-32342,Customer 078,357,108,152814,352 days,2 days,March
2025-03-29,Category G,SKU-32343,Customer 096,529,320,312528,352 days,2 days,March
2025-03-29,Category G,SKU-32344,Customer 047,462,208,203143,352 days,2 days,March
2025-03-29,Category G,SKU-32345,Customer 096,559,320,312528,352 days,2 days,March
2025-03-29,Category G,SKU-32346,Customer 155,559,176,165015,352 days,2 days,March
2025-03-29,Category G,SKU-32347,Customer 047,559,320,312528,352 days,2 days,March
2025-03-29,Category G,SKU-32348,Customer 121,559,208,195017,352 days,2 days,March
2025-03-29,Category G,SKU-32349,Customer 012,559,272,255023,352 days,2 days,March
2025-03-29,Category G,SKU-32350,Customer 047,440,120,274176,352 days,2 days,March
2025-03-29,Category G,SKU-32351,Customer 067,285,30,100172,352 days,2 days,March
2025-03-29,Category G,SKU-32352,Customer 047,182,30,104346,352 days,2 days,March
2025-03-30,Category G,SKU-32353,Customer 163,559,240,225020,353 days,1 days,March
2025-03-31,Category G,SKU-32354,Customer 078,365,272,264345,354 days,0 days,March
2025-03-31,Category G,SKU-32355,Customer 044,77,5,39445,354 days,0 days,March
2024-04-26,Category G,SKU-32356,Customer 116,360,144,90596,15 days,339 days,April
2024-04-30,Category G,SKU-32357,Customer 067,360,144,90596,19 days,335 days,April
2024-04-30,Category G,SKU-32358,Customer 155,529,144,119149,19 days,335 days,April
2024-04-30,Category G,SKU-32359,Customer 155,559,144,119149,19 days,335 days,April
2024-05-22,Category G,SKU-32360,Customer 001,559,144,127750,41 days,313 days,May
2024-05-22,Category G,SKU-32361,Customer 078,559,144,127750,41 days,313 days,May
2024-05-27,Category G,SKU-32362,Customer 078,529,144,127750,46 days,308 days,May
2024-05-30,Category G,SKU-32363,Customer 001,529,144,127751,49 days,305 days,May
2024-05-31,Category G,SKU-32364,Customer 022,529,144,127750,50 days,304 days,May
2024-08-29,Category G,SKU-32365,Customer 057,357,144,188241,140 days,214 days,August
2024-08-30,Category G,SKU-32366,Customer 116,360,144,94826,141 days,213 days,August
2024-08-30,Category G,SKU-32367,Customer 115,436,144,129019,141 days,213 days,August
2024-08-30,Category G,SKU-32368,Customer 116,436,144,129019,141 days,213 days,August
2024-08-30,Category G,SKU-32369,Customer 115,469,144,129019,141 days,213 days,August
2024-08-30,Category G,SKU-32370,Customer 116,469,144,129019,141 days,213 days,August
2024-08-31,Category G,SKU-32371,Customer 140,436,144,129019,142 days,212 days,August
2024-08-31,Category G,SKU-32372,Customer 140,469,144,129019,142 days,212 days,August
2024-08-31,Category G,SKU-32373,Customer 124,529,144,129622,142 days,212 days,August
2024-08-31,Category G,SKU-32374,Customer 124,559,144,129622,142 days,212 days,August
2024-09-27,Category G,SKU-32375,Customer 115,365,144,129019,169 days,185 days,September
2024-09-27,Category G,SKU-32376,Customer 115,386,144,188241,169 days,185 days,September
2024-09-27,Category G,SKU-32377,Customer 115,418,144,188241,169 days,185 days,September
2024-09-27,Category G,SKU-32378,Customer 028,529,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32379,Customer 116,529,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32380,Customer 001,529,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32381,Customer 078,529,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32382,Customer 028,559,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32383,Customer 116,559,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32384,Customer 001,559,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32385,Customer 078,559,144,124437,169 days,185 days,September
2024-09-27,Category G,SKU-32386,Customer 121,561,144,292091,169 days,185 days,September
