Finacial Year,Quarter,Sum of QTY,SKU,Depot
2024-2025,Qtr 3,6400,SKU-005,Depot 14
2024-2025,Qtr 4,7560,SKU-005,Depot 14
2021-2022,Qtr 1,31951,SKU-006,Depot 05
2021-2022,Qtr 2,15630,SKU-006,Depot 05
2021-2022,Qtr 3,35060,SKU-006,Depot 05
2021-2022,Qtr 4,41410,SKU-006,Depot 05
2022-2023,Qtr 1,37710,SKU-006,Depot 05
2022-2023,Qtr 2,38920,SKU-006,Depot 05
2022-2023,Qtr 3,22580,SKU-006,Depot 05
2022-2023,Qtr 4,28860,SKU-006,Depot 05
2023-2024,Qtr 1,64720,SKU-006,Depot 05
2023-2024,Qtr 2,27560,SKU-006,Depot 05
2023-2024,Qtr 3,29560,SKU-006,Depot 05
2023-2024,Qtr 4,36910,SKU-006,Depot 05
2024-2025,Qtr 2,14965,SKU-006,Depot 05
2024-2025,Qtr 3,17800,SKU-006,Depot 05
2024-2025,Qtr 4,15810,SKU-006,Depot 05
2021-2022,Qtr 1,15120,SKU-006,Depot 06
2021-2022,Qtr 2,18590,SKU-006,Depot 06
2021-2022,Qtr 3,30330,SKU-006,Depot 06
2021-2022,Qtr 4,22320,SKU-006,Depot 06
2022-2023,Qtr 1,15210,SKU-006,Depot 06
2022-2023,Qtr 2,17968,SKU-006,Depot 06
2022-2023,Qtr 3,23440,SKU-006,Depot 06
2022-2023,Qtr 4,26090,SKU-006,Depot 06
2023-2024,Qtr 1,13340,SKU-006,Depot 06
2023-2024,Qtr 2,16130,SKU-006,Depot 06
2023-2024,Qtr 3,10860,SKU-006,Depot 06
2023-2024,Qtr 4,15910,SKU-006,Depot 06
2024-2025,Qtr 2,12940,SKU-006,Depot 06
2024-2025,Qtr 3,10180,SKU-006,Depot 06
2024-2025,Qtr 4,8070,SKU-006,Depot 06
2021-2022,Qtr 1,6850,SKU-006,Depot 09
2021-2022,Qtr 2,2130,SKU-006,Depot 09
2021-2022,Qtr 3,9020,SKU-006,Depot 09
2021-2022,Qtr 4,6470,SKU-006,Depot 09
2022-2023,Qtr 1,16460,SKU-006,Depot 09
2022-2023,Qtr 2,11670,SKU-006,Depot 09
2022-2023,Qtr 3,8940,SKU-006,Depot 09
2022-2023,Qtr 4,13210,SKU-006,Depot 09
2023-2024,Qtr 1,17180,SKU-006,Depot 09
2023-2024,Qtr 2,5920,SKU-006,Depot 09
2023-2024,Qtr 3,8510,SKU-006,Depot 09
2023-2024,Qtr 4,15810,SKU-006,Depot 09
2024-2025,Qtr 2,11770,SKU-006,Depot 09
2024-2025,Qtr 3,11360,SKU-006,Depot 09
2024-2025,Qtr 4,12000,SKU-006,Depot 09
2021-2022,Qtr 1,31460,SKU-006,Depot 12
2021-2022,Qtr 2,21630,SKU-006,Depot 12
2021-2022,Qtr 3,35760,SKU-006,Depot 12
2021-2022,Qtr 4,40690,SKU-006,Depot 12
2022-2023,Qtr 1,45920,SKU-006,Depot 12
2022-2023,Qtr 2,33220,SKU-006,Depot 12
2022-2023,Qtr 3,43030,SKU-006,Depot 12
2022-2023,Qtr 4,20040,SKU-006,Depot 12
2023-2024,Qtr 1,16040,SKU-006,Depot 12
2023-2024,Qtr 2,16320,SKU-006,Depot 12
2023-2024,Qtr 3,30010,SKU-006,Depot 12
2023-2024,Qtr 4,36600,SKU-006,Depot 12
2024-2025,Qtr 2,25630,SKU-006,Depot 12
2024-2025,Qtr 3,34390,SKU-006,Depot 12
2024-2025,Qtr 4,40750,SKU-006,Depot 12
2021-2022,Qtr 1,35690,SKU-006,Depot 13
2021-2022,Qtr 2,53160,SKU-006,Depot 13
2021-2022,Qtr 3,70385,SKU-006,Depot 13
2021-2022,Qtr 4,52590,SKU-006,Depot 13
2022-2023,Qtr 1,60770,SKU-006,Depot 13
2022-2023,Qtr 2,32630,SKU-006,Depot 13
2022-2023,Qtr 3,43530,SKU-006,Depot 13
2022-2023,Qtr 4,43560,SKU-006,Depot 13
2023-2024,Qtr 1,47600,SKU-006,Depot 13
2023-2024,Qtr 2,37700,SKU-006,Depot 13
2023-2024,Qtr 3,36851,SKU-006,Depot 13
2023-2024,Qtr 4,38080,SKU-006,Depot 13
2024-2025,Qtr 2,13260,SKU-006,Depot 13
2024-2025,Qtr 3,15560,SKU-006,Depot 13
2024-2025,Qtr 4,19480,SKU-006,Depot 13
2021-2022,Qtr 1,98380,SKU-006,Depot 17
2021-2022,Qtr 2,62883,SKU-006,Depot 17
2021-2022,Qtr 3,150220,SKU-006,Depot 17
2021-2022,Qtr 4,92090,SKU-006,Depot 17
2022-2023,Qtr 1,92835,SKU-006,Depot 17
2022-2023,Qtr 2,45020,SKU-006,Depot 17
2022-2023,Qtr 3,73780,SKU-006,Depot 17
2022-2023,Qtr 4,111100,SKU-006,Depot 17
2023-2024,Qtr 1,94145,SKU-006,Depot 17
2023-2024,Qtr 2,32930,SKU-006,Depot 17
2023-2024,Qtr 3,88870,SKU-006,Depot 17
2023-2024,Qtr 4,134050,SKU-006,Depot 17
2024-2025,Qtr 2,47794,SKU-006,Depot 17
2024-2025,Qtr 3,103372,SKU-006,Depot 17
2024-2025,Qtr 4,95833,SKU-006,Depot 17
2021-2022,Qtr 1,1000,SKU-007,Depot 01
2021-2022,Qtr 2,560,SKU-007,Depot 01
2021-2022,Qtr 3,1400,SKU-007,Depot 01
2021-2022,Qtr 4,760,SKU-007,Depot 01
2022-2023,Qtr 1,15600,SKU-007,Depot 01
2022-2023,Qtr 2,520,SKU-007,Depot 01
2022-2023,Qtr 3,1720,SKU-007,Depot 01
2022-2023,Qtr 4,2800,SKU-007,Depot 01
2023-2024,Qtr 1,4040,SKU-007,Depot 01
2023-2024,Qtr 2,1440,SKU-007,Depot 01
2023-2024,Qtr 3,4520,SKU-007,Depot 01
2023-2024,Qtr 4,3800,SKU-007,Depot 01
2024-2025,Qtr 2,760,SKU-007,Depot 01
2024-2025,Qtr 3,1360,SKU-007,Depot 01
2024-2025,Qtr 4,1820,SKU-007,Depot 01
2021-2022,Qtr 1,7240,SKU-008,Depot 02
2021-2022,Qtr 2,2480,SKU-008,Depot 02
2021-2022,Qtr 3,10640,SKU-008,Depot 02
2021-2022,Qtr 4,8980,SKU-008,Depot 02
2022-2023,Qtr 1,8780,SKU-008,Depot 02
2022-2023,Qtr 2,5240,SKU-008,Depot 02
2022-2023,Qtr 3,8120,SKU-008,Depot 02
2022-2023,Qtr 4,6930,SKU-008,Depot 02
2023-2024,Qtr 1,10480,SKU-008,Depot 02
2023-2024,Qtr 2,5320,SKU-008,Depot 02
2023-2024,Qtr 3,14120,SKU-008,Depot 02
2023-2024,Qtr 4,6840,SKU-008,Depot 02
2024-2025,Qtr 2,6700,SKU-008,Depot 02
2024-2025,Qtr 3,11240,SKU-008,Depot 02
2024-2025,Qtr 4,14109,SKU-008,Depot 02
2021-2022,Qtr 1,7440,SKU-007,Depot 03
2021-2022,Qtr 2,5640,SKU-007,Depot 03
2021-2022,Qtr 3,9760,SKU-007,Depot 03
2021-2022,Qtr 4,10560,SKU-007,Depot 03
2022-2023,Qtr 1,12360,SKU-007,Depot 03
2022-2023,Qtr 2,1840,SKU-007,Depot 03
2022-2023,Qtr 3,5240,SKU-007,Depot 03
2022-2023,Qtr 4,6850,SKU-007,Depot 03
2023-2024,Qtr 1,5120,SKU-007,Depot 03
2023-2024,Qtr 2,700,SKU-007,Depot 03
2023-2024,Qtr 3,3090,SKU-007,Depot 03
2023-2024,Qtr 4,7200,SKU-007,Depot 03
2024-2025,Qtr 2,1640,SKU-007,Depot 03
2024-2025,Qtr 3,2280,SKU-007,Depot 03
2024-2025,Qtr 4,3240,SKU-007,Depot 03
2021-2022,Qtr 1,10760,SKU-009,Depot 03
2021-2022,Qtr 2,4100,SKU-009,Depot 03
2021-2022,Qtr 3,11310,SKU-009,Depot 03
2021-2022,Qtr 4,15640,SKU-009,Depot 03
2022-2023,Qtr 1,3780,SKU-009,Depot 03
2022-2023,Qtr 2,3600,SKU-009,Depot 03
2022-2023,Qtr 3,6460,SKU-009,Depot 03
2022-2023,Qtr 4,2140,SKU-009,Depot 03
2023-2024,Qtr 1,800,SKU-009,Depot 03
2023-2024,Qtr 2,1940,SKU-009,Depot 03
2023-2024,Qtr 3,1700,SKU-009,Depot 03
2023-2024,Qtr 4,1100,SKU-009,Depot 03
2024-2025,Qtr 3,120,SKU-009,Depot 03
2021-2022,Qtr 1,1776,SKU-010,Depot 04
2021-2022,Qtr 2,1152,SKU-010,Depot 04
2021-2022,Qtr 3,2688,SKU-010,Depot 04
2021-2022,Qtr 4,1776,SKU-010,Depot 04
2022-2023,Qtr 1,5040,SKU-010,Depot 04
2022-2023,Qtr 2,960,SKU-010,Depot 04
2022-2023,Qtr 3,1152,SKU-010,Depot 04
2022-2023,Qtr 4,2448,SKU-010,Depot 04
2023-2024,Qtr 1,2400,SKU-010,Depot 04
2023-2024,Qtr 2,3600,SKU-010,Depot 04
2023-2024,Qtr 3,3216,SKU-010,Depot 04
2023-2024,Qtr 4,5520,SKU-010,Depot 04
2024-2025,Qtr 2,1920,SKU-010,Depot 04
2024-2025,Qtr 3,4416,SKU-010,Depot 04
2024-2025,Qtr 4,4080,SKU-010,Depot 04
2021-2022,Qtr 1,4690,SKU-011,Depot 05
2021-2022,Qtr 2,1630,SKU-011,Depot 05
2021-2022,Qtr 3,3210,SKU-011,Depot 05
2021-2022,Qtr 4,3890,SKU-011,Depot 05
2022-2023,Qtr 1,3690,SKU-011,Depot 05
2022-2023,Qtr 2,4360,SKU-011,Depot 05
2022-2023,Qtr 3,3820,SKU-011,Depot 05
2022-2023,Qtr 4,3840,SKU-011,Depot 05
2023-2024,Qtr 1,8645,SKU-011,Depot 05
2023-2024,Qtr 2,4740,SKU-011,Depot 05
2023-2024,Qtr 3,1760,SKU-011,Depot 05
2023-2024,Qtr 4,3900,SKU-011,Depot 05
2024-2025,Qtr 2,3790,SKU-011,Depot 05
2024-2025,Qtr 3,4400,SKU-011,Depot 05
2024-2025,Qtr 4,4820,SKU-011,Depot 05
2021-2022,Qtr 1,2496,SKU-010,Depot 07
2021-2022,Qtr 2,5280,SKU-010,Depot 07
2021-2022,Qtr 3,4848,SKU-010,Depot 07
2021-2022,Qtr 4,4896,SKU-010,Depot 07
2022-2023,Qtr 1,7296,SKU-010,Depot 07
2022-2023,Qtr 2,4800,SKU-010,Depot 07
2022-2023,Qtr 3,4944,SKU-010,Depot 07
2022-2023,Qtr 4,1632,SKU-010,Depot 07
2023-2024,Qtr 1,192,SKU-010,Depot 07
2023-2024,Qtr 2,144,SKU-010,Depot 07
2023-2024,Qtr 3,5808,SKU-010,Depot 07
2023-2024,Qtr 4,7440,SKU-010,Depot 07
2024-2025,Qtr 2,3792,SKU-010,Depot 07
2024-2025,Qtr 3,1680,SKU-010,Depot 07
2024-2025,Qtr 4,1584,SKU-010,Depot 07
2021-2022,Qtr 1,260,SKU-012,Depot 08
2021-2022,Qtr 2,520,SKU-012,Depot 08
2021-2022,Qtr 3,2140,SKU-012,Depot 08
2021-2022,Qtr 4,140,SKU-012,Depot 08
2022-2023,Qtr 1,1120,SKU-012,Depot 08
2022-2023,Qtr 2,2800,SKU-012,Depot 08
2022-2023,Qtr 3,2920,SKU-012,Depot 08
2022-2023,Qtr 4,1000,SKU-012,Depot 08
2023-2024,Qtr 1,1570,SKU-012,Depot 08
2023-2024,Qtr 2,340,SKU-012,Depot 08
2023-2024,Qtr 3,920,SKU-012,Depot 08
2023-2024,Qtr 4,800,SKU-012,Depot 08
2024-2025,Qtr 2,800,SKU-012,Depot 08
2024-2025,Qtr 3,900,SKU-012,Depot 08
2024-2025,Qtr 4,300,SKU-012,Depot 08
2021-2022,Qtr 1,40,SKU-013,Depot 10
2021-2022,Qtr 2,100,SKU-013,Depot 10
2021-2022,Qtr 3,60,SKU-013,Depot 10
2021-2022,Qtr 4,100,SKU-013,Depot 10
2022-2023,Qtr 1,640,SKU-013,Depot 10
2022-2023,Qtr 2,320,SKU-013,Depot 10
2022-2023,Qtr 3,380,SKU-013,Depot 10
2022-2023,Qtr 4,1360,SKU-013,Depot 10
2023-2024,Qtr 1,60,SKU-013,Depot 10
2023-2024,Qtr 2,380,SKU-013,Depot 10
2023-2024,Qtr 3,980,SKU-013,Depot 10
2023-2024,Qtr 4,800,SKU-013,Depot 10
2024-2025,Qtr 4,280,SKU-013,Depot 10
2021-2022,Qtr 1,9120,SKU-007,Depot 11
2021-2022,Qtr 2,3080,SKU-007,Depot 11
2021-2022,Qtr 3,9360,SKU-007,Depot 11
2021-2022,Qtr 4,15280,SKU-007,Depot 11
2022-2023,Qtr 1,12840,SKU-007,Depot 11
2022-2023,Qtr 2,5610,SKU-007,Depot 11
2022-2023,Qtr 3,11307,SKU-007,Depot 11
2022-2023,Qtr 4,7000,SKU-007,Depot 11
2023-2024,Qtr 1,6000,SKU-007,Depot 11
2023-2024,Qtr 2,2960,SKU-007,Depot 11
2023-2024,Qtr 3,5110,SKU-007,Depot 11
2023-2024,Qtr 4,3000,SKU-007,Depot 11
2024-2025,Qtr 2,2240,SKU-007,Depot 11
2024-2025,Qtr 3,1080,SKU-007,Depot 11
2024-2025,Qtr 4,2480,SKU-007,Depot 11
2021-2022,Qtr 1,600,SKU-008,Depot 15
2021-2022,Qtr 3,960,SKU-008,Depot 15
2021-2022,Qtr 4,320,SKU-008,Depot 15
2022-2023,Qtr 1,1720,SKU-008,Depot 15
2022-2023,Qtr 2,800,SKU-008,Depot 15
2022-2023,Qtr 3,640,SKU-008,Depot 15
2022-2023,Qtr 4,280,SKU-008,Depot 15
2023-2024,Qtr 1,1180,SKU-008,Depot 15
2023-2024,Qtr 3,760,SKU-008,Depot 15
2023-2024,Qtr 4,680,SKU-008,Depot 15
2024-2025,Qtr 2,520,SKU-008,Depot 15
2024-2025,Qtr 3,400,SKU-008,Depot 15
2024-2025,Qtr 4,1600,SKU-008,Depot 15
2021-2022,Qtr 1,6000,SKU-008,Depot 16
2021-2022,Qtr 2,3210,SKU-008,Depot 16
2021-2022,Qtr 3,9362,SKU-008,Depot 16
2021-2022,Qtr 4,3760,SKU-008,Depot 16
2022-2023,Qtr 1,5118,SKU-008,Depot 16
2022-2023,Qtr 2,2480,SKU-008,Depot 16
2022-2023,Qtr 3,4400,SKU-008,Depot 16
2022-2023,Qtr 4,6760,SKU-008,Depot 16
2023-2024,Qtr 1,4885,SKU-008,Depot 16
2023-2024,Qtr 2,2200,SKU-008,Depot 16
2023-2024,Qtr 3,3457,SKU-008,Depot 16
2023-2024,Qtr 4,5037,SKU-008,Depot 16
2024-2025,Qtr 2,1480,SKU-008,Depot 16
2024-2025,Qtr 3,11701,SKU-008,Depot 16
2024-2025,Qtr 4,3900,SKU-008,Depot 16
2024-2025,Qtr 1,52520,SKU-001,Depot 01
2024-2025,Qtr 1,177140,SKU-001,Depot 02
2024-2025,Qtr 1,29520,SKU-001,Depot 03
2024-2025,Qtr 1,80180,SKU-001,Depot 04
2024-2025,Qtr 1,70870,SKU-001,Depot 05
2024-2025,Qtr 1,5160,SKU-001,Depot 06
2024-2025,Qtr 1,42120,SKU-001,Depot 07
2024-2025,Qtr 1,24680,SKU-001,Depot 08
2024-2025,Qtr 1,87276,SKU-001,Depot 09
2024-2025,Qtr 1,2960,SKU-001,Depot 10
2024-2025,Qtr 1,333580,SKU-001,Depot 11
2024-2025,Qtr 1,127780,SKU-001,Depot 12
2024-2025,Qtr 1,2552210,SKU-001,Depot 13
2024-2025,Qtr 1,164640,SKU-001,Depot 14
2024-2025,Qtr 1,25020,SKU-001,Depot 15
2024-2025,Qtr 1,104510,SKU-001,Depot 16
2024-2025,Qtr 1,894689,SKU-001,Depot 17
2024-2025,Qtr 1,18080,SKU-002,Depot 01
2024-2025,Qtr 1,34680,SKU-002,Depot 02
2024-2025,Qtr 1,49190,SKU-002,Depot 03
2024-2025,Qtr 1,58380,SKU-002,Depot 04
2024-2025,Qtr 1,28380,SKU-002,Depot 05
2024-2025,Qtr 1,4530,SKU-002,Depot 06
2024-2025,Qtr 1,34390,SKU-002,Depot 07
2024-2025,Qtr 1,3980,SKU-002,Depot 08
2024-2025,Qtr 1,24100,SKU-002,Depot 09
2024-2025,Qtr 1,8940,SKU-002,Depot 10
2024-2025,Qtr 1,46300,SKU-002,Depot 11
2024-2025,Qtr 1,17940,SKU-002,Depot 12
2024-2025,Qtr 1,193790,SKU-002,Depot 13
2024-2025,Qtr 1,49340,SKU-002,Depot 14
2024-2025,Qtr 1,8000,SKU-002,Depot 15
2024-2025,Qtr 1,47460,SKU-002,Depot 16
2024-2025,Qtr 1,96940,SKU-002,Depot 17
2024-2025,Qtr 1,3240,SKU-003,Depot 01
2024-2025,Qtr 1,6080,SKU-003,Depot 02
2024-2025,Qtr 1,2720,SKU-003,Depot 04
2024-2025,Qtr 1,1020,SKU-003,Depot 06
2024-2025,Qtr 1,1520,SKU-003,Depot 07
2024-2025,Qtr 1,2800,SKU-003,Depot 08
2024-2025,Qtr 1,6840,SKU-003,Depot 09
2024-2025,Qtr 1,320,SKU-003,Depot 10
2024-2025,Qtr 1,28640,SKU-003,Depot 11
2024-2025,Qtr 1,9720,SKU-003,Depot 12
2024-2025,Qtr 1,104965,SKU-003,Depot 13
2024-2025,Qtr 1,19240,SKU-003,Depot 14
2024-2025,Qtr 1,1680,SKU-003,Depot 15
2024-2025,Qtr 1,2280,SKU-003,Depot 16
2024-2025,Qtr 1,23240,SKU-003,Depot 17
2024-2025,Qtr 1,22040,SKU-004,Depot 02
2024-2025,Qtr 1,2240,SKU-004,Depot 04
2024-2025,Qtr 1,8780,SKU-004,Depot 07
2024-2025,Qtr 1,560,SKU-004,Depot 08
2024-2025,Qtr 1,40,SKU-004,Depot 10
2024-2025,Qtr 1,26950,SKU-004,Depot 11
2024-2025,Qtr 1,8680,SKU-004,Depot 13
2024-2025,Qtr 1,20100,SKU-004,Depot 14
2024-2025,Qtr 1,1240,SKU-004,Depot 15
2024-2025,Qtr 1,4520,SKU-004,Depot 16
2024-2025,Qtr 1,76830,SKU-004,Depot 17
2024-2025,Qtr 1,10080,SKU-005,Depot 01
2024-2025,Qtr 1,6320,SKU-005,Depot 03
2024-2025,Qtr 1,1240,SKU-005,Depot 05
2024-2025,Qtr 1,3980,SKU-005,Depot 09
2024-2025,Qtr 1,57520,SKU-005,Depot 12
2024-2025,Qtr 1,15120,SKU-005,Depot 14
2024-2025,Qtr 1,64720,SKU-006,Depot 05
2024-2025,Qtr 1,13340,SKU-006,Depot 06
2024-2025,Qtr 1,17180,SKU-006,Depot 09
2024-2025,Qtr 1,16040,SKU-006,Depot 12
2024-2025,Qtr 1,47600,SKU-006,Depot 13
2024-2025,Qtr 1,94145,SKU-006,Depot 17
2024-2025,Qtr 1,4040,SKU-007,Depot 01
2024-2025,Qtr 1,10480,SKU-008,Depot 02
2024-2025,Qtr 1,5120,SKU-007,Depot 03
2024-2025,Qtr 1,800,SKU-009,Depot 03
2024-2025,Qtr 1,2400,SKU-010,Depot 04
2024-2025,Qtr 1,8645,SKU-011,Depot 05
2024-2025,Qtr 1,192,SKU-010,Depot 07
2024-2025,Qtr 1,1570,SKU-012,Depot 08
2024-2025,Qtr 1,60,SKU-013,Depot 10
2024-2025,Qtr 1,6000,SKU-007,Depot 11
2024-2025,Qtr 1,1180,SKU-008,Depot 15
2024-2025,Qtr 1,4885,SKU-008,Depot 16
