Month,Depot,SKU,Product,Forecast,Accuracy
01-06-2025,Depot B,LED-062ESP-RD,Lighting,26,85.02
01-06-2025,Depot B,LED-091EMG-B,Lighting,1231,76.77
01-06-2025,Depot B,LED-121ESP-RD,Lighting,81,82.41
01-06-2025,Depot B,LED-121ESP-SQ,Lighting,11,82.31
01-06-2025,Depot B,LED-151ESP-RD,Lighting,88,78.26
01-06-2025,Depot B,LED-151ESP-SQ,Lighting,32,83.9
01-06-2025,Depot B,LED-181ESP-RD,Lighting,27,83.14
01-06-2025,Depot B,LED-T5ES-241,Lighting,32,84.6
01-06-2025,Depot C,LED-000502-WHB,Lighting,191,77.39
01-06-2025,Depot C,LED-091EMG-B,Lighting,1059,84.18
01-06-2025,Depot E,LED-000502-BLB,Lighting,35,78.23
01-06-2025,Depot E,LED-000502-GRB,Lighting,100,76.5
01-06-2025,Depot E,LED-000502-PKB,Lighting,69,77.47
01-06-2025,Depot E,LED-000502-WHB,Lighting,415,84.64
01-06-2025,Depot E,LED-000502-YLB,Lighting,129,75.88
01-06-2025,Depot E,LED-091EMG-B,Lighting,853,78.54
01-06-2025,Depot E,LED-T5ES-241,Lighting,448,82.56
01-06-2025,Depot F,LED-000502-WHB,Lighting,204,77.75
01-06-2025,Depot F,LED-061ESP-RD,Lighting,473,78.61
01-06-2025,Depot F,LED-061ESP-SQ,Lighting,26,82.05
01-06-2025,Depot F,LED-091EMG-B,Lighting,140,80.75
01-06-2025,Depot F,LED-121ESP-RD,Lighting,71,82.29
01-06-2025,Depot F,LED-121ESP-SQ,Lighting,29,84.41
01-06-2025,Depot F,LED-151ESP-RD,Lighting,125,76.61
01-06-2025,Depot F,LED-501-FLD-SLKLS,Lighting,8,75.29
01-06-2025,Depot G,LED-061ESP-RD,Lighting,55,82.05
01-06-2025,Depot G,LED-061ESP-SQ,Lighting,36,78.52
01-06-2025,Depot G,LED-091EMG-B,Lighting,350,80.99
01-06-2025,Depot G,LED-121ESP-RD,Lighting,134,82.87
01-06-2025,Depot G,LED-121ESP-SQ,Lighting,92,79.2
01-06-2025,Depot I,LED-061ESP-RD,Lighting,111,85.02
01-06-2025,Depot I,LED-091EMG-B,Lighting,1347,81.35
01-06-2025,Depot I,LED-121ESP-RD,Lighting,52,84.77
01-06-2025,Depot I,LED-151ESP-RD,Lighting,50,84.82
01-06-2025,Depot D,LED-000502-WHB,Lighting,77,80.16
01-06-2025,Depot D,LED-061ESP-RD,Lighting,39,80.87
01-06-2025,Depot D,LED-061ESP-SQ,Lighting,26,81.09
01-06-2025,Depot D,LED-091EMG-B,Lighting,745,84.12
01-06-2025,Depot D,LED-121ESP-RD,Lighting,41,78.73
01-06-2025,Depot D,LED-121ESP-SQ,Lighting,17,75.45
01-06-2025,Depot D,LED-151ESP-RD,Lighting,39,84.04
01-06-2025,Depot K,LED-000502-BLB,Lighting,111,80.9
01-06-2025,Depot K,LED-000502-GRB,Lighting,76,82.91
01-06-2025,Depot K,LED-000502-ORB,Lighting,61,77.45
01-06-2025,Depot K,LED-000502-PKB,Lighting,58,76.69
01-06-2025,Depot K,LED-000502-RDB,Lighting,140,79.95
01-06-2025,Depot K,LED-000502-WHB,Lighting,129,79.47
01-06-2025,Depot K,LED-000502-YLB,Lighting,95,78.45
01-06-2025,Depot K,LED-061ESP-RD,Lighting,212,80.91
01-06-2025,Depot K,LED-091EMG-B,Lighting,6147,78.86
01-06-2025,Depot K,LED-121ESP-RD,Lighting,151,80.32
01-06-2025,Depot K,LED-151ESP-RD,Lighting,48,77.76
01-06-2025,Depot L,LED-000502-RDB,Lighting,71,81.39
01-06-2025,Depot L,LED-000502-WHB,Lighting,66,84.96
01-06-2025,Depot L,LED-061ESP-RD,Lighting,177,82.77
01-06-2025,Depot L,LED-061ESP-SQ,Lighting,26,75.99
01-06-2025,Depot L,LED-091EMG-B,Lighting,1161,79.45
01-06-2025,Depot L,LED-121ESP-RD,Lighting,93,75.28
01-06-2025,Depot L,LED-121ESP-SQ,Lighting,27,83.92
01-06-2025,Depot L,LED-151ESP-RD,Lighting,65,78.02
01-06-2025,Depot L,LED-151ESP-SQ,Lighting,27,78.66
01-06-2025,Depot L,LED-501-FLD-SLKLS,Lighting,5,79.15
01-06-2025,Depot M,LED-000502-BLB,Lighting,230,81.77
01-06-2025,Depot M,LED-000502-GRB,Lighting,253,79.8
01-06-2025,Depot M,LED-000502-ORB,Lighting,471,84.37
01-06-2025,Depot M,LED-000502-PKB,Lighting,490,81.95
01-06-2025,Depot M,LED-000502-RDB,Lighting,237,78.86
01-06-2025,Depot M,LED-000502-WHB,Lighting,285,77.09
01-06-2025,Depot M,LED-000502-YLB,Lighting,253,75.84
01-06-2025,Depot M,LED-061ESP-RD,Lighting,223,78.33
01-06-2025,Depot M,LED-091EMG-B,Lighting,7699,84.15
01-06-2025,Depot M,LED-121ESP-RD,Lighting,35,75.62
01-06-2025,Depot M,LED-121ESP-SQ,Lighting,19,84.03
01-06-2025,Depot M,LED-122ESP-RD,Lighting,21,77.83
01-06-2025,Depot M,LED-151ESP-RD,Lighting,183,75.79
01-06-2025,Depot M,LED-151ESP-SQ,Lighting,75,78.64
01-06-2025,Depot M,LED-181ESP-RD,Lighting,52,77.02
01-06-2025,Depot N,LED-000502-BLB,Lighting,84,82.45
01-06-2025,Depot N,LED-000502-GRB,Lighting,158,77.21
01-06-2025,Depot N,LED-000502-ORB,Lighting,159,75.5
01-06-2025,Depot N,LED-000502-PKB,Lighting,112,75.13
01-06-2025,Depot N,LED-000502-RDB,Lighting,176,79.05
01-06-2025,Depot N,LED-000502-WHB,Lighting,2073,83.07
01-06-2025,Depot N,LED-000502-YLB,Lighting,192,82.39
01-06-2025,Depot N,LED-061ESP-RD,Lighting,181,81.38
01-06-2025,Depot N,LED-061ESP-SQ,Lighting,16,75.23
01-06-2025,Depot N,LED-091EMG-B,Lighting,12939,83.09
01-06-2025,Depot N,LED-121ESP-RD,Lighting,126,75.98
01-06-2025,Depot N,LED-121ESP-SQ,Lighting,46,78.15
01-06-2025,Depot N,LED-151ESP-RD,Lighting,137,78.47
01-06-2025,Depot N,LED-151ESP-SQ,Lighting,196,83.82
01-06-2025,Depot N,LED-151-SDL-PC,Lighting,35,79.96
01-06-2025,Depot N,LED-181ESP-RD,Lighting,18,84.2
01-06-2025,Depot N,LED-181ESP-SQ,Lighting,18,80.49
01-06-2025,Depot N,LED-T5ES-241,Lighting,127,77.01
01-06-2025,Depot O,LED-091EMG-B,Lighting,3162,75.88
01-06-2025,Depot P,LED-000502-BLB,Lighting,63,84.18
01-06-2025,Depot P,LED-000502-GRB,Lighting,21,81.73
01-06-2025,Depot P,LED-000502-RDB,Lighting,127,75.67
01-06-2025,Depot P,LED-000502-WHB,Lighting,622,84.55
01-06-2025,Depot P,LED-000502-YLB,Lighting,57,84.3
01-06-2025,Depot P,LED-061ESP-RD,Lighting,25,80.46
01-06-2025,Depot P,LED-061ESP-SQ,Lighting,7,76.94
01-06-2025,Depot P,LED-091EMG-B,Lighting,5779,76.87
01-06-2025,Depot P,LED-1001-FLD-SLKLS,Lighting,8,78.39
01-06-2025,Depot P,LED-101-RDL-PC,Lighting,43,79.27
01-06-2025,Depot P,LED-121ESP-RD,Lighting,25,78.23
01-06-2025,Depot P,LED-121ESP-SQ,Lighting,17,81.87
01-06-2025,Depot P,LED-121-RDL-PC,Lighting,42,82.9
01-06-2025,Depot P,LED-121-SDL-PC,Lighting,70,79.02
01-06-2025,Depot P,LED-151ESP-RD,Lighting,45,80.06
01-06-2025,Depot P,LED-151ESP-SQ,Lighting,35,77.14
01-06-2025,Depot P,LED-151-RDL-PC,Lighting,237,75.2
01-06-2025,Depot P,LED-151-SDL-PC,Lighting,184,77.36
01-06-2025,Depot P,LED-T5ES-241,Lighting,93,79.5
01-06-2025,Depot Q,DRV-STP-12V2A,Lighting,318,78.93
01-06-2025,Depot Q,LED-000502-BLB,Lighting,167,75.97
01-06-2025,Depot Q,LED-000502-GRB,Lighting,89,84.48
01-06-2025,Depot Q,LED-000502-ORB,Lighting,46,75.21
01-06-2025,Depot Q,LED-000502-PKB,Lighting,81,78.84
01-06-2025,Depot Q,LED-000502-RDB,Lighting,538,80.01
01-06-2025,Depot Q,LED-000502-WHB,Lighting,641,82.3
01-06-2025,Depot Q,LED-000502-YLB,Lighting,146,78.77
01-06-2025,Depot Q,LED-031ESP-RD,Lighting,19,81.58
01-06-2025,Depot Q,LED-031ESP-SQ,Lighting,2,79.15
01-06-2025,Depot Q,LED-061ESP-RD,Lighting,760,76.43
01-06-2025,Depot Q,LED-061ESP-SQ,Lighting,231,78.27
01-06-2025,Depot Q,LED-062ESP-RD,Lighting,8,78.71
01-06-2025,Depot Q,LED-062ESP-SQ,Lighting,11,83.88
01-06-2025,Depot Q,LED-063ESP-RD,Lighting,46,82.16
01-06-2025,Depot Q,LED-091EMG-B,Lighting,1570,84.56
01-06-2025,Depot Q,LED-1001-FLD-SLKLS,Lighting,16,80.0
01-06-2025,Depot Q,LED-101-RDL-PC,Lighting,633,80.83
01-06-2025,Depot Q,LED-101-SDL-PC,Lighting,235,80.94
01-06-2025,Depot Q,LED-103-RDL-PC,Lighting,52,81.78
01-06-2025,Depot Q,LED-121ESP-RD,Lighting,691,83.98
01-06-2025,Depot Q,LED-121ESP-SQ,Lighting,108,84.89
01-06-2025,Depot Q,LED-121-RDL-PC,Lighting,4,82.57
01-06-2025,Depot Q,LED-121-SDL-PC,Lighting,28,82.39
01-06-2025,Depot Q,LED-122ESP-RD,Lighting,15,82.66
01-06-2025,Depot Q,LED-123ESP-RD,Lighting,45,75.27
01-06-2025,Depot Q,LED-151ESP-RD,Lighting,168,78.57
01-06-2025,Depot Q,LED-151ESP-SQ,Lighting,23,84.71
01-06-2025,Depot Q,LED-151-RDL-PC,Lighting,159,79.2
01-06-2025,Depot Q,LED-151-SDL-PC,Lighting,13,84.75
01-06-2025,Depot Q,LED-181ESP-RD,Lighting,14,82.61
01-06-2025,Depot Q,LED-181ESP-SQ,Lighting,10,76.21
01-06-2025,Depot Q,LED-501-FLD-SLKLS,Lighting,1,82.1
01-06-2025,Depot Q,LED-T5ES-241,Lighting,35,82.2
01-06-2025,Depot A,DRV-STP-12V2A,Lighting,146,84.61
01-06-2025,Depot A,DRV-STP-12V6A,Lighting,4,81.97
01-06-2025,Depot A,LED-000502-BLB,Lighting,19,80.73
01-06-2025,Depot A,LED-000502-GRB,Lighting,16,81.58
01-06-2025,Depot A,LED-000502-ORB,Lighting,10,81.06
01-06-2025,Depot A,LED-000502-PKB,Lighting,9,84.25
01-06-2025,Depot A,LED-000502-RDB,Lighting,14,77.72
01-06-2025,Depot A,LED-000502-WHB,Lighting,50,75.72
01-06-2025,Depot A,LED-000502-YLB,Lighting,60,76.96
01-06-2025,Depot A,LED-005001-B3S,Lighting,403,84.16
01-06-2025,Depot A,LED-005001-CCB,Lighting,9,83.15
01-06-2025,Depot A,LED-005002-CCB,Lighting,9,75.19
01-06-2025,Depot A,LED-005003-CCB,Lighting,9,78.65
01-06-2025,Depot A,LED-005004-CCB,Lighting,18,81.56
01-06-2025,Depot A,LED-005005-CCB,Lighting,9,78.4
01-06-2025,Depot A,LED-005006-CCB,Lighting,19,81.06
01-06-2025,Depot A,LED-009001-B3S,Lighting,23,75.27
01-06-2025,Depot A,LED-012001-B3S,Lighting,71,79.36
01-06-2025,Depot A,LED-031-B3SHL,Lighting,29,77.12
01-06-2025,Depot A,LED-031ESP-RD,Lighting,9,84.89
01-06-2025,Depot A,LED-032ESP-RD,Lighting,45,76.23
01-06-2025,Depot A,LED-032RS,Lighting,4,75.23
01-06-2025,Depot A,LED-033-B3SHL,Lighting,17,81.93
01-06-2025,Depot A,LED-051-B3SHL,Lighting,42,75.31
01-06-2025,Depot A,LED-052-B3SHL,Lighting,16,83.05
01-06-2025,Depot A,LED-054-B3SHL,Lighting,7,77.65
01-06-2025,Depot A,LED-061ESP-SQ,Lighting,6,80.93
01-06-2025,Depot A,LED-062ESP-RD,Lighting,24,81.18
01-06-2025,Depot A,LED-062ESP-SQ,Lighting,4,77.11
01-06-2025,Depot A,LED-06ES-RSF-RD,Lighting,4,75.44
01-06-2025,Depot A,LED-071-B3SHL,Lighting,35,79.03
01-06-2025,Depot A,LED-071-RIMLESS-RP,Lighting,4,79.39
01-06-2025,Depot A,LED-072-B3SHL,Lighting,9,76.18
01-06-2025,Depot A,LED-073-B3SHL,Lighting,8,76.64
01-06-2025,Depot A,LED-074-B3SHL,Lighting,13,82.33
01-06-2025,Depot A,LED-091-B3SHL,Lighting,1324,81.22
01-06-2025,Depot A,LED-092-B3SHL,Lighting,140,83.45
01-06-2025,Depot A,LED-093-B3SHL,Lighting,11,79.15
01-06-2025,Depot A,LED-094-B3SHL,Lighting,6,81.36
01-06-2025,Depot A,LED-09RE1-CP,Lighting,4,77.31
01-06-2025,Depot A,LED-09RE2-CP,Lighting,4,79.92
01-06-2025,Depot A,LED-09SE1-SP,Lighting,2,77.07
01-06-2025,Depot A,LED-09SE2-SP,Lighting,4,78.12
01-06-2025,Depot A,LED-1001-FLD-SLKLS,Lighting,1,77.3
01-06-2025,Depot A,LED-101-ANGTL,Lighting,4,82.22
01-06-2025,Depot A,LED-121-B3SHL,Lighting,25,81.6
01-06-2025,Depot A,LED-121ESP-SQ,Lighting,7,75.68
01-06-2025,Depot A,LED-121-RIMLESS-RP,Lighting,4,77.67
01-06-2025,Depot A,LED-122ESP-RD,Lighting,79,76.11
01-06-2025,Depot A,LED-123-B3SHL,Lighting,7,75.77
01-06-2025,Depot A,LED-124-B3SHL,Lighting,15,82.91
01-06-2025,Depot A,LED-12ES-RSF-RD,Lighting,9,80.47
01-06-2025,Depot A,LED-12ES-RSF-SQ,Lighting,3,76.64
01-06-2025,Depot A,LED-141-B3SHL,Lighting,23,76.85
01-06-2025,Depot A,LED-142-B3SHL,Lighting,5,85.02
01-06-2025,Depot A,LED-1501FLD-ECO,Lighting,2,77.68
01-06-2025,Depot A,LED-1501-FLD-SLKLS,Lighting,1,80.07
01-06-2025,Depot A,LED-151ESP-RD,Lighting,18,79.25
01-06-2025,Depot A,LED-151ESP-SQ,Lighting,31,75.58
01-06-2025,Depot A,LED-152ESP-RD,Lighting,34,75.49
01-06-2025,Depot A,LED-152ESP-SQ,Lighting,9,84.74
01-06-2025,Depot A,LED-181-B3SHL,Lighting,273,78.04
01-06-2025,Depot A,LED-181ESP-RD,Lighting,16,80.09
01-06-2025,Depot A,LED-182-B3SHL,Lighting,4,79.4
01-06-2025,Depot A,LED-182ESP-RD,Lighting,4,77.29
01-06-2025,Depot A,LED-18RE1-CP,Lighting,36,80.55
01-06-2025,Depot A,LED-2001FLD-ECO,Lighting,1,78.7
01-06-2025,Depot A,LED-2001-FLD-SLKLS,Lighting,2,76.67
01-06-2025,Depot A,LED-231-B3SHL,Lighting,52,76.3
01-06-2025,Depot A,LED-242STP-20,Lighting,149,80.13
01-06-2025,Depot A,LED-244STP-20,Lighting,10,81.93
01-06-2025,Depot A,LED-245STP-20,Lighting,58,82.03
01-06-2025,Depot A,LED-246STP-20,Lighting,21,75.31
01-06-2025,Depot A,LED-24STP-RGB20,Lighting,4,78.9
01-06-2025,Depot A,LED-301FLD-ECO,Lighting,2,84.46
01-06-2025,Depot A,LED-301-FLD-SLKLS,Lighting,1,80.45
01-06-2025,Depot A,LED-301-PCH-B,Lighting,5,82.81
01-06-2025,Depot A,LED-361-T5PR,Lighting,7,77.68
01-06-2025,Depot A,LED-401-PCH-B,Lighting,10,84.68
01-06-2025,Depot A,LED-501-FLD-SLKLS,Lighting,2,81.29
01-06-2025,Depot A,LED-501-PCH-B,Lighting,8,83.96
01-06-2025,Depot A,LED-721STP-RGB65,Lighting,8,82.03
01-06-2025,Depot A,LED-BB-30001-3S,Lighting,8,82.38
01-06-2025,Depot A,LED-BB-30002,Lighting,23,80.94
01-06-2025,Depot A,LED-BB-30003,Lighting,44,83.32
01-06-2025,Depot A,LED-BB-30004,Lighting,23,75.41
01-06-2025,Depot A,LED-BB-30009,Lighting,23,85.0
01-06-2025,Depot A,LED-BB-30013,Lighting,8,75.8
01-06-2025,Depot A,LED-BB-30016,Lighting,8,79.47
01-06-2025,Depot A,LED-JB035-DL,Lighting,8,76.82
01-06-2025,Depot A,LED-JB036-DL,Lighting,8,79.32
01-06-2025,Depot A,LED-JB037-DL,Lighting,8,80.67
01-06-2025,Depot A,LED-MSP-34001R,Lighting,9,75.71
01-06-2025,Depot A,LED-MSP-34002R,Lighting,6,83.84
01-06-2025,Depot A,LED-MSP-34013R,Lighting,19,75.14
01-06-2025,Depot A,LED-MSP-34014R,Lighting,19,80.83
01-06-2025,Depot A,LED-MSP-34015R,Lighting,8,85.0
01-06-2025,Depot A,LED-T5E-31104,Lighting,2,77.5
01-06-2025,Depot A,LED-T5E-31105,Lighting,5,77.75
01-06-2025,Depot A,LED-T5E-31110,Lighting,15,81.87
01-06-2025,Depot A,LED-T5ES-201,Lighting,19,83.03
01-06-2025,Depot A,LED-T5ES3F-201,Lighting,47,76.09
01-06-2025,Depot A,LED-T5ES3F-202,Lighting,17,76.99
01-06-2025,Depot B,CL-ME-36-B,Lighting,98,83.17
01-06-2025,Depot B,CL-SE-36-B,Lighting,6,82.98
01-06-2025,Depot B,DRV-54V-0.58A-TDM,Lighting,5,77.03
01-06-2025,Depot B,DRV-ECOPL-06,Lighting,8,83.16
01-06-2025,Depot B,DRV-ECOPL-09,Lighting,4,80.9
01-06-2025,Depot B,DRV-ECOPL-11,Lighting,3,82.84
01-06-2025,Depot B,DRV-ECOPL-14,Lighting,8,79.77
01-06-2025,Depot B,DRV-ECOPL-18,Lighting,4,84.92
01-06-2025,Depot B,LED-005001-B3S,Lighting,6,79.42
01-06-2025,Depot B,LED-005001-CFB,Lighting,10,77.94
01-06-2025,Depot B,LED-005001-DL,Lighting,3,78.0
01-06-2025,Depot B,LED-005002-CFB,Lighting,25,78.33
01-06-2025,Depot B,LED-005002-DL,Lighting,4,76.58
01-06-2025,Depot B,LED-005003-DL,Lighting,33,78.24
01-06-2025,Depot B,LED-005004-CCB,Lighting,11,80.48
01-06-2025,Depot B,LED-005004-DL,Lighting,2,82.35
01-06-2025,Depot B,LED-005005-CFB,Lighting,9,81.98
01-06-2025,Depot B,LED-005005-DL,Lighting,11,75.29
01-06-2025,Depot B,LED-005006-CCB,Lighting,10,78.87
01-06-2025,Depot B,LED-005006-CFB,Lighting,49,77.05
01-06-2025,Depot B,LED-005006-DL,Lighting,8,79.17
01-06-2025,Depot B,LED-005007-DL,Lighting,5,79.0
01-06-2025,Depot B,LED-007001-B3S,Lighting,21,83.84
01-06-2025,Depot B,LED-009001-B3S,Lighting,32,79.13
01-06-2025,Depot B,LED-009006-B,Lighting,45,83.53
01-06-2025,Depot B,LED-012001-B3S,Lighting,15,75.16
01-06-2025,Depot B,LED-014001-B3S,Lighting,2,78.96
01-06-2025,Depot B,LED-031-B3SHL,Lighting,11,80.69
01-06-2025,Depot B,LED-031ESP-RD,Lighting,6,81.27
01-06-2025,Depot B,LED-031ESP-SQ,Lighting,20,80.48
01-06-2025,Depot B,LED-032-B3SHL,Lighting,36,84.44
01-06-2025,Depot B,LED-032ESP-RD,Lighting,12,78.38
01-06-2025,Depot B,LED-032ESP-SQ,Lighting,4,77.92
01-06-2025,Depot B,LED-032RS,Lighting,2,77.59
01-06-2025,Depot B,LED-033-B3SHL,Lighting,6,77.79
01-06-2025,Depot B,LED-033RS,Lighting,2,77.92
01-06-2025,Depot B,LED-051-B3SHL,Lighting,42,85.0
01-06-2025,Depot B,LED-051-STKR-DL,Lighting,9,84.91
01-06-2025,Depot B,LED-052-B3SHL,Lighting,5,83.52
01-06-2025,Depot B,LED-053-B3SHL,Lighting,12,77.9
01-06-2025,Depot B,LED-054-B3SHL,Lighting,10,84.61
01-06-2025,Depot B,LED-061-FDDL,Lighting,4,75.35
01-06-2025,Depot B,LED-061RSC,Lighting,6,78.73
01-06-2025,Depot B,LED-061SSC,Lighting,11,75.89
01-06-2025,Depot B,LED-062ESP-SQ,Lighting,10,80.78
01-06-2025,Depot B,LED-062-FDDL,Lighting,8,82.36
01-06-2025,Depot B,LED-063RS,Lighting,2,78.72
01-06-2025,Depot B,LED-06ES-RSF-RD,Lighting,4,84.0
01-06-2025,Depot B,LED-06ES-RSF-SQ,Lighting,10,78.53
01-06-2025,Depot B,LED-06RE1-CP,Lighting,4,81.21
01-06-2025,Depot B,LED-06RE3-CP,Lighting,13,83.75
01-06-2025,Depot B,LED-06SE1-SP,Lighting,2,79.52
01-06-2025,Depot B,LED-071-B3SHL,Lighting,20,81.07
01-06-2025,Depot B,LED-071-RIMLESS-RP,Lighting,4,83.25
01-06-2025,Depot B,LED-071-RIMLESS-SP,Lighting,2,75.36
01-06-2025,Depot B,LED-072-B3SHL,Lighting,9,81.39
01-06-2025,Depot B,LED-073-B3SHL,Lighting,8,82.84
01-06-2025,Depot B,LED-074-B3SHL,Lighting,26,83.86
01-06-2025,Depot B,LED-0802-HBY,Lighting,2,79.06
01-06-2025,Depot B,LED-091-B3SHL,Lighting,753,75.14
01-06-2025,Depot B,LED-092-B3SHL,Lighting,10,76.08
01-06-2025,Depot B,LED-093-B3SHL,Lighting,38,81.36
01-06-2025,Depot B,LED-094-B3SHL,Lighting,13,83.3
01-06-2025,Depot B,LED-09RE3-CP,Lighting,4,78.03
01-06-2025,Depot B,LED-09SE1-SP-IMP,Lighting,2,82.59
01-06-2025,Depot B,LED-1001FLD-ECO,Lighting,4,80.0
01-06-2025,Depot B,LED-101-ANGTL,Lighting,5,82.81
01-06-2025,Depot B,LED-101BLKD-OVL,Lighting,2,77.59
01-06-2025,Depot B,LED-101-EMG-BTN,Lighting,28,80.79
01-06-2025,Depot B,LED-121-B3SHL,Lighting,103,77.05
01-06-2025,Depot B,LED-121-RIMLESS-SP,Lighting,2,75.72
01-06-2025,Depot B,LED-121RSC,Lighting,14,79.18
01-06-2025,Depot B,LED-121SSC,Lighting,2,78.49
01-06-2025,Depot B,LED-122-B3SHL,Lighting,25,84.94
01-06-2025,Depot B,LED-122ESP-RD,Lighting,18,81.23
01-06-2025,Depot B,LED-122ESP-SQ,Lighting,9,81.24
01-06-2025,Depot B,LED-122RSC,Lighting,4,81.4
01-06-2025,Depot B,LED-124-B3SHL,Lighting,20,84.01
01-06-2025,Depot B,LED-12ES-RSF-RD,Lighting,20,76.52
01-06-2025,Depot B,LED-12ES-RSF-SQ,Lighting,15,80.51
01-06-2025,Depot B,LED-12RE1-EMG-CP,Lighting,4,81.5
01-06-2025,Depot B,LED-132RS,Lighting,4,76.0
01-06-2025,Depot B,LED-141-B3SHL,Lighting,146,78.44
01-06-2025,Depot B,LED-142-B3SHL,Lighting,13,77.65
01-06-2025,Depot B,LED-144-B3SHL,Lighting,13,77.68
01-06-2025,Depot B,LED-14RE1-CP,Lighting,11,83.04
01-06-2025,Depot B,LED-1501-FLD-SLKLS,Lighting,4,79.48
01-06-2025,Depot B,LED-151-SDL-PC,Lighting,24,84.79
01-06-2025,Depot B,LED-152ESP-SQ,Lighting,30,76.24
01-06-2025,Depot B,LED-152NSEP-RD,Lighting,7,76.82
01-06-2025,Depot B,LED-153ESP-RD,Lighting,24,79.51
01-06-2025,Depot B,LED-153NSEP-RD,Lighting,2,77.19
01-06-2025,Depot B,LED-15ES-RSF-RD,Lighting,44,77.76
01-06-2025,Depot B,LED-15ES-RSF-SQ,Lighting,4,77.75
01-06-2025,Depot B,LED-181-B3SHL,Lighting,24,80.0
01-06-2025,Depot B,LED-181ESP-SQ,Lighting,11,77.09
01-06-2025,Depot B,LED-181RSC,Lighting,17,84.26
01-06-2025,Depot B,LED-182-B3SHL,Lighting,8,78.45
01-06-2025,Depot B,LED-182ESP-RD,Lighting,8,76.41
01-06-2025,Depot B,LED-182ESP-SQ,Lighting,7,83.45
01-06-2025,Depot B,LED-182RSC,Lighting,2,83.36
01-06-2025,Depot B,LED-182SSC,Lighting,1,83.74
01-06-2025,Depot B,LED-183-B3SHL,Lighting,8,79.66
01-06-2025,Depot B,LED-184-B3SHL,Lighting,8,81.99
01-06-2025,Depot B,LED-18ES-RSF-RD,Lighting,7,82.33
01-06-2025,Depot B,LED-18ES-RSF-SQ,Lighting,7,79.31
01-06-2025,Depot B,LED-18RE1-CP,Lighting,4,78.85
01-06-2025,Depot B,LED-18SE1-SP,Lighting,4,82.33
01-06-2025,Depot B,LED-201-EMG-BTN,Lighting,5,77.83
01-06-2025,Depot B,LED-201FLD-ECO,Lighting,5,77.64
01-06-2025,Depot B,LED-202CD-SNW-WE,Lighting,16,82.34
01-06-2025,Depot B,LED-23001-B3S,Lighting,7,80.6
01-06-2025,Depot B,LED-231-B3SHL,Lighting,11,76.21
01-06-2025,Depot B,LED-24STP-RGB20,Lighting,2,79.25
01-06-2025,Depot B,LED-301FLD-ECO,Lighting,8,83.72
01-06-2025,Depot B,LED-301-FLD-SLKLS,Lighting,2,81.45
01-06-2025,Depot B,LED-301-PCH-B,Lighting,6,76.75
01-06-2025,Depot B,LED-361-1X4CRSF,Lighting,1,75.77
01-06-2025,Depot B,LED-361-CRCP-EPL,Lighting,4,83.38
01-06-2025,Depot B,LED-361GSSP,Lighting,1,77.81
01-06-2025,Depot B,LED-361-T5PR,Lighting,14,76.84
01-06-2025,Depot B,LED-401-PCH-B,Lighting,1,77.89
01-06-2025,Depot B,LED-402-PCH-B,Lighting,19,75.75
01-06-2025,Depot B,LED-45002-B,Lighting,9,84.92
01-06-2025,Depot B,LED-4PPL-31304,Lighting,3,81.9
01-06-2025,Depot B,LED-501FLD-ECO,Lighting,2,83.53
01-06-2025,Depot B,LED-501-FLD-SLKLS,Lighting,10,77.04
01-06-2025,Depot B,LED-501-PCH-B,Lighting,4,75.75
01-06-2025,Depot B,LED-502FLD-ECO,Lighting,1,82.2
01-06-2025,Depot B,LED-BB-30001-3S,Lighting,25,75.29
01-06-2025,Depot B,LED-BB-30002,Lighting,7,82.83
01-06-2025,Depot B,LED-BB-30003,Lighting,23,75.42
01-06-2025,Depot B,LED-BB-30004,Lighting,54,79.95
01-06-2025,Depot B,LED-BB-30007,Lighting,7,82.74
01-06-2025,Depot B,LED-BB-30009,Lighting,9,75.14
01-06-2025,Depot B,LED-BB-30013,Lighting,8,81.15
01-06-2025,Depot B,LED-CUCR-37119,Lighting,1,84.12
01-06-2025,Depot B,LED-JB031-DL,Lighting,5,79.99
01-06-2025,Depot B,LED-JB032-DL,Lighting,63,81.71
01-06-2025,Depot B,LED-JB033-DL,Lighting,5,79.38
01-06-2025,Depot B,LED-JB034-DL,Lighting,18,76.14
01-06-2025,Depot B,LED-JB035-DL,Lighting,14,76.71
01-06-2025,Depot B,LED-JB036-DL,Lighting,28,78.34
01-06-2025,Depot B,LED-JB037-DL,Lighting,8,80.84
01-06-2025,Depot B,LED-MDL-33104R,Lighting,4,81.73
01-06-2025,Depot B,LED-MDL-33105R,Lighting,36,80.27
01-06-2025,Depot B,LED-MSP-34001R,Lighting,18,84.78
01-06-2025,Depot B,LED-MSP-34002R,Lighting,157,77.22
01-06-2025,Depot B,LED-MSP-34013R,Lighting,10,79.04
01-06-2025,Depot B,LED-MSP-34014R,Lighting,11,81.32
01-06-2025,Depot B,LED-MSP-34015R,Lighting,24,79.88
01-06-2025,Depot B,LED-STLERKT-151,Lighting,4,79.3
01-06-2025,Depot B,LED-STLERKT-201,Lighting,2,82.99
01-06-2025,Depot B,LED-STLERKT-251,Lighting,3,80.54
01-06-2025,Depot B,LED-STLERKT-301,Lighting,1,81.67
01-06-2025,Depot B,LED-STLERKT-361,Lighting,7,81.98
01-06-2025,Depot B,LED-STLERKT-451,Lighting,2,82.36
