Month,Region,SKU,Quantity,Price,Fitted,Revenue,Percentage Change,Projected Revenue,Projected Demand,
01-Dec-21,North,B,228,36,185,8208,3,8454,220,
01-Jan-22,North,B,76,39,68,2964,3,3053,73,
01-Feb-22,North,B,284,48,230,13632,3,14041,274,
01-Mar-22,North,B,229,55,192,12595,3,12973,221,
01-Apr-22,North,B,108,40,95,4320,3,4450,104,
01-May-22,North,B,295,18,245,5310,3,5469,284,
01-Jun-22,North,B,163,30,135,4890,3,5037,157,
01-Jul-22,North,B,325,25,283,8125,3,8369,313,
01-Aug-22,North,B,198,42,178,8316,3,8565,191,
01-Sep-22,North,B,349,22,307,7678,3,7908,336,
01-Oct-22,North,B,112,21,92,2352,3,2423,108,
01-Nov-22,North,B,205,35,170,7175,3,7390,198,
01-Dec-22,North,B,292,53,242,15476,3,15940,281,
01-Jan-23,North,B,234,13,192,3042,3,3133,226,
01-Feb-23,North,B,142,54,115,7668,3,7898,137,
01-Mar-23,North,B,124,39,102,4836,3,4981,120,
01-Apr-23,North,B,172,47,139,8084,3,8327,166,
01-May-23,North,B,138,43,112,5934,3,6112,133,
01-Jun-23,North,B,162,44,144,7128,3,7342,156,
01-Jul-23,North,B,319,31,287,9889,3,10186,308,
01-Aug-23,North,B,260,23,218,5980,3,6159,251,
01-Sep-23,North,B,274,45,227,12330,3,12700,264,
01-Oct-23,North,B,176,40,143,7040,3,7251,170,
01-Nov-23,North,B,198,13,170,2574,3,2651,191,
01-Dec-23,North,B,199,55,163,10945,3,11273,192,
01-Jan-24,North,B,236,48,210,11328,3,11668,228,
01-Feb-24,North,B,270,48,227,12960,3,13349,260,
01-Mar-24,North,B,297,31,255,9207,3,9483,286,
01-Apr-24,North,B,119,51,98,6069,3,6251,115,
01-May-24,North,B,299,34,251,10166,3,10471,288,
01-Jun-24,North,B,267,41,238,10947,3,11275,257,
01-Jul-24,North,B,296,55,252,16280,3,16768,285,
01-Aug-24,North,B,320,32,259,10240,3,10547,308,
01-Sep-24,North,B,333,55,293,18315,3,18864,321,
01-Oct-24,North,B,241,17,210,4097,3,4220,232,
01-Nov-24,North,B,330,18,277,5940,3,6118,318,
01-Dec-24,North,B,128,38,115,4864,3,5010,123,
01-Jan-25,North,B,296,11,249,3256,3,3354,285,
01-Feb-25,North,B,132,55,116,7260,3,7478,127,
01-Mar-25,North,B,162,26,138,4212,3,4338,156,
01-Apr-21,North,B,138,61,120,8418,3,8671,133,
01-May-21,North,B,533,61,480,32513,3,33488,514,
01-Jun-21,North,B,316,62,284,19592,3,20180,305,
01-Jul-21,North,B,444,38,373,16872,3,17378,428,
01-Aug-21,North,B,425,60,349,25500,3,26265,410,
01-Sep-21,North,B,235,48,204,11280,3,11618,227,
01-Oct-21,North,B,474,33,412,15642,3,16111,457,
01-Nov-21,North,B,279,18,229,5022,3,5173,269,
01-Dec-21,North,B,367,40,316,14680,3,15120,354,
01-Jan-22,North,B,125,43,103,5375,3,5536,121,
01-Feb-22,North,B,480,53,413,25440,3,26203,463,
01-Mar-22,North,B,385,63,347,24255,3,24983,371,
01-Apr-22,North,B,189,45,166,8505,3,8760,182,
01-May-22,North,B,475,20,394,9500,3,9785,458,
01-Jun-22,North,B,245,34,201,8330,3,8580,236,
01-Jul-22,North,B,569,28,484,15932,3,16410,549,
01-Aug-22,North,B,333,48,280,15984,3,16464,321,
01-Sep-22,North,B,544,25,457,13600,3,14008,524,
01-Oct-22,North,B,174,23,141,4002,3,4122,168,
01-Nov-22,North,B,344,39,299,13416,3,13818,332,
01-Dec-22,North,B,450,60,401,27000,3,27810,434,
01-Jan-23,North,B,365,15,310,5475,3,5639,352,
01-Feb-23,North,B,256,62,210,15872,3,16348,247,
01-Mar-23,North,B,219,44,180,9636,3,9925,211,
01-Apr-23,North,B,310,54,254,16740,3,17242,299,
01-May-23,North,B,224,48,202,10752,3,11075,216,
01-Jun-23,North,B,290,50,252,14500,3,14935,280,
01-Jul-23,North,B,568,35,483,19880,3,20476,548,
01-Aug-23,North,B,429,26,386,11154,3,11489,414,
01-Sep-23,North,B,480,51,413,24480,3,25214,463,
01-Oct-23,North,B,271,46,244,12466,3,12840,261,
01-Nov-23,North,B,305,14,262,4270,3,4398,294,
01-Dec-23,North,B,314,62,279,19468,3,20052,303,
01-Jan-24,North,B,420,53,370,22260,3,22928,405,
01-Feb-24,North,B,459,53,409,24327,3,25057,442,
01-Mar-24,North,B,463,34,384,15742,3,16214,446,
01-Apr-24,North,B,188,59,160,11092,3,11425,181,
01-May-24,North,B,466,38,396,17708,3,18239,449,
01-Jun-24,North,B,417,46,359,19182,3,19757,402,
01-Jul-24,North,B,468,63,407,29484,3,30369,451,
01-Aug-24,North,B,493,36,439,17748,3,18280,475,
01-Sep-24,North,B,569,61,472,34709,3,35750,549,
01-Oct-24,North,B,395,19,320,7505,3,7730,381,
01-Nov-24,North,B,502,20,432,10040,3,10341,484,
01-Dec-24,North,B,210,43,189,9030,3,9301,202,
01-Jan-25,North,B,471,12,414,5652,3,5822,454,
01-Feb-25,North,B,215,61,189,13115,3,13508,207,
01-Mar-25,North,B,290,29,241,8410,3,8662,280,
01-Apr-21,North,B,86,53,76,4558,4,4740,82,
01-May-21,North,B,329,54,273,17766,4,18477,313,
01-Jun-21,North,B,204,55,184,11220,4,11669,194,
01-Jul-21,North,B,248,33,201,8184,4,8511,236,
01-Aug-21,North,B,267,54,219,14418,4,14995,254,
01-Sep-21,North,B,146,42,118,6132,4,6377,139,
01-Oct-21,North,B,284,29,256,8236,4,8565,270,
01-Nov-21,North,B,164,16,148,2624,4,2729,156,
01-Dec-21,North,B,228,36,185,8208,4,8536,217,
01-Jan-22,North,B,76,39,68,2964,4,3083,72,
01-Feb-22,North,B,284,48,230,13632,4,14177,270,
01-Mar-22,North,B,229,55,192,12595,4,13099,218,
01-Apr-22,North,B,108,40,95,4320,4,4493,103,
01-May-22,North,B,295,18,245,5310,4,5522,281,
01-Jun-22,North,B,163,30,135,4890,4,5086,155,
01-Jul-22,North,B,325,25,283,8125,4,8450,309,
01-Aug-22,North,B,198,42,178,8316,4,8649,188,
01-Sep-22,North,B,349,22,307,7678,4,7985,332,
01-Oct-22,North,B,112,21,92,2352,4,2446,107,
01-Nov-22,North,B,205,35,170,7175,4,7462,195,
01-Dec-22,North,B,292,53,242,15476,4,16095,278,
01-Jan-23,North,B,234,13,192,3042,4,3164,223,
01-Feb-23,North,B,142,54,115,7668,4,7975,135,
01-Mar-23,North,B,124,39,102,4836,4,5029,118,
01-Apr-23,North,B,172,47,139,8084,4,8407,164,
01-May-23,North,B,138,43,112,5934,4,6171,131,
01-Jun-23,North,B,162,44,144,7128,4,7413,154,
01-Jul-23,North,B,319,31,287,9889,4,10285,304,
01-Aug-23,North,B,260,23,218,5980,4,6219,248,
01-Sep-23,North,B,274,45,227,12330,4,12823,261,
01-Oct-23,North,B,176,40,143,7040,4,7322,168,
01-Nov-23,North,B,198,13,170,2574,4,2677,188,
01-Dec-23,North,B,199,55,163,10945,4,11383,189,
01-Jan-24,North,B,236,48,210,11328,4,11781,225,
01-Feb-24,North,B,270,48,227,12960,4,13478,257,
01-Mar-24,North,B,297,31,255,9207,4,9575,283,
01-Apr-24,North,B,119,51,98,6069,4,6312,113,
01-May-24,North,B,299,34,251,10166,4,10573,285,
01-Jun-24,North,B,267,41,238,10947,4,11385,254,
01-Jul-24,North,B,296,55,252,16280,4,16931,282,
01-Aug-24,North,B,320,32,259,10240,4,10650,305,
01-Sep-24,North,B,333,55,293,18315,4,19048,317,
01-Oct-24,North,B,241,17,210,4097,4,4261,229,
01-Nov-24,North,B,330,18,277,5940,4,6178,314,
01-Dec-24,North,B,128,38,115,4864,4,5059,122,
01-Jan-25,North,B,296,11,249,3256,4,3386,282,
01-Feb-25,North,B,132,55,116,7260,4,7550,126,
01-Mar-25,North,B,162,26,138,4212,4,4380,154,
01-Apr-21,North,B,138,61,120,8418,4,8755,131,
01-May-21,North,B,533,61,480,32513,4,33814,507,
01-Jun-21,North,B,316,62,284,19592,4,20376,301,
01-Jul-21,North,B,444,38,373,16872,4,17547,423,
01-Aug-21,North,B,425,60,349,25500,4,26520,405,
01-Sep-21,North,B,235,48,204,11280,4,11731,224,
01-Oct-21,North,B,474,33,412,15642,4,16268,451,
01-Nov-21,North,B,279,18,229,5022,4,5223,266,
01-Dec-21,North,B,367,40,316,14680,4,15267,349,
01-Jan-22,North,B,125,43,103,5375,4,5590,119,
01-Feb-22,North,B,480,53,413,25440,4,26458,457,
01-Mar-22,North,B,385,63,347,24255,4,25225,367,
01-Apr-22,North,B,189,45,166,8505,4,8845,180,
01-May-22,North,B,475,20,394,9500,4,9880,452,
01-Jun-22,North,B,245,34,201,8330,4,8663,233,
01-Jul-22,North,B,569,28,484,15932,4,16569,542,
01-Aug-22,North,B,333,48,280,15984,4,16623,317,
01-Sep-22,North,B,544,25,457,13600,4,14144,518,
01-Oct-22,North,B,174,23,141,4002,4,4162,166,
01-Nov-22,North,B,344,39,299,13416,4,13953,327,
01-Dec-22,North,B,450,60,401,27000,4,28080,428,
01-Jan-23,North,B,365,15,310,5475,4,5694,347,
01-Feb-23,North,B,256,62,210,15872,4,16507,244,
01-Mar-23,North,B,219,44,180,9636,4,10021,208,
01-Apr-23,North,B,310,54,254,16740,4,17410,295,
01-May-23,North,B,224,48,202,10752,4,11182,213,
01-Jun-23,North,B,290,50,252,14500,4,15080,276,
01-Jul-23,North,B,568,35,483,19880,4,20675,541,
01-Aug-23,North,B,429,26,386,11154,4,11600,408,
01-Sep-23,North,B,480,51,413,24480,4,25459,457,
01-Oct-23,North,B,271,46,244,12466,4,12965,258,
01-Nov-23,North,B,305,14,262,4270,4,4441,290,
01-Dec-23,North,B,314,62,279,19468,4,20247,299,
01-Jan-24,North,B,420,53,370,22260,4,23150,400,
01-Feb-24,North,B,459,53,409,24327,4,25300,437,
01-Mar-24,North,B,463,34,384,15742,4,16372,441,
01-Apr-24,North,B,188,59,160,11092,4,11536,179,
01-May-24,North,B,466,38,396,17708,4,18416,444,
01-Jun-24,North,B,417,46,359,19182,4,19949,397,
01-Jul-24,North,B,468,63,407,29484,4,30663,446,
01-Aug-24,North,B,493,36,439,17748,4,18458,469,
01-Sep-24,North,B,569,61,472,34709,4,36097,542,
01-Oct-24,North,B,395,19,320,7505,4,7805,376,
01-Nov-24,North,B,502,20,432,10040,4,10442,478,
01-Dec-24,North,B,210,43,189,9030,4,9391,200,
01-Jan-25,North,B,471,12,414,5652,4,5878,448,
01-Feb-25,North,B,215,61,189,13115,4,13640,205,
01-Mar-25,North,B,290,29,241,8410,4,8746,276,
01-Apr-21,North,B,86,53,76,4558,5,4786,81,
01-May-21,North,B,329,54,273,17766,5,18654,309,
01-Jun-21,North,B,204,55,184,11220,5,11781,192,
01-Jul-21,North,B,248,33,201,8184,5,8593,233,
01-Aug-21,North,B,267,54,219,14418,5,15139,251,
01-Sep-21,North,B,146,42,118,6132,5,6439,137,
01-Oct-21,North,B,284,29,256,8236,5,8648,267,
01-Nov-21,North,B,164,16,148,2624,5,2755,154,
01-Dec-21,North,B,228,36,185,8208,5,8618,214,
01-Jan-22,North,B,76,39,68,2964,5,3112,71,
01-Feb-22,North,B,284,48,230,13632,5,14314,267,
01-Mar-22,North,B,229,55,192,12595,5,13225,215,
01-Apr-22,North,B,108,40,95,4320,5,4536,102,
01-May-22,North,B,295,18,245,5310,5,5576,277,
01-Jun-22,North,B,163,30,135,4890,5,5135,153,
01-Jul-22,North,B,325,25,283,8125,5,8531,306,
01-Aug-22,North,B,198,42,178,8316,5,8732,186,
01-Sep-22,North,B,349,22,307,7678,5,8062,328,
01-Oct-22,North,B,112,21,92,2352,5,2470,105,
01-Nov-22,North,B,205,35,170,7175,5,7534,193,
01-Dec-22,North,B,292,53,242,15476,5,16250,274,
01-Jan-23,North,B,234,13,192,3042,5,3194,220,
01-Feb-23,North,B,142,54,115,7668,5,8051,133,
01-Mar-23,North,B,124,39,102,4836,5,5078,117,
01-Apr-23,North,B,172,47,139,8084,5,8488,162,
01-May-23,North,B,138,43,112,5934,5,6231,130,
01-Jun-23,North,B,162,44,144,7128,5,7484,152,
01-Jul-23,North,B,319,31,287,9889,5,10383,300,
01-Aug-23,North,B,260,23,218,5980,5,6279,244,
01-Sep-23,North,B,274,45,227,12330,5,12947,258,
01-Oct-23,North,B,176,40,143,7040,5,7392,165,
01-Nov-23,North,B,198,13,170,2574,5,2703,186,
01-Dec-23,North,B,199,55,163,10945,5,11492,187,
01-Jan-24,North,B,236,48,210,11328,5,11894,222,
01-Feb-24,North,B,270,48,227,12960,5,13608,254,
01-Mar-24,North,B,297,31,255,9207,5,9667,279,
01-Apr-24,North,B,119,51,98,6069,5,6372,112,
01-May-24,North,B,299,34,251,10166,5,10674,281,
01-Jun-24,North,B,267,41,238,10947,5,11494,251,
01-Jul-24,North,B,296,55,252,16280,5,17094,278,
01-Aug-24,North,B,320,32,259,10240,5,10752,301,
01-Sep-24,North,B,333,55,293,18315,5,19231,313,
01-Oct-24,North,B,241,17,210,4097,5,4302,227,
01-Nov-24,North,B,330,18,277,5940,5,6237,310,
01-Dec-24,North,B,128,38,115,4864,5,5107,120,
01-Jan-25,North,B,296,11,249,3256,5,3419,278,
01-Feb-25,North,B,132,55,116,7260,5,7623,124,
01-Mar-25,North,B,162,26,138,4212,5,4423,152,
01-Apr-21,North,B,138,61,120,8418,5,8839,130,
01-May-21,North,B,533,61,480,32513,5,34139,501,
01-Jun-21,North,B,316,62,284,19592,5,20572,297,
01-Jul-21,North,B,444,38,373,16872,5,17716,417,
01-Aug-21,North,B,425,60,349,25500,5,26775,400,
01-Sep-21,North,B,235,48,204,11280,5,11844,221,
01-Oct-21,North,B,474,33,412,15642,5,16424,446,
01-Nov-21,North,B,279,18,229,5022,5,5273,262,
01-Dec-21,North,B,367,40,316,14680,5,15414,345,
01-Jan-22,North,B,125,43,103,5375,5,5644,118,
01-Feb-22,North,B,480,53,413,25440,5,26712,451,
01-Mar-22,North,B,385,63,347,24255,5,25468,362,
01-Apr-22,North,B,189,45,166,8505,5,8930,178,
01-May-22,North,B,475,20,394,9500,5,9975,447,
01-Jun-22,North,B,245,34,201,8330,5,8747,230,
01-Jul-22,North,B,569,28,484,15932,5,16729,535,
01-Aug-22,North,B,333,48,280,15984,5,16783,313,
01-Sep-22,North,B,544,25,457,13600,5,14280,511,
01-Oct-22,North,B,174,23,141,4002,5,4202,164,
01-Nov-22,North,B,344,39,299,13416,5,14087,323,
01-Dec-22,North,B,450,60,401,27000,5,28350,423,
01-Jan-23,North,B,365,15,310,5475,5,5749,343,
01-Feb-23,North,B,256,62,210,15872,5,16666,241,
01-Mar-23,North,B,219,44,180,9636,5,10118,206,
01-Apr-23,North,B,310,54,254,16740,5,17577,291,
01-May-23,North,B,224,48,202,10752,5,11290,211,
01-Jun-23,North,B,290,50,252,14500,5,15225,273,
01-Jul-23,North,B,568,35,483,19880,5,20874,534,
01-Aug-23,North,B,429,26,386,11154,5,11712,403,
01-Sep-23,North,B,480,51,413,24480,5,25704,451,
01-Oct-23,North,B,271,46,244,12466,5,13089,255,
01-Nov-23,North,B,305,14,262,4270,5,4484,287,
01-Dec-23,North,B,314,62,279,19468,5,20441,295,
01-Jan-24,North,B,420,53,370,22260,5,23373,395,
01-Feb-24,North,B,459,53,409,24327,5,25543,431,
01-Mar-24,North,B,463,34,384,15742,5,16529,435,
01-Apr-24,North,B,188,59,160,11092,5,11647,177,
01-May-24,North,B,466,38,396,17708,5,18593,438,
01-Jun-24,North,B,417,46,359,19182,5,20141,392,
01-Jul-24,North,B,468,63,407,29484,5,30958,440,
01-Aug-24,North,B,493,36,439,17748,5,18635,463,
01-Sep-24,North,B,569,61,472,34709,5,36444,535,
01-Oct-24,North,B,395,19,320,7505,5,7880,371,
01-Nov-24,North,B,502,20,432,10040,5,10542,472,
01-Dec-24,North,B,210,43,189,9030,5,9482,197,
01-Jan-25,North,B,471,12,414,5652,5,5935,443,
01-Feb-25,North,B,215,61,189,13115,5,13771,202,
01-Mar-25,North,B,290,29,241,8410,5,8831,273,
01-Apr-21,North,B,86,53,76,4558,-2,4467,88,
01-May-21,North,B,329,54,273,17766,-2,17411,337,
01-Jun-21,North,B,204,55,184,11220,-2,10996,209,
01-Jul-21,North,B,248,33,201,8184,-2,8020,254,
01-Aug-21,North,B,267,54,219,14418,-2,14130,273,
01-Sep-21,North,B,146,42,118,6132,-2,6009,150,
01-Oct-21,North,B,284,29,256,8236,-2,8071,291,
01-Nov-21,North,B,164,16,148,2624,-2,2572,168,
01-Dec-21,North,B,228,36,185,8208,-2,8044,233,
01-Jan-22,North,B,76,39,68,2964,-2,2905,78,
01-Feb-22,North,B,284,48,230,13632,-2,13359,291,
01-Mar-22,North,B,229,55,192,12595,-2,12343,234,
01-Apr-22,North,B,108,40,95,4320,-2,4234,111,
01-May-22,North,B,295,18,245,5310,-2,5204,302,
01-Jun-22,North,B,163,30,135,4890,-2,4792,167,
01-Jul-22,North,B,325,25,283,8125,-2,7963,333,
01-Aug-22,North,B,198,42,178,8316,-2,8150,203,
01-Sep-22,North,B,349,22,307,7678,-2,7524,357,
01-Oct-22,North,B,112,21,92,2352,-2,2305,115,
01-Nov-22,North,B,205,35,170,7175,-2,7032,210,
01-Dec-22,North,B,292,53,242,15476,-2,15166,299,
01-Jan-23,North,B,234,13,192,3042,-2,2981,240,
01-Feb-23,North,B,142,54,115,7668,-2,7515,145,
01-Mar-23,North,B,124,39,102,4836,-2,4739,127,
01-Apr-23,North,B,172,47,139,8084,-2,7922,176,
01-May-23,North,B,138,43,112,5934,-2,5815,141,
01-Jun-23,North,B,162,44,144,7128,-2,6985,166,
01-Jul-23,North,B,319,31,287,9889,-2,9691,327,
01-Aug-23,North,B,260,23,218,5980,-2,5860,266,
01-Sep-23,North,B,274,45,227,12330,-2,12083,281,
01-Oct-23,North,B,176,40,143,7040,-2,6899,180,
01-Nov-23,North,B,198,13,170,2574,-2,2523,203,
01-Dec-23,North,B,199,55,163,10945,-2,10726,204,
01-Jan-24,North,B,236,48,210,11328,-2,11101,242,
01-Feb-24,North,B,270,48,227,12960,-2,12701,276,
01-Mar-24,North,B,297,31,255,9207,-2,9023,304,
01-Apr-24,North,B,119,51,98,6069,-2,5948,122,
01-May-24,North,B,299,34,251,10166,-2,9963,306,
01-Jun-24,North,B,267,41,238,10947,-2,10728,273,
01-Jul-24,North,B,296,55,252,16280,-2,15954,303,
01-Aug-24,North,B,320,32,259,10240,-2,10035,328,
01-Sep-24,North,B,333,55,293,18315,-2,17949,341,
01-Oct-24,North,B,241,17,210,4097,-2,4015,247,
01-Nov-24,North,B,330,18,277,5940,-2,5821,338,
01-Dec-24,North,B,128,38,115,4864,-2,4767,131,
01-Jan-25,North,B,296,11,249,3256,-2,3191,303,
01-Feb-25,North,B,132,55,116,7260,-2,7115,135,
01-Mar-25,North,B,162,26,138,4212,-2,4128,166,
01-Apr-21,North,B,138,61,120,8418,-2,8250,141,
01-May-21,North,B,533,61,480,32513,-2,31863,546,
01-Jun-21,North,B,316,62,284,19592,-2,19200,324,
01-Jul-21,North,B,444,38,373,16872,-2,16535,455,
01-Aug-21,North,B,425,60,349,25500,-2,24990,435,
01-Sep-21,North,B,235,48,204,11280,-2,11054,241,
01-Oct-21,North,B,474,33,412,15642,-2,15329,485,
01-Nov-21,North,B,279,18,229,5022,-2,4922,286,
01-Dec-21,North,B,367,40,316,14680,-2,14386,376,
01-Jan-22,North,B,125,43,103,5375,-2,5268,128,
01-Feb-22,North,B,480,53,413,25440,-2,24931,492,
01-Mar-22,North,B,385,63,347,24255,-2,23770,394,
01-Apr-22,North,B,189,45,166,8505,-2,8335,194,
01-May-22,North,B,475,20,394,9500,-2,9310,486,
01-Jun-22,North,B,245,34,201,8330,-2,8163,251,
01-Jul-22,North,B,569,28,484,15932,-2,15613,583,
01-Aug-22,North,B,333,48,280,15984,-2,15664,341,
01-Sep-22,North,B,544,25,457,13600,-2,13328,557,
01-Oct-22,North,B,174,23,141,4002,-2,3922,178,
01-Nov-22,North,B,344,39,299,13416,-2,13148,352,
01-Dec-22,North,B,450,60,401,27000,-2,26460,461,
01-Jan-23,North,B,365,15,310,5475,-2,5366,374,
01-Feb-23,North,B,256,62,210,15872,-2,15555,262,
01-Mar-23,North,B,219,44,180,9636,-2,9443,224,
01-Apr-23,North,B,310,54,254,16740,-2,16405,317,
01-May-23,North,B,224,48,202,10752,-2,10537,229,
01-Jun-23,North,B,290,50,252,14500,-2,14210,297,
01-Jul-23,North,B,568,35,483,19880,-2,19482,582,
01-Aug-23,North,B,429,26,386,11154,-2,10931,439,
01-Sep-23,North,B,480,51,413,24480,-2,23990,492,
01-Oct-23,North,B,271,46,244,12466,-2,12217,278,
01-Nov-23,North,B,305,14,262,4270,-2,4185,312,
01-Dec-23,North,B,314,62,279,19468,-2,19079,322,
01-Jan-24,North,B,420,53,370,22260,-2,21815,430,
01-Feb-24,North,B,459,53,409,24327,-2,23840,470,
01-Mar-24,North,B,463,34,384,15742,-2,15427,474,
01-Apr-24,North,B,188,59,160,11092,-2,10870,193,
01-May-24,North,B,466,38,396,17708,-2,17354,477,
01-Jun-24,North,B,417,46,359,19182,-2,18798,427,
01-Jul-24,North,B,468,63,407,29484,-2,28894,479,
01-Aug-24,North,B,493,36,439,17748,-2,17393,505,
01-Sep-24,North,B,569,61,472,34709,-2,34015,583,
01-Oct-24,North,B,395,19,320,7505,-2,7355,404,
01-Nov-24,North,B,502,20,432,10040,-2,9839,514,
01-Dec-24,North,B,210,43,189,9030,-2,8849,215,
01-Jan-25,North,B,471,12,414,5652,-2,5539,482,
01-Feb-25,North,B,215,61,189,13115,-2,12853,220,
01-Mar-25,North,B,290,29,241,8410,-2,8242,297,
01-Apr-21,North,B,86,53,76,4558,-3,4421,89,
01-May-21,North,B,329,54,273,17766,-3,17233,342,
01-Jun-21,North,B,204,55,184,11220,-3,10883,212,
01-Jul-21,North,B,248,33,201,8184,-3,7938,257,
01-Aug-21,North,B,267,54,219,14418,-3,13985,277,
01-Sep-21,North,B,146,42,118,6132,-3,5948,152,
01-Oct-21,North,B,284,29,256,8236,-3,7989,295,
01-Nov-21,North,B,164,16,148,2624,-3,2545,170,
01-Dec-21,North,B,228,36,185,8208,-3,7962,237,
01-Jan-22,North,B,76,39,68,2964,-3,2875,79,
01-Feb-22,North,B,284,48,230,13632,-3,13223,295,
01-Mar-22,North,B,229,55,192,12595,-3,12217,238,
01-Apr-22,North,B,108,40,95,4320,-3,4190,112,
01-May-22,North,B,295,18,245,5310,-3,5151,306,
01-Jun-22,North,B,163,30,135,4890,-3,4743,169,
01-Jul-22,North,B,325,25,283,8125,-3,7881,337,
01-Aug-22,North,B,198,42,178,8316,-3,8067,206,
01-Sep-22,North,B,349,22,307,7678,-3,7448,362,
01-Oct-22,North,B,112,21,92,2352,-3,2281,116,
01-Nov-22,North,B,205,35,170,7175,-3,6960,213,
01-Dec-22,North,B,292,53,242,15476,-3,15012,303,
01-Jan-23,North,B,234,13,192,3042,-3,2951,243,
01-Feb-23,North,B,142,54,115,7668,-3,7438,147,
01-Mar-23,North,B,124,39,102,4836,-3,4691,129,
01-Apr-23,North,B,172,47,139,8084,-3,7841,179,
01-May-23,North,B,138,43,112,5934,-3,5756,143,
01-Jun-23,North,B,162,44,144,7128,-3,6914,168,
01-Jul-23,North,B,319,31,287,9889,-3,9592,331,
01-Aug-23,North,B,260,23,218,5980,-3,5801,270,
01-Sep-23,North,B,274,45,227,12330,-3,11960,284,
01-Oct-23,North,B,176,40,143,7040,-3,6829,183,
01-Nov-23,North,B,198,13,170,2574,-3,2497,206,
01-Dec-23,North,B,199,55,163,10945,-3,10617,207,
01-Jan-24,North,B,236,48,210,11328,-3,10988,245,
01-Feb-24,North,B,270,48,227,12960,-3,12571,280,
01-Mar-24,North,B,297,31,255,9207,-3,8931,308,
01-Apr-24,North,B,119,51,98,6069,-3,5887,124,
01-May-24,North,B,299,34,251,10166,-3,9861,310,
01-Jun-24,North,B,267,41,238,10947,-3,10619,277,
01-Jul-24,North,B,296,55,252,16280,-3,15792,307,
01-Aug-24,North,B,320,32,259,10240,-3,9933,332,
01-Sep-24,North,B,333,55,293,18315,-3,17766,346,
01-Oct-24,North,B,241,17,210,4097,-3,3974,250,
01-Nov-24,North,B,330,18,277,5940,-3,5762,343,
01-Dec-24,North,B,128,38,115,4864,-3,4718,133,
01-Jan-25,North,B,296,11,249,3256,-3,3158,307,
01-Feb-25,North,B,132,55,116,7260,-3,7042,137,
01-Mar-25,North,B,162,26,138,4212,-3,4086,168,
01-Apr-21,North,B,138,61,120,8418,-3,8165,143,
01-May-21,North,B,533,61,480,32513,-3,31538,553,
01-Jun-21,North,B,316,62,284,19592,-3,19004,328,
01-Jul-21,North,B,444,38,373,16872,-3,16366,461,
01-Aug-21,North,B,425,60,349,25500,-3,24735,441,
01-Sep-21,North,B,235,48,204,11280,-3,10942,244,
01-Oct-21,North,B,474,33,412,15642,-3,15173,492,
01-Nov-21,North,B,279,18,229,5022,-3,4871,290,
01-Dec-21,North,B,367,40,316,14680,-3,14240,381,
01-Jan-22,North,B,125,43,103,5375,-3,5214,130,
01-Feb-22,North,B,480,53,413,25440,-3,24677,498,
01-Mar-22,North,B,385,63,347,24255,-3,23527,400,
01-Apr-22,North,B,189,45,166,8505,-3,8250,196,
01-May-22,North,B,475,20,394,9500,-3,9215,493,
01-Jun-22,North,B,245,34,201,8330,-3,8080,254,
01-Jul-22,North,B,569,28,484,15932,-3,15454,591,
01-Aug-22,North,B,333,48,280,15984,-3,15504,346,
01-Sep-22,North,B,544,25,457,13600,-3,13192,565,
01-Oct-22,North,B,174,23,141,4002,-3,3882,181,
01-Nov-22,North,B,344,39,299,13416,-3,13014,357,
01-Dec-22,North,B,450,60,401,27000,-3,26190,467,
01-Jan-23,North,B,365,15,310,5475,-3,5311,379,
01-Feb-23,North,B,256,62,210,15872,-3,15396,266,
01-Mar-23,North,B,219,44,180,9636,-3,9347,227,
01-Apr-23,North,B,310,54,254,16740,-3,16238,322,
01-May-23,North,B,224,48,202,10752,-3,10429,233,
01-Jun-23,North,B,290,50,252,14500,-3,14065,301,
01-Jul-23,North,B,568,35,483,19880,-3,19284,590,
01-Aug-23,North,B,429,26,386,11154,-3,10819,445,
01-Sep-23,North,B,480,51,413,24480,-3,23746,498,
01-Oct-23,North,B,271,46,244,12466,-3,12092,281,
01-Nov-23,North,B,305,14,262,4270,-3,4142,317,
01-Dec-23,North,B,314,62,279,19468,-3,18884,326,
01-Jan-24,North,B,420,53,370,22260,-3,21592,436,
01-Feb-24,North,B,459,53,409,24327,-3,23597,476,
01-Mar-24,North,B,463,34,384,15742,-3,15270,481,
01-Apr-24,North,B,188,59,160,11092,-3,10759,195,
01-May-24,North,B,466,38,396,17708,-3,17177,484,
01-Jun-24,North,B,417,46,359,19182,-3,18607,433,
01-Jul-24,North,B,468,63,407,29484,-3,28599,486,
01-Aug-24,North,B,493,36,439,17748,-3,17216,512,
01-Sep-24,North,B,569,61,472,34709,-3,33668,591,
01-Oct-24,North,B,395,19,320,7505,-3,7280,410,
01-Nov-24,North,B,502,20,432,10040,-3,9739,521,
01-Dec-24,North,B,210,43,189,9030,-3,8759,218,
01-Jan-25,North,B,471,12,414,5652,-3,5482,489,
01-Feb-25,North,B,215,61,189,13115,-3,12722,223,
01-Mar-25,North,B,290,29,241,8410,-3,8158,301,
01-Apr-21,North,B,86,53,76,4558,-4,4376,90,
01-May-21,North,B,329,54,273,17766,-4,17055,345,
01-Jun-21,North,B,204,55,184,11220,-4,10771,214,
01-Jul-21,North,B,248,33,201,8184,-4,7857,260,
