Container ID,Date of Arrival,Size,Gate-In Time,Gate-Out Time,Days in Yard,Yard Location,Importer Name,Cargo Type
CNT105004,6/24/2024,FEU,6/24/2024 3:00,02:56.2,2,Yard A,Importer 10,Tank_Hazardous
CNT105005,6/22/2024,FEU,6/22/2024 3:00,03:03.3,12,Yard A,Importer 5,Hazardous
CNT105006,6/1/2024,FEU,6/1/2024 22:00,59:20.3,5,Yard B,Importer 3,Tank
CNT105007,6/4/2024,TEU,6/4/2024 4:00,10:02.9,2,Yard B,Importer 9,General
CNT105008,6/13/2024,TEU,6/13/2024 14:00,26:40.0,1,Yard C,Importer 2,General
CNT105009,6/23/2024,TEU,6/23/2024 10:00,50:10.8,3,Yard B,Importer 6,Tank_Hazardous
CNT105010,6/13/2024,TEU,6/13/2024 23:00,27:03.4,11,Yard A,Importer 6,Hazardous
CNT105011,6/13/2024,FEU,6/13/2024 18:00,35:24.4,6,Yard B,Importer 5,Tank
CNT105012,6/2/2024,TEU,6/2/2024 7:00,21:18.6,13,Yard C,Importer 8,Hazardous
CNT105013,6/9/2024,TEU,6/9/2024 10:00,41:05.4,6,Yard C,Importer 6,Tank
CNT105014,6/24/2024,TEU,6/24/2024 10:00,39:44.1,6,Yard C,Importer 3,Reeler
CNT105015,6/8/2024,FEU,6/8/2024 8:00,32:45.6,2,Yard C,Importer 5,General
CNT105016,6/7/2024,TEU,6/7/2024 13:00,39:01.0,4,Yard B,Importer 3,Tank
CNT105017,6/4/2024,TEU,6/4/2024 13:00,19:12.6,6,Yard C,Importer 2,Tank
CNT105018,6/18/2024,FEU,6/18/2024 12:00,58:43.7,2,Yard B,Importer 1,Tank_Hazardous
CNT105019,6/3/2024,TEU,6/3/2024 0:00,59:51.8,5,Yard C,Importer 9,Reeler_Hazardous
CNT105020,6/28/2024,FEU,6/28/2024 8:00,41:10.1,4,Yard C,Importer 10,Tank
CNT105021,6/6/2024,TEU,6/6/2024 7:00,42:16.9,2,Yard B,Importer 8,Reeler_Hazardous
CNT105022,6/12/2024,FEU,6/12/2024 17:00,29:36.6,6,Yard A,Importer 2,Reeler_Hazardous
CNT105023,6/12/2024,TEU,6/12/2024 2:00,45:04.1,2,Yard A,Importer 8,Tank_Hazardous
CNT105024,6/21/2024,TEU,6/21/2024 22:00,12:00.9,6,Yard A,Importer 5,Reeler_Hazardous
CNT105025,6/28/2024,FEU,6/28/2024 2:00,28:12.1,9,Yard A,Importer 2,Reeler
CNT105026,6/8/2024,TEU,6/8/2024 1:00,10:58.7,12,Yard C,Importer 9,Hazardous
CNT105027,6/22/2024,TEU,6/22/2024 3:00,21:24.6,5,Yard B,Importer 2,Reeler_Hazardous
CNT105028,6/22/2024,TEU,6/22/2024 8:00,21:30.8,2,Yard A,Importer 5,Tank_Hazardous
CNT105029,6/1/2024,FEU,6/1/2024 14:00,48:49.9,2,Yard C,Importer 2,Tank_Hazardous
CNT105030,6/4/2024,TEU,6/4/2024 17:00,02:36.2,6,Yard B,Importer 9,Reeler_Hazardous
CNT105031,6/21/2024,FEU,6/21/2024 16:00,39:19.3,10,Yard C,Importer 7,Hazardous
CNT105032,6/28/2024,FEU,6/28/2024 22:00,44:42.1,12,Yard A,Importer 6,Hazardous
CNT105033,6/11/2024,FEU,6/11/2024 10:00,42:17.0,9,Yard B,Importer 7,Reeler
CNT105034,6/3/2024,TEU,6/3/2024 0:00,30:53.8,12,Yard B,Importer 7,Reeler
CNT105035,6/13/2024,TEU,6/13/2024 5:00,58:34.8,6,Yard C,Importer 8,Reeler_Hazardous
CNT105036,6/25/2024,FEU,6/25/2024 13:00,05:33.4,5,Yard C,Importer 8,Tank
CNT105037,6/17/2024,TEU,6/17/2024 4:00,47:40.5,11,Yard B,Importer 4,Reeler
CNT105038,6/22/2024,TEU,6/22/2024 23:00,46:30.4,6,Yard A,Importer 9,Reeler_Hazardous
CNT105039,6/22/2024,TEU,6/22/2024 2:00,34:08.2,9,Yard A,Importer 6,Reeler
CNT105040,6/10/2024,TEU,6/10/2024 18:00,22:07.1,9,Yard B,Importer 5,Reeler
CNT105041,6/21/2024,TEU,6/21/2024 0:00,13:25.7,2,Yard B,Importer 10,Tank_Hazardous
CNT105042,6/12/2024,TEU,6/12/2024 3:00,58:37.6,1,Yard A,Importer 10,General
CNT105043,6/15/2024,FEU,6/15/2024 15:00,07:21.2,5,Yard A,Importer 3,Reeler_Hazardous
CNT105044,6/21/2024,TEU,6/21/2024 5:00,42:32.9,5,Yard C,Importer 10,Reeler_Hazardous
CNT105045,6/10/2024,TEU,6/10/2024 4:00,17:24.1,6,Yard C,Importer 4,Reeler_Hazardous
CNT105046,6/14/2024,TEU,6/14/2024 6:00,10:32.2,3,Yard A,Importer 3,Tank_Hazardous
CNT105047,6/13/2024,TEU,6/13/2024 9:00,42:33.6,9,Yard B,Importer 10,Reeler
CNT105048,6/5/2024,TEU,6/5/2024 0:00,07:59.2,6,Yard B,Importer 7,Tank
CNT105049,6/6/2024,FEU,6/6/2024 18:00,47:19.5,4,Yard C,Importer 7,Reeler_Hazardous
CNT105050,6/24/2024,FEU,6/24/2024 13:00,27:58.4,5,Yard B,Importer 9,Reeler_Hazardous
CNT105051,6/2/2024,TEU,6/2/2024 3:00,44:49.1,8,Yard B,Importer 7,Reeler
CNT105052,6/22/2024,TEU,6/22/2024 14:00,22:53.7,13,Yard B,Importer 3,Hazardous
CNT105053,6/17/2024,TEU,6/17/2024 5:00,58:44.4,6,Yard B,Importer 7,Reeler_Hazardous
CNT105054,6/4/2024,FEU,6/4/2024 19:00,49:07.7,4,Yard C,Importer 1,Reeler_Hazardous
CNT105055,6/14/2024,FEU,6/14/2024 22:00,10:58.9,4,Yard B,Importer 6,Tank
CNT105056,6/10/2024,FEU,6/10/2024 9:00,07:19.2,5,Yard A,Importer 8,Tank
CNT105057,6/3/2024,TEU,6/3/2024 14:00,37:15.2,1,Yard C,Importer 6,General
CNT105058,6/25/2024,FEU,6/25/2024 18:00,22:06.3,4,Yard B,Importer 5,Reeler_Hazardous
CNT105059,6/3/2024,TEU,6/3/2024 7:00,41:37.7,2,Yard B,Importer 7,Tank_Hazardous
CNT105060,6/15/2024,TEU,6/15/2024 12:00,59:44.1,9,Yard B,Importer 6,Hazardous
CNT105061,6/6/2024,FEU,6/6/2024 22:00,24:23.5,12,Yard C,Importer 7,Hazardous
CNT105062,6/17/2024,FEU,6/17/2024 18:00,45:24.2,6,Yard B,Importer 7,Tank
CNT105063,6/12/2024,TEU,6/12/2024 15:00,15:48.1,9,Yard C,Importer 9,Reeler
CNT105064,6/22/2024,TEU,6/22/2024 20:00,00:24.7,5,Yard A,Importer 10,Tank
CNT105065,6/20/2024,TEU,6/20/2024 17:00,15:32.7,4,Yard B,Importer 3,Reeler_Hazardous
CNT105066,6/24/2024,TEU,6/24/2024 8:00,12:52.7,14,Yard C,Importer 9,Hazardous
CNT105067,6/29/2024,TEU,6/29/2024 23:00,52:45.8,2,Yard A,Importer 5,Tank_Hazardous
CNT105068,6/11/2024,FEU,6/11/2024 14:00,29:25.0,2,Yard C,Importer 10,General
CNT105069,6/25/2024,FEU,6/25/2024 7:00,59:56.9,2,Yard B,Importer 4,General
CNT105070,6/4/2024,FEU,6/4/2024 16:00,23:33.5,1,Yard C,Importer 8,General
CNT105071,6/26/2024,FEU,6/26/2024 3:00,12:27.4,10,Yard B,Importer 1,Hazardous
CNT105072,6/28/2024,TEU,6/28/2024 22:00,05:58.9,2,Yard C,Importer 9,Tank_Hazardous
CNT105073,6/26/2024,FEU,6/26/2024 21:00,00:00.0,1,Yard A,Importer 4,General
CNT105074,6/6/2024,TEU,6/6/2024 8:00,48:25.3,12,Yard B,Importer 7,Hazardous
CNT105075,6/1/2024,TEU,6/1/2024 7:00,30:04.4,2,Yard A,Importer 6,Tank_Hazardous
CNT105076,6/20/2024,TEU,6/20/2024 8:00,54:47.2,5,Yard B,Importer 2,Tank
CNT105077,6/23/2024,TEU,6/23/2024 3:00,54:59.6,15,Yard C,Importer 2,Reeler
CNT105078,6/28/2024,FEU,6/28/2024 7:00,48:00.5,12,Yard A,Importer 9,Hazardous
CNT105079,6/16/2024,FEU,6/16/2024 21:00,22:55.5,11,Yard B,Importer 3,Hazardous
CNT105080,6/15/2024,TEU,6/15/2024 16:00,04:31.7,5,Yard A,Importer 3,Tank
CNT105081,6/17/2024,FEU,6/17/2024 5:00,08:20.2,2,Yard A,Importer 4,General
CNT105082,6/8/2024,TEU,6/8/2024 9:00,54:21.0,10,Yard B,Importer 5,Reeler
CNT105083,6/28/2024,FEU,6/28/2024 1:00,21:49.2,1,Yard C,Importer 5,General
CNT105084,6/26/2024,TEU,6/26/2024 11:00,02:31.2,5,Yard A,Importer 10,Tank
CNT105085,6/12/2024,TEU,6/12/2024 18:00,31:27.5,5,Yard B,Importer 4,Reeler_Hazardous
CNT105086,6/27/2024,TEU,6/27/2024 4:00,07:52.6,12,Yard A,Importer 8,Reeler
CNT105087,6/22/2024,FEU,6/22/2024 15:00,47:10.4,7,Yard A,Importer 7,Tank
CNT105088,6/21/2024,TEU,6/21/2024 4:00,16:25.1,2,Yard C,Importer 7,Tank_Hazardous
CNT105089,6/10/2024,FEU,6/10/2024 0:00,51:54.9,2,Yard B,Importer 9,Tank_Hazardous
CNT105090,6/27/2024,TEU,6/27/2024 9:00,44:07.7,4,Yard B,Importer 7,Reeler_Hazardous
CNT105091,6/15/2024,FEU,6/15/2024 1:00,45:59.4,5,Yard A,Importer 5,Tank
CNT105092,6/30/2024,FEU,6/30/2024 15:00,57:51.0,4,Yard C,Importer 3,Tank
CNT105093,6/9/2024,TEU,6/9/2024 8:00,34:23.1,8,Yard C,Importer 8,Hazardous
CNT105094,6/2/2024,TEU,6/2/2024 6:00,24:20.9,11,Yard C,Importer 5,Hazardous
CNT105095,6/5/2024,FEU,6/5/2024 12:00,43:20.4,12,Yard B,Importer 2,Reeler
CNT105096,6/6/2024,FEU,6/6/2024 3:00,08:40.5,5,Yard B,Importer 10,Tank
CNT105097,6/7/2024,FEU,6/7/2024 6:00,24:02.4,6,Yard A,Importer 2,Tank
CNT105098,6/21/2024,TEU,6/21/2024 9:00,00:00.0,1,Yard C,Importer 1,General
CNT105099,6/25/2024,TEU,6/25/2024 11:00,34:22.4,2,Yard C,Importer 1,General
CNT105100,6/1/2024,FEU,6/1/2024 1:00,17:41.3,2,Yard B,Importer 10,General
CNT105101,6/23/2024,TEU,6/23/2024 4:00,19:01.3,5,Yard A,Importer 4,Tank
CNT105102,6/26/2024,TEU,6/26/2024 14:00,56:11.5,2,Yard B,Importer 5,Tank_Hazardous
CNT105103,6/7/2024,TEU,6/7/2024 10:00,27:20.7,5,Yard B,Importer 10,Reeler_Hazardous
CNT105104,6/20/2024,FEU,6/20/2024 1:00,31:23.6,1,Yard A,Importer 9,General
CNT105105,6/25/2024,FEU,6/25/2024 14:00,33:22.5,10,Yard C,Importer 7,Reeler
CNT105106,6/30/2024,TEU,6/30/2024 18:00,24:58.4,6,Yard C,Importer 9,Reeler_Hazardous
CNT105107,6/12/2024,TEU,6/12/2024 4:00,28:38.9,9,Yard A,Importer 1,Hazardous
CNT105108,6/16/2024,TEU,6/16/2024 15:00,13:09.2,13,Yard C,Importer 6,Reeler
CNT105109,6/16/2024,TEU,6/16/2024 20:00,58:56.9,7,Yard A,Importer 1,Tank
CNT105110,6/11/2024,TEU,6/11/2024 7:00,14:05.6,1,Yard A,Importer 3,General
CNT105111,6/21/2024,FEU,6/21/2024 6:00,16:27.7,5,Yard B,Importer 3,Reeler_Hazardous
CNT105112,6/4/2024,TEU,6/4/2024 2:00,25:59.7,5,Yard C,Importer 2,Reeler_Hazardous
CNT105113,6/13/2024,TEU,6/13/2024 20:00,57:22.3,8,Yard C,Importer 9,Hazardous
CNT105114,6/7/2024,FEU,6/7/2024 7:00,49:57.9,5,Yard A,Importer 4,Reeler_Hazardous
CNT105115,6/4/2024,TEU,6/4/2024 4:00,33:11.3,6,Yard B,Importer 5,Hazardous
CNT105116,6/15/2024,TEU,6/15/2024 13:00,35:26.7,2,Yard B,Importer 6,Tank_Hazardous
CNT105117,6/19/2024,TEU,6/19/2024 1:00,22:19.2,1,Yard C,Importer 8,General
CNT105118,6/9/2024,TEU,6/9/2024 9:00,55:30.6,13,Yard A,Importer 10,Reeler
CNT105119,6/11/2024,FEU,6/11/2024 17:00,30:34.1,10,Yard C,Importer 8,Hazardous
CNT105120,6/8/2024,TEU,6/8/2024 16:00,29:09.5,9,Yard C,Importer 8,Reeler
CNT105121,6/1/2024,TEU,6/1/2024 5:00,51:06.5,12,Yard B,Importer 5,Hazardous
CNT105122,6/23/2024,FEU,6/23/2024 16:00,05:58.6,9,Yard B,Importer 7,Reeler
CNT105123,6/25/2024,FEU,6/25/2024 23:00,26:44.6,10,Yard B,Importer 3,Hazardous
CNT105124,6/24/2024,TEU,6/24/2024 16:00,58:09.2,2,Yard B,Importer 10,General
CNT105125,6/8/2024,TEU,6/8/2024 23:00,02:23.9,5,Yard A,Importer 3,Reeler_Hazardous
CNT105126,6/13/2024,FEU,6/13/2024 21:00,48:01.8,6,Yard C,Importer 5,Reeler_Hazardous
CNT105127,6/22/2024,TEU,6/22/2024 18:00,24:18.9,5,Yard B,Importer 1,Reeler_Hazardous
CNT105128,6/27/2024,FEU,6/27/2024 15:00,10:54.3,10,Yard C,Importer 7,Hazardous
CNT105129,6/4/2024,FEU,6/4/2024 22:00,17:33.0,12,Yard A,Importer 6,Hazardous
CNT105130,6/8/2024,FEU,6/8/2024 1:00,40:29.1,5,Yard B,Importer 9,Tank
CNT105131,6/3/2024,TEU,6/3/2024 4:00,00:48.9,11,Yard A,Importer 5,Hazardous
CNT105132,6/29/2024,TEU,6/29/2024 11:00,08:32.2,2,Yard B,Importer 1,Tank_Hazardous
CNT105133,6/9/2024,FEU,6/9/2024 0:00,47:00.0,6,Yard C,Importer 8,Tank
CNT105134,6/29/2024,TEU,6/29/2024 4:00,57:34.7,2,Yard A,Importer 6,Tank_Hazardous
CNT105135,6/2/2024,TEU,6/2/2024 7:00,58:46.2,2,Yard B,Importer 10,Tank_Hazardous
CNT105136,6/2/2024,TEU,6/2/2024 9:00,41:15.8,2,Yard C,Importer 1,Tank_Hazardous
CNT105137,6/28/2024,TEU,6/28/2024 2:00,12:45.6,10,Yard C,Importer 9,Reeler
CNT105138,6/13/2024,FEU,6/13/2024 5:00,16:42.4,12,Yard C,Importer 5,Reeler
CNT105139,6/15/2024,TEU,6/15/2024 12:00,33:30.3,2,Yard B,Importer 2,General
CNT105140,6/28/2024,FEU,6/28/2024 19:00,36:56.5,2,Yard C,Importer 1,Tank_Hazardous
CNT105141,6/23/2024,TEU,6/23/2024 7:00,30:04.2,12,Yard C,Importer 6,Reeler
CNT105142,6/12/2024,TEU,6/12/2024 17:00,54:15.6,13,Yard B,Importer 3,Hazardous
CNT105143,6/26/2024,TEU,6/26/2024 4:00,02:08.2,9,Yard A,Importer 1,Hazardous
CNT105144,6/4/2024,FEU,6/4/2024 5:00,16:51.9,2,Yard C,Importer 6,Tank_Hazardous
CNT105145,6/26/2024,FEU,6/26/2024 23:00,47:11.8,3,Yard B,Importer 6,Reeler_Hazardous
CNT105146,6/8/2024,TEU,6/8/2024 1:00,30:10.8,2,Yard A,Importer 4,Tank_Hazardous
CNT105147,6/9/2024,FEU,6/9/2024 6:00,06:40.3,6,Yard C,Importer 6,Tank
CNT105148,6/23/2024,TEU,6/23/2024 15:00,33:48.7,2,Yard B,Importer 1,Tank_Hazardous
CNT105149,6/5/2024,FEU,6/5/2024 9:00,30:58.8,5,Yard B,Importer 5,Reeler_Hazardous
CNT105150,6/24/2024,FEU,6/24/2024 19:00,52:14.4,4,Yard C,Importer 5,Reeler_Hazardous
CNT105151,6/20/2024,FEU,6/20/2024 9:00,11:55.6,7,Yard A,Importer 6,Reeler_Hazardous
CNT105152,6/18/2024,FEU,6/18/2024 1:00,01:32.4,2,Yard A,Importer 5,General
CNT105153,6/11/2024,TEU,6/11/2024 7:00,26:17.8,5,Yard A,Importer 1,Reeler_Hazardous
CNT105154,6/15/2024,TEU,6/15/2024 1:00,38:24.7,6,Yard C,Importer 3,Reeler
CNT105155,6/28/2024,TEU,6/28/2024 1:00,39:24.9,1,Yard C,Importer 10,General
CNT105156,6/22/2024,TEU,6/22/2024 12:00,30:11.1,2,Yard A,Importer 7,Tank_Hazardous
CNT105157,6/9/2024,FEU,6/9/2024 3:00,03:34.6,6,Yard A,Importer 5,Reeler_Hazardous
CNT105158,6/17/2024,TEU,6/17/2024 6:00,24:04.8,6,Yard A,Importer 7,Tank
CNT105159,6/27/2024,FEU,6/27/2024 13:00,41:19.5,14,Yard A,Importer 6,Reeler
CNT105160,6/26/2024,TEU,6/26/2024 19:00,40:47.5,5,Yard B,Importer 2,Reeler_Hazardous
CNT105161,6/12/2024,TEU,6/12/2024 4:00,15:25.9,6,Yard C,Importer 2,Reeler_Hazardous
CNT105162,6/7/2024,FEU,6/7/2024 0:00,55:11.8,1,Yard A,Importer 3,General
CNT105163,6/10/2024,TEU,6/10/2024 0:00,49:39.1,6,Yard B,Importer 1,Tank
CNT105164,6/25/2024,FEU,6/25/2024 18:00,36:56.8,12,Yard A,Importer 10,Reeler
CNT105165,6/26/2024,TEU,6/26/2024 5:00,10:22.3,10,Yard A,Importer 2,Reeler
CNT105166,6/25/2024,FEU,6/25/2024 15:00,31:40.5,2,Yard B,Importer 2,Tank_Hazardous
CNT105167,6/10/2024,TEU,6/10/2024 11:00,37:21.9,2,Yard A,Importer 3,Tank_Hazardous
CNT105168,6/27/2024,TEU,6/27/2024 0:00,25:57.7,10,Yard A,Importer 7,Reeler
CNT105169,6/13/2024,FEU,6/13/2024 11:00,50:35.7,11,Yard B,Importer 10,Hazardous
CNT105170,6/19/2024,FEU,6/19/2024 19:00,45:16.1,1,Yard B,Importer 1,General
CNT105171,6/11/2024,TEU,6/11/2024 17:00,50:42.3,7,Yard B,Importer 4,Tank
CNT105172,6/13/2024,TEU,6/13/2024 1:00,18:03.8,2,Yard B,Importer 1,General
CNT105173,6/21/2024,TEU,6/21/2024 17:00,46:17.7,2,Yard B,Importer 5,Tank_Hazardous
CNT105174,6/8/2024,TEU,6/8/2024 9:00,47:41.2,3,Yard A,Importer 6,Tank
CNT105175,6/8/2024,FEU,6/8/2024 9:00,04:08.4,10,Yard C,Importer 8,Reeler
CNT105176,6/4/2024,FEU,6/4/2024 22:00,20:08.2,6,Yard B,Importer 1,Reeler_Hazardous
CNT105177,6/15/2024,TEU,6/15/2024 22:00,01:47.3,11,Yard C,Importer 2,Hazardous
CNT105178,6/28/2024,TEU,6/28/2024 5:00,14:13.2,12,Yard A,Importer 9,Hazardous
CNT105179,6/11/2024,FEU,6/11/2024 1:00,18:33.6,2,Yard B,Importer 9,Tank_Hazardous
CNT105180,6/11/2024,TEU,6/11/2024 15:00,22:16.7,4,Yard C,Importer 6,Reeler_Hazardous
CNT105181,6/1/2024,FEU,6/1/2024 4:00,00:41.8,6,Yard C,Importer 6,Reeler_Hazardous
CNT105182,6/17/2024,TEU,6/17/2024 5:00,42:13.5,5,Yard C,Importer 5,Tank
CNT105183,6/15/2024,FEU,6/15/2024 21:00,00:19.8,1,Yard C,Importer 6,General
CNT105184,6/20/2024,TEU,6/20/2024 21:00,03:59.0,11,Yard C,Importer 3,Reeler
CNT105185,6/6/2024,FEU,6/6/2024 21:00,12:40.8,3,Yard B,Importer 3,Reeler_Hazardous
CNT105186,6/24/2024,TEU,6/24/2024 0:00,54:17.9,11,Yard B,Importer 8,Reeler
CNT105187,6/22/2024,TEU,6/22/2024 3:00,33:19.3,10,Yard B,Importer 1,Reeler
CNT105188,6/28/2024,FEU,6/28/2024 16:00,43:16.9,2,Yard C,Importer 4,Tank_Hazardous
CNT105189,6/25/2024,TEU,6/25/2024 12:00,30:59.4,10,Yard C,Importer 2,Reeler
CNT105190,6/15/2024,TEU,6/15/2024 11:00,27:57.4,11,Yard A,Importer 7,Hazardous
CNT105191,6/9/2024,TEU,6/9/2024 12:00,58:54.9,10,Yard C,Importer 10,Hazardous
CNT105192,6/14/2024,TEU,6/14/2024 18:00,31:04.9,4,Yard A,Importer 5,Reeler_Hazardous
CNT105193,6/18/2024,FEU,6/18/2024 15:00,13:18.2,11,Yard A,Importer 5,Reeler
CNT105194,6/26/2024,FEU,6/26/2024 10:00,18:06.1,6,Yard B,Importer 4,Reeler_Hazardous
CNT105195,6/17/2024,TEU,6/17/2024 17:00,14:17.6,1,Yard C,Importer 6,General
CNT105196,6/18/2024,FEU,6/18/2024 17:00,37:48.4,9,Yard C,Importer 10,Reeler
CNT105197,6/5/2024,TEU,6/5/2024 21:00,21:24.5,1,Yard A,Importer 6,General
CNT105198,6/20/2024,FEU,6/20/2024 0:00,27:00.6,14,Yard A,Importer 6,Hazardous
CNT105199,6/20/2024,TEU,6/20/2024 3:00,36:29.4,3,Yard C,Importer 10,Reeler_Hazardous
CNT105200,6/9/2024,TEU,6/9/2024 8:00,43:29.5,1,Yard A,Importer 8,General
CNT105201,6/11/2024,TEU,6/11/2024 2:00,41:09.4,11,Yard C,Importer 2,Reeler
CNT105202,6/24/2024,TEU,6/24/2024 7:00,38:10.3,6,Yard C,Importer 4,Tank
CNT105203,6/22/2024,TEU,6/22/2024 8:00,52:26.9,2,Yard A,Importer 2,Tank_Hazardous
CNT105204,6/1/2024,TEU,6/1/2024 17:00,03:16.8,5,Yard B,Importer 9,Reeler_Hazardous
CNT105205,6/18/2024,FEU,6/18/2024 4:00,15:32.4,3,Yard C,Importer 6,Reeler_Hazardous
CNT105206,6/6/2024,TEU,6/6/2024 21:00,16:13.9,6,Yard A,Importer 10,Tank
CNT105207,6/27/2024,FEU,6/27/2024 4:00,00:31.7,6,Yard A,Importer 1,Reeler_Hazardous
CNT105208,6/2/2024,TEU,6/2/2024 21:00,16:54.9,2,Yard A,Importer 10,General
CNT105209,6/15/2024,FEU,6/15/2024 4:00,09:45.2,6,Yard C,Importer 7,Reeler_Hazardous
CNT105210,6/29/2024,FEU,6/29/2024 22:00,14:08.9,3,Yard C,Importer 6,Tank_Hazardous
CNT105211,6/26/2024,FEU,6/26/2024 15:00,34:25.5,5,Yard C,Importer 9,Tank
CNT105212,6/21/2024,FEU,6/21/2024 4:00,58:49.6,5,Yard A,Importer 5,Tank
CNT105213,6/14/2024,FEU,6/14/2024 4:00,46:38.6,1,Yard B,Importer 8,General
CNT105214,6/5/2024,TEU,6/5/2024 11:00,00:51.1,15,Yard B,Importer 7,Hazardous
CNT105215,6/6/2024,FEU,6/6/2024 6:00,46:34.1,5,Yard C,Importer 8,Reeler_Hazardous
CNT105216,6/6/2024,TEU,6/6/2024 2:00,47:28.1,13,Yard C,Importer 6,Hazardous
CNT105217,6/30/2024,TEU,6/30/2024 22:00,47:48.7,11,Yard C,Importer 5,Hazardous
CNT105218,6/22/2024,TEU,6/22/2024 7:00,45:47.7,3,Yard B,Importer 3,Reeler_Hazardous
CNT105219,6/30/2024,FEU,6/30/2024 20:00,59:39.4,10,Yard B,Importer 2,Hazardous
CNT105220,6/18/2024,TEU,6/18/2024 19:00,19:17.7,2,Yard C,Importer 5,Tank_Hazardous
CNT105221,6/14/2024,TEU,6/14/2024 17:00,24:33.6,2,Yard A,Importer 3,Tank_Hazardous
CNT105222,6/10/2024,TEU,6/10/2024 4:00,53:42.3,7,Yard B,Importer 2,Reeler
CNT105223,6/14/2024,FEU,6/14/2024 5:00,25:00.9,12,Yard C,Importer 4,Hazardous
CNT105224,6/13/2024,TEU,6/13/2024 21:00,54:34.6,2,Yard B,Importer 9,Tank_Hazardous
CNT105225,6/30/2024,TEU,6/30/2024 21:00,24:16.6,12,Yard A,Importer 8,Reeler
CNT105226,6/3/2024,TEU,6/3/2024 5:00,34:27.1,2,Yard A,Importer 8,General
CNT105227,6/30/2024,FEU,6/30/2024 23:00,22:13.4,10,Yard B,Importer 7,Hazardous
CNT105228,6/6/2024,FEU,6/6/2024 5:00,51:48.1,15,Yard C,Importer 7,Hazardous
CNT105229,6/29/2024,FEU,6/29/2024 10:00,08:58.7,6,Yard B,Importer 5,Reeler_Hazardous
CNT105230,6/8/2024,FEU,6/8/2024 12:00,02:17.2,11,Yard C,Importer 8,Reeler
CNT105231,6/12/2024,TEU,6/12/2024 13:00,41:24.7,2,Yard B,Importer 4,General
CNT105232,6/13/2024,FEU,6/13/2024 16:00,52:13.2,2,Yard A,Importer 8,Tank_Hazardous
CNT105233,6/11/2024,TEU,6/11/2024 0:00,07:31.7,5,Yard B,Importer 9,Tank
CNT105234,6/12/2024,TEU,6/12/2024 9:00,53:43.3,12,Yard C,Importer 8,Reeler
CNT105235,6/1/2024,TEU,6/1/2024 1:00,22:03.2,3,Yard C,Importer 9,Reeler_Hazardous
CNT105236,6/17/2024,TEU,6/17/2024 12:00,11:19.7,5,Yard A,Importer 1,Tank
CNT105237,6/16/2024,FEU,6/16/2024 16:00,19:29.2,9,Yard C,Importer 2,Reeler
CNT105238,6/11/2024,TEU,6/11/2024 18:00,27:44.2,7,Yard C,Importer 5,Tank
CNT105239,6/13/2024,FEU,6/13/2024 2:00,13:23.8,15,Yard A,Importer 9,Hazardous
CNT105240,6/18/2024,TEU,6/18/2024 3:00,44:39.8,10,Yard C,Importer 2,Hazardous
CNT105241,6/11/2024,TEU,6/11/2024 5:00,14:46.0,3,Yard C,Importer 1,Tank_Hazardous
CNT105242,6/28/2024,TEU,6/28/2024 12:00,17:56.9,11,Yard B,Importer 5,Hazardous
CNT105243,6/12/2024,FEU,6/12/2024 22:00,51:27.6,2,Yard B,Importer 7,Tank_Hazardous
CNT105244,6/6/2024,FEU,6/6/2024 13:00,59:38.7,11,Yard B,Importer 4,Hazardous
CNT105245,6/9/2024,TEU,6/9/2024 8:00,59:38.3,6,Yard B,Importer 2,Tank
CNT105246,6/16/2024,TEU,6/16/2024 23:00,30:07.3,7,Yard B,Importer 10,Reeler
CNT105247,6/4/2024,TEU,6/4/2024 14:00,40:57.4,3,Yard B,Importer 4,Tank_Hazardous
CNT105248,6/3/2024,FEU,6/3/2024 5:00,53:28.3,5,Yard B,Importer 8,Tank
CNT105249,6/28/2024,FEU,6/28/2024 19:00,48:49.5,9,Yard A,Importer 1,Reeler
CNT105250,6/16/2024,TEU,6/16/2024 10:00,15:35.9,5,Yard B,Importer 1,Tank
CNT105251,6/24/2024,FEU,6/24/2024 21:00,34:39.2,1,Yard C,Importer 9,General
CNT105252,6/27/2024,TEU,6/27/2024 6:00,24:08.9,9,Yard A,Importer 2,Reeler
CNT105253,6/26/2024,TEU,6/26/2024 17:00,36:14.6,2,Yard B,Importer 6,General
CNT105254,6/30/2024,FEU,6/30/2024 16:00,20:49.2,3,Yard B,Importer 8,Reeler_Hazardous
CNT105255,6/25/2024,TEU,6/25/2024 13:00,16:02.4,9,Yard C,Importer 10,Reeler
CNT105256,6/12/2024,TEU,6/12/2024 7:00,54:24.6,6,Yard A,Importer 10,Tank
CNT105257,6/11/2024,TEU,6/11/2024 7:00,40:46.4,15,Yard C,Importer 7,Hazardous
CNT105258,6/5/2024,TEU,6/5/2024 6:00,58:59.1,11,Yard C,Importer 4,Hazardous
CNT105259,6/25/2024,FEU,6/25/2024 8:00,56:42.5,11,Yard A,Importer 5,Reeler
CNT105260,6/18/2024,FEU,6/18/2024 11:00,43:09.3,13,Yard C,Importer 10,Reeler
CNT105261,6/19/2024,FEU,6/19/2024 2:00,50:32.4,2,Yard A,Importer 1,General
CNT105262,6/23/2024,TEU,6/23/2024 0:00,21:51.7,12,Yard C,Importer 6,Hazardous
CNT105263,6/23/2024,TEU,6/23/2024 14:00,45:20.5,7,Yard A,Importer 3,Tank
