Month,Region,SKU,Quantity,Percentage Revenue Change,Projected Demand,Percent Demand Change (%)
01-08-2024,North,B,493,5,441,-10.60%
01-09-2024,North,B,569,5,521,-8.50%
01-10-2024,North,B,395,5,375,-5.20%
01-11-2024,North,B,502,5,469,-6.50%
01-12-2024,North,B,210,5,192,-8.70%
01-01-2025,North,B,471,5,459,-2.60%
01-02-2025,North,B,215,5,193,-10.20%
01-03-2025,North,B,290,5,261,-10.10%
01-04-2021,South,B,145,5,133,-8.30%
01-05-2021,South,B,177,5,166,-6.30%
01-06-2021,South,B,106,5,95,-10.30%
01-07-2021,South,B,114,5,103,-9.30%
01-08-2021,South,B,139,5,128,-8.00%
01-09-2021,South,B,149,5,139,-6.80%
01-10-2021,South,B,159,5,146,-7.90%
01-11-2021,South,B,163,5,144,-11.70%
01-12-2021,South,B,139,5,123,-11.50%
01-01-2022,South,B,99,5,90,-9.60%
01-02-2022,South,B,158,5,155,-2.20%
01-03-2022,South,B,87,5,83,-4.90%
01-04-2022,South,B,124,5,119,-4.10%
01-05-2022,South,B,182,5,169,-7.00%
01-06-2022,South,B,191,5,184,-3.80%
01-07-2022,South,B,186,5,182,-2.20%
01-08-2022,South,B,118,5,113,-4.10%
01-09-2022,South,B,195,5,180,-7.80%
01-10-2022,South,B,81,5,78,-3.20%
01-11-2022,South,B,108,5,99,-8.40%
01-12-2022,South,B,188,5,172,-8.80%
01-01-2023,South,B,157,5,148,-5.90%
01-02-2023,South,B,138,5,123,-10.60%
01-03-2023,South,B,195,5,174,-10.90%
01-04-2023,South,B,91,5,80,-11.90%
01-05-2023,South,B,156,5,148,-5.10%
01-06-2023,South,B,89,5,85,-4.20%
01-07-2023,South,B,172,5,159,-7.60%
01-08-2023,South,B,106,5,103,-2.50%
01-09-2023,South,B,147,5,134,-8.80%
01-10-2023,South,B,75,5,72,-4.50%
01-11-2023,South,B,152,5,135,-10.90%
01-12-2023,South,B,87,5,79,-9.10%
01-01-2024,South,B,179,5,169,-5.40%
01-02-2024,South,B,108,5,105,-3.20%
01-03-2024,South,B,133,5,121,-8.90%
01-04-2024,South,B,150,5,138,-8.10%
01-05-2024,South,B,122,5,114,-6.60%
01-06-2024,South,B,115,5,109,-4.80%
01-07-2024,South,B,186,5,178,-4.40%
01-08-2024,South,B,158,5,143,-9.40%
01-09-2024,South,B,151,5,143,-5.00%
01-10-2024,South,B,88,5,81,-8.30%
01-11-2024,South,B,169,5,161,-4.60%
01-12-2024,South,B,174,5,165,-5.40%
01-01-2025,South,B,197,5,175,-11.00%
01-02-2025,South,B,97,5,94,-3.40%
01-03-2025,South,B,114,5,109,-4.00%
01-04-2021,South,B,129,5,114,-11.60%
01-05-2021,South,B,125,5,116,-6.90%
01-06-2021,South,B,127,5,120,-5.80%
01-07-2021,South,B,80,5,77,-3.90%
01-08-2021,South,B,197,5,180,-8.80%
01-09-2021,South,B,144,5,140,-2.90%
01-10-2021,South,B,122,5,119,-2.30%
01-11-2021,South,B,83,5,76,-8.30%
01-12-2021,South,B,142,5,131,-7.50%
01-01-2022,South,B,92,5,82,-11.00%
01-02-2022,South,B,91,5,89,-2.50%
01-03-2022,South,B,112,5,108,-3.50%
01-04-2022,South,B,122,5,115,-5.90%
01-05-2022,South,B,125,5,116,-6.80%
01-06-2022,South,B,189,5,180,-4.80%
01-07-2022,South,B,141,5,128,-9.40%
01-08-2022,South,B,82,5,78,-5.00%
01-09-2022,South,B,149,5,136,-8.50%
01-10-2022,South,B,94,5,84,-10.20%
01-11-2022,South,B,166,5,156,-6.20%
01-12-2022,South,B,120,5,111,-7.30%
01-01-2023,South,B,97,5,87,-10.20%
01-02-2023,South,B,141,5,133,-5.80%
01-03-2023,South,B,103,5,94,-8.80%
01-04-2023,South,B,174,5,154,-11.70%
01-05-2023,South,B,167,5,150,-10.00%
01-06-2023,South,B,78,5,76,-2.30%
01-07-2023,South,B,83,5,73,-11.90%
01-08-2023,South,B,111,5,99,-10.90%
01-09-2023,South,B,101,5,89,-11.50%
01-10-2023,South,B,104,5,100,-3.80%
01-11-2023,South,B,93,5,82,-11.70%
01-12-2023,South,B,142,5,132,-7.20%
01-01-2024,South,B,141,5,136,-3.60%
01-02-2024,South,B,147,5,144,-2.40%
01-03-2024,South,B,102,5,96,-6.20%
01-04-2024,South,B,167,5,156,-6.80%
01-05-2024,South,B,110,5,101,-8.50%
01-06-2024,South,B,192,5,174,-9.40%
01-07-2024,South,B,109,5,101,-7.10%
01-08-2024,South,B,165,5,153,-7.30%
01-09-2024,South,B,153,5,137,-10.70%
01-10-2024,South,B,180,5,175,-2.70%
01-11-2024,South,B,175,5,160,-8.70%
01-12-2024,South,B,174,5,167,-4.30%
01-01-2025,South,B,178,5,163,-8.50%
01-02-2025,South,B,172,5,154,-10.70%
01-03-2025,South,B,155,5,146,-6.10%
01-04-2021,West,B,258,5,242,-6.10%
01-05-2021,West,B,273,5,246,-9.90%
01-06-2021,West,B,155,5,144,-7.30%
01-07-2021,West,B,245,5,227,-7.20%
01-08-2021,West,B,288,5,258,-10.60%
01-09-2021,West,B,158,5,148,-6.20%
01-10-2021,West,B,272,5,261,-4.10%
01-11-2021,West,B,294,5,277,-5.80%
01-12-2021,West,B,228,5,214,-6.30%
01-01-2022,West,B,251,5,237,-5.60%
01-02-2022,West,B,180,5,161,-10.40%
01-03-2022,West,B,220,5,211,-3.90%
01-04-2022,West,B,165,5,150,-9.30%
01-05-2022,West,B,155,5,145,-6.20%
01-06-2022,West,B,217,5,191,-11.80%
01-07-2022,West,B,150,5,146,-3.00%
01-08-2022,West,B,232,5,226,-2.70%
01-09-2022,West,B,214,5,209,-2.10%
01-10-2022,West,B,170,5,157,-7.50%
01-11-2022,West,B,182,5,173,-5.10%
01-12-2022,West,B,182,5,174,-4.40%
01-01-2023,West,B,277,5,246,-11.40%
01-02-2023,West,B,212,5,188,-11.40%
01-03-2023,West,B,249,5,228,-8.50%
01-04-2023,West,B,154,5,147,-4.30%
01-05-2023,West,B,296,5,273,-7.80%
01-06-2023,West,B,202,5,182,-10.10%
01-07-2023,West,B,193,5,173,-10.10%
01-08-2023,West,B,230,5,209,-9.00%
01-09-2023,West,B,159,5,153,-3.60%
01-10-2023,West,B,183,5,179,-2.20%
01-11-2023,West,B,176,5,171,-2.80%
01-12-2023,West,B,167,5,162,-3.10%
01-01-2024,West,B,244,5,228,-6.50%
01-02-2024,West,B,244,5,226,-7.60%
01-03-2024,West,B,281,5,256,-9.00%
01-04-2024,West,B,207,5,202,-2.20%
01-05-2024,West,B,210,5,190,-9.50%
01-06-2024,West,B,274,5,265,-3.40%
01-07-2024,West,B,289,5,261,-9.60%
01-08-2024,West,B,229,5,218,-5.00%
01-09-2024,West,B,200,5,186,-7.20%
01-10-2024,West,B,160,5,154,-3.50%
01-11-2024,West,B,236,5,223,-5.50%
01-12-2024,West,B,280,5,265,-5.50%
01-01-2025,West,B,218,5,192,-11.80%
01-02-2025,West,B,282,5,259,-8.00%
01-03-2025,West,B,296,5,280,-5.50%
01-04-2021,West,B,270,5,261,-3.40%
01-05-2021,West,B,215,5,189,-12.00%
01-06-2021,West,B,285,5,265,-7.00%
01-07-2021,West,B,225,5,205,-8.80%
01-08-2021,West,B,280,5,267,-4.80%
01-09-2021,West,B,235,5,228,-2.80%
01-10-2021,West,B,248,5,222,-10.50%
01-11-2021,West,B,220,5,210,-4.40%
01-12-2021,West,B,151,5,147,-2.50%
01-01-2022,West,B,235,5,211,-10.10%
01-02-2022,West,B,255,5,244,-4.50%
01-03-2022,West,B,169,5,154,-8.70%
01-04-2022,West,B,252,5,243,-3.40%
01-05-2022,West,B,285,5,270,-5.30%
01-06-2022,West,B,299,5,289,-3.40%
01-07-2022,West,B,250,5,236,-5.80%
01-08-2022,West,B,295,5,264,-10.60%
01-09-2022,West,B,210,5,186,-11.30%
01-10-2022,West,B,271,5,261,-3.80%
01-11-2022,West,B,222,5,196,-11.80%
01-12-2022,West,B,235,5,211,-10.10%
01-01-2023,West,B,247,5,224,-9.20%
01-02-2023,West,B,288,5,255,-11.50%
01-03-2023,West,B,220,5,207,-5.80%
01-04-2023,West,B,286,5,270,-5.60%
01-05-2023,West,B,259,5,236,-8.90%
01-06-2023,West,B,155,5,137,-11.90%
01-07-2023,West,B,228,5,212,-7.20%
01-08-2023,West,B,218,5,206,-5.60%
01-09-2023,West,B,298,5,290,-2.70%
01-10-2023,West,B,170,5,152,-10.70%
01-11-2023,West,B,260,5,230,-11.60%
01-12-2023,West,B,157,5,152,-3.10%
01-01-2024,West,B,195,5,179,-8.30%
01-02-2024,West,B,213,5,205,-3.70%
01-03-2024,West,B,183,5,162,-11.40%
01-04-2024,West,B,155,5,148,-4.60%
01-05-2024,West,B,233,5,217,-6.80%
01-06-2024,West,B,233,5,211,-9.60%
01-07-2024,West,B,193,5,183,-5.00%
01-08-2024,West,B,176,5,165,-6.10%
01-09-2024,West,B,268,5,249,-7.00%
01-10-2024,West,B,298,5,290,-2.70%
01-11-2024,West,B,232,5,208,-10.60%
01-12-2024,West,B,156,5,153,-2.20%
01-01-2025,West,B,280,5,259,-7.60%
01-02-2025,West,B,258,5,250,-3.00%
01-03-2025,West,B,212,5,197,-7.10%
01-04-2025,North,B,167,-2,179,7.10%
01-05-2025,North,B,238,-2,245,3.00%
01-06-2025,North,B,200,-2,222,11.00%
01-07-2025,North,B,245,-2,251,2.40%
01-08-2025,North,B,253,-2,264,4.30%
01-09-2025,North,B,240,-2,256,6.80%
01-10-2025,North,B,182,-2,195,7.00%
01-11-2025,North,B,191,-2,197,3.20%
01-12-2025,North,B,204,-2,223,9.20%
01-01-2026,North,B,204,-2,227,11.40%
01-02-2026,North,B,185,-2,206,11.30%
01-03-2026,North,B,196,-2,204,4.00%
01-04-2025,North,B,297,-2,325,9.30%
01-05-2025,North,B,417,-2,433,3.90%
01-06-2025,North,B,362,-2,376,3.90%
01-07-2025,North,B,436,-2,479,9.90%
01-08-2025,North,B,415,-2,440,6.10%
01-09-2025,North,B,412,-2,459,11.30%
01-10-2025,North,B,302,-2,319,5.80%
01-11-2025,North,B,300,-2,327,8.90%
01-12-2025,North,B,376,-2,403,7.20%
01-01-2026,North,B,302,-2,324,7.40%
01-02-2026,North,B,265,-2,297,12.00%
01-03-2026,North,B,339,-2,360,6.20%
01-04-2025,South,B,65,-2,67,3.50%
01-05-2025,South,B,104,-2,111,7.10%
01-06-2025,South,B,94,-2,105,11.60%
01-07-2025,South,B,94,-2,96,2.30%
01-08-2025,South,B,92,-2,98,7.00%
01-09-2025,South,B,170,-2,190,11.70%
01-10-2025,South,B,93,-2,103,10.30%
01-11-2025,South,B,143,-2,146,2.40%
01-12-2025,South,B,174,-2,195,11.80%
01-01-2026,South,B,128,-2,138,7.60%
01-02-2026,South,B,84,-2,88,4.50%
01-03-2026,South,B,126,-2,132,4.70%
01-04-2025,South,B,158,-2,165,4.30%
01-05-2025,South,B,77,-2,84,9.00%
01-06-2025,South,B,87,-2,93,6.70%
01-07-2025,South,B,126,-2,135,7.40%
01-08-2025,South,B,121,-2,126,3.80%
01-09-2025,South,B,109,-2,113,3.80%
01-10-2025,South,B,70,-2,72,2.20%
01-11-2025,South,B,124,-2,136,10.10%
01-12-2025,South,B,169,-2,185,9.50%
01-01-2026,South,B,151,-2,161,6.60%
01-02-2026,South,B,84,-2,90,6.80%
01-03-2026,South,B,99,-2,103,3.70%
01-04-2025,West,B,158,-2,175,10.70%
01-05-2025,West,B,212,-2,237,11.80%
01-06-2025,West,B,230,-2,245,6.70%
01-07-2025,West,B,155,-2,162,4.80%
01-08-2025,West,B,219,-2,241,10.00%
01-09-2025,West,B,169,-2,187,10.60%
01-10-2025,West,B,180,-2,200,10.90%
01-11-2025,West,B,234,-2,241,2.80%
01-12-2025,West,B,172,-2,186,8.30%
01-01-2026,West,B,176,-2,188,7.00%
01-02-2026,West,B,189,-2,198,4.90%
01-03-2026,West,B,239,-2,266,11.10%
01-04-2025,West,B,218,-2,224,3.00%
01-05-2025,West,B,226,-2,249,10.10%
01-06-2025,West,B,134,-2,147,9.60%
01-07-2025,West,B,183,-2,192,4.90%
01-08-2025,West,B,239,-2,267,11.90%
01-09-2025,West,B,200,-2,211,5.30%
01-10-2025,West,B,217,-2,224,3.40%
01-11-2025,West,B,244,-2,254,4.00%
01-12-2025,West,B,200,-2,208,4.20%
01-01-2026,West,B,149,-2,156,4.50%
01-02-2026,West,B,216,-2,228,5.40%
01-03-2026,West,B,137,-2,144,5.40%
01-04-2025,West,C,213,-2,221,4.00%
01-05-2025,West,C,165,-2,169,2.70%
01-06-2025,West,C,99,-2,110,11.30%
01-07-2025,West,C,163,-2,170,4.40%
01-08-2025,West,C,89,-2,96,7.60%
01-09-2025,West,C,184,-2,192,4.30%
01-10-2025,West,C,134,-2,137,2.20%
01-11-2025,West,C,187,-2,203,8.70%
01-12-2025,West,C,216,-2,222,2.70%
01-01-2026,West,C,167,-2,173,3.80%
01-02-2026,West,C,253,-2,268,5.80%
01-03-2026,West,C,120,-2,129,7.60%
01-04-2025,West,C,159,-2,171,7.60%
01-05-2025,West,C,209,-2,227,8.70%
01-06-2025,West,C,108,-2,119,10.00%
01-07-2025,West,C,212,-2,222,4.50%
01-08-2025,West,C,200,-2,221,10.70%
01-09-2025,West,C,93,-2,101,8.50%
01-10-2025,West,C,207,-2,213,3.10%
01-11-2025,West,C,258,-2,272,5.30%
01-12-2025,West,C,143,-2,153,6.70%
01-01-2026,West,C,145,-2,158,8.80%
01-02-2026,West,C,128,-2,132,3.50%
01-03-2026,West,C,97,-2,106,9.40%
01-04-2025,South,C,141,-2,156,10.30%
01-05-2025,South,C,195,-2,205,5.00%
01-06-2025,South,C,175,-2,194,11.10%
01-07-2025,South,C,206,-2,230,11.80%
01-08-2025,South,C,89,-2,98,9.60%
01-09-2025,South,C,244,-2,256,5.00%
01-10-2025,South,C,130,-2,133,2.60%
01-11-2025,South,C,244,-2,250,2.70%
01-12-2025,South,C,168,-2,176,4.80%
01-01-2026,South,C,215,-2,223,3.60%
01-02-2026,South,C,231,-2,238,3.00%
01-03-2026,South,C,194,-2,205,5.70%
01-04-2025,South,C,187,-2,206,10.10%
01-05-2025,South,C,123,-2,133,7.90%
01-06-2025,South,C,100,-2,106,6.10%
01-07-2025,South,C,94,-2,97,3.00%
01-08-2025,South,C,154,-2,167,8.20%
01-09-2025,South,C,234,-2,241,3.10%
01-10-2025,South,C,225,-2,234,4.10%
01-11-2025,South,C,104,-2,111,6.30%
01-12-2025,South,C,121,-2,131,8.60%
01-01-2026,South,C,196,-2,204,3.90%
01-02-2026,South,C,134,-2,149,11.20%
01-03-2026,South,C,212,-2,217,2.20%
01-04-2025,North,C,218,-2,223,2.10%
01-05-2025,North,C,235,-2,248,5.70%
01-06-2025,North,C,95,-2,102,7.20%
01-07-2025,North,C,185,-2,199,7.40%
01-08-2025,North,C,179,-2,200,11.70%
01-09-2025,North,C,120,-2,130,8.20%
01-10-2025,North,C,234,-2,249,6.20%
01-11-2025,North,C,189,-2,209,10.40%
01-12-2025,North,C,139,-2,153,10.00%
01-01-2026,North,C,180,-2,199,10.30%
01-02-2026,North,C,151,-2,154,2.10%
01-03-2026,North,C,149,-2,159,6.70%
01-04-2025,North,C,92,-2,101,9.90%
01-05-2025,North,C,234,-2,247,5.80%
01-06-2025,North,C,170,-2,177,4.00%
01-07-2025,North,C,213,-2,228,6.80%
01-08-2025,North,C,101,-2,112,11.10%
01-09-2025,North,C,195,-2,207,6.30%
01-10-2025,North,C,216,-2,234,8.10%
01-11-2025,North,C,238,-2,257,8.10%
01-12-2025,North,C,210,-2,219,4.30%
01-01-2026,North,C,137,-2,141,2.60%
01-02-2026,North,C,219,-2,226,3.40%
01-03-2026,North,C,183,-2,187,2.10%
01-04-2025,North,A,94,-2,104,10.80%
01-05-2025,North,A,144,-2,152,5.90%
01-06-2025,North,A,108,-2,110,2.10%
01-07-2025,North,A,162,-2,170,4.80%
01-08-2025,North,A,142,-2,152,7.10%
01-09-2025,North,A,150,-2,163,8.90%
01-10-2025,North,A,110,-2,116,5.50%
01-11-2025,North,A,119,-2,126,5.70%
01-12-2025,North,A,117,-2,121,3.20%
01-01-2026,North,A,121,-2,124,2.30%
01-02-2026,North,A,109,-2,117,7.40%
01-03-2026,North,A,119,-2,132,10.90%
01-04-2025,South,A,157,-2,167,6.10%
01-05-2025,South,A,142,-2,155,8.90%
01-06-2025,South,A,94,-2,104,10.30%
01-07-2025,South,A,164,-2,169,3.20%
01-08-2025,South,A,152,-2,164,7.70%
01-09-2025,South,A,75,-2,82,9.10%
01-10-2025,South,A,62,-2,64,3.30%
01-11-2025,South,A,116,-2,124,6.80%
01-12-2025,South,A,95,-2,98,2.90%
01-01-2026,South,A,168,-2,177,5.10%
01-02-2026,South,A,90,-2,94,4.90%
01-03-2026,South,A,153,-2,157,2.90%
01-04-2025,West,A,234,-2,253,8.10%
01-05-2025,West,A,148,-2,165,11.20%
01-06-2025,West,A,213,-2,238,11.60%
01-07-2025,West,A,252,-2,271,7.50%
01-08-2025,West,A,154,-2,162,5.30%
01-09-2025,West,A,131,-2,146,11.30%
01-10-2025,West,A,215,-2,234,9.00%
01-11-2025,West,A,206,-2,227,10.30%
01-12-2025,West,A,211,-2,218,3.10%
01-01-2026,West,A,162,-2,176,8.70%
01-02-2026,West,A,184,-2,206,11.90%
01-03-2026,West,A,133,-2,136,2.30%
01-04-2021,North,A,167,-2,172,3.20%
01-05-2021,North,A,238,-2,253,6.40%
01-06-2021,North,A,200,-2,214,6.90%
01-07-2021,North,A,245,-2,265,8.10%
01-08-2021,North,A,253,-2,273,7.90%
01-09-2021,North,A,240,-2,255,6.20%
01-10-2021,North,A,182,-2,186,2.40%
01-11-2021,North,A,191,-2,207,8.50%
01-12-2021,North,A,204,-2,208,2.00%
01-01-2022,North,A,204,-2,208,2.10%
01-02-2022,North,A,185,-2,196,6.10%
01-03-2022,North,A,196,-2,210,7.40%
01-04-2022,North,A,297,-2,310,4.30%
01-05-2022,North,A,417,-2,425,2.00%
01-06-2022,North,A,362,-2,388,7.10%
01-07-2022,North,A,436,-2,478,9.70%
01-08-2022,North,A,415,-2,423,2.00%
01-09-2022,North,A,412,-2,431,4.60%
01-10-2022,North,A,302,-2,320,5.80%
01-11-2022,North,A,300,-2,318,6.00%
01-12-2022,North,A,376,-2,397,5.70%
01-01-2023,North,A,302,-2,336,11.40%
01-02-2023,North,A,265,-2,292,10.20%
01-03-2023,North,A,339,-2,352,3.80%
01-04-2023,North,A,65,-2,71,8.90%
01-05-2023,North,A,104,-2,110,5.40%
01-06-2023,North,A,94,-2,101,7.40%
01-07-2023,North,A,94,-2,101,7.40%
01-08-2023,North,A,92,-2,95,3.60%
01-09-2023,North,A,170,-2,184,8.30%
01-10-2023,North,A,93,-2,95,2.30%
01-11-2023,North,A,143,-2,152,6.60%
01-12-2023,North,A,174,-2,178,2.10%
01-01-2024,North,A,128,-2,134,4.90%
01-02-2024,North,A,84,-2,89,6.50%
01-03-2024,North,A,126,-2,134,6.70%
01-04-2024,North,A,158,-2,161,2.20%
01-05-2024,North,A,77,-2,83,8.40%
01-06-2024,North,A,87,-2,96,10.70%
01-07-2024,North,A,126,-2,129,2.60%
01-08-2024,North,A,121,-2,132,9.40%
01-09-2024,North,A,109,-2,117,7.60%
01-10-2024,North,A,70,-2,76,8.70%
01-11-2024,North,A,124,-2,134,7.80%
01-12-2024,North,A,169,-2,175,3.60%
01-01-2025,North,A,151,-2,166,9.80%
01-02-2025,North,A,84,-2,88,5.30%
01-03-2025,North,A,99,-2,107,8.10%
01-04-2021,South,A,158,-2,169,6.70%
01-05-2021,South,A,212,-2,235,10.90%
01-06-2021,South,A,230,-2,235,2.20%
01-07-2021,South,A,155,-2,165,6.40%
01-08-2021,South,A,219,-2,224,2.40%
01-09-2021,South,A,169,-2,176,4.00%
01-10-2021,South,A,180,-2,191,5.90%
01-11-2021,South,A,234,-2,249,6.40%
01-12-2021,South,A,172,-2,184,7.20%
01-01-2022,South,A,176,-2,183,3.90%
01-02-2022,South,A,189,-2,194,2.60%
01-03-2022,South,A,239,-2,254,6.20%
01-04-2022,South,A,218,-2,243,11.50%
01-05-2022,South,A,226,-2,238,5.10%
01-06-2022,South,A,134,-2,145,8.60%
01-07-2022,South,A,183,-2,190,3.80%
01-08-2022,South,A,239,-2,249,4.10%
01-09-2022,South,A,200,-2,205,2.70%
01-10-2022,South,A,217,-2,224,3.30%
01-11-2022,South,A,244,-2,260,6.40%
01-12-2022,South,A,200,-2,218,9.00%
01-01-2023,South,A,149,-2,167,12.00%
01-02-2023,South,A,216,-2,233,8.00%
01-03-2023,South,A,137,-2,152,11.00%
01-04-2023,South,A,213,-2,231,8.50%
01-05-2023,South,A,165,-2,180,8.90%
01-06-2023,South,A,99,-2,101,2.40%
01-07-2023,South,A,163,-2,182,11.40%
01-08-2023,South,A,89,-2,94,5.60%
01-09-2023,South,A,184,-2,191,3.80%
01-10-2023,South,A,134,-2,148,10.40%
01-11-2023,South,A,187,-2,194,3.50%
01-12-2023,South,A,216,-2,227,5.30%
01-01-2024,South,A,167,-2,184,10.40%
01-02-2024,South,A,253,-2,261,3.10%
01-03-2024,South,A,120,-2,134,11.50%
01-04-2024,South,A,159,-2,174,9.60%
01-05-2024,South,A,209,-2,226,8.30%
01-06-2024,South,A,108,-2,119,10.20%
01-07-2024,South,A,212,-2,234,10.60%
01-08-2024,South,A,200,-2,215,7.60%
01-09-2024,South,A,93,-2,98,5.70%
01-10-2024,South,A,207,-2,214,3.20%
01-11-2024,South,A,258,-2,282,9.30%
01-12-2024,South,A,143,-2,148,3.50%
01-01-2025,South,A,145,-2,157,8.40%
01-02-2025,South,A,128,-2,140,9.20%
01-03-2025,South,A,97,-2,100,3.30%
01-04-2021,West,A,141,-2,147,4.00%
01-05-2021,West,A,195,-2,206,5.60%
01-06-2021,West,A,175,-2,180,3.10%
01-07-2021,West,A,206,-2,219,6.20%
01-08-2021,West,A,89,-2,97,9.00%
01-09-2021,West,A,244,-2,250,2.30%
01-10-2021,West,A,130,-2,134,3.00%
01-11-2021,West,A,244,-2,252,3.40%
01-12-2021,West,A,168,-2,179,6.40%
01-01-2022,West,A,215,-2,220,2.40%
01-02-2022,West,A,231,-2,246,6.40%
01-03-2022,West,A,194,-2,210,8.00%
01-04-2022,West,A,187,-2,199,6.60%
01-05-2022,West,A,123,-2,129,5.30%
01-06-2022,West,A,100,-2,108,7.60%
01-07-2022,West,A,94,-2,102,8.90%
01-08-2022,West,A,154,-2,161,4.40%
01-09-2022,West,A,234,-2,253,7.90%
01-10-2022,West,A,225,-2,239,6.30%
01-11-2022,West,A,104,-2,107,3.10%
01-12-2022,West,A,121,-2,133,9.60%
01-01-2023,West,A,196,-2,208,6.30%
01-02-2023,West,A,134,-2,146,8.90%
01-03-2023,West,A,212,-2,233,10.00%
01-04-2023,West,A,218,-2,224,2.90%
01-05-2023,West,A,235,-2,245,4.10%
01-06-2023,West,A,95,-2,105,10.50%
01-07-2023,West,A,185,-2,199,7.50%
01-08-2023,West,A,179,-2,198,10.40%
01-09-2023,West,A,120,-2,128,6.50%
01-10-2023,West,A,234,-2,259,10.90%
01-11-2023,West,A,189,-2,202,6.80%
01-12-2023,West,A,139,-2,152,9.10%
01-01-2024,West,A,180,-2,201,11.40%
01-02-2024,West,A,151,-2,157,3.80%
01-03-2024,West,A,149,-2,157,5.10%
01-04-2024,West,A,92,-2,97,5.40%
01-05-2024,West,A,234,-2,258,10.20%
01-06-2024,West,A,170,-2,180,5.70%
01-07-2024,West,A,213,-2,235,10.30%
01-08-2024,West,A,101,-2,106,5.20%
01-09-2024,West,A,195,-2,213,9.40%
01-10-2024,West,A,216,-2,234,8.30%
01-11-2024,West,A,238,-2,253,6.30%
01-12-2024,West,A,210,-2,231,9.80%
01-01-2025,West,A,137,-2,141,2.80%
01-02-2025,West,A,219,-2,227,3.50%
01-03-2025,West,A,183,-2,191,4.20%
01-04-2021,North,C,94,-2,104,10.50%
01-05-2021,North,C,144,-2,155,7.50%
01-06-2021,North,C,108,-2,112,3.80%
01-07-2021,North,C,162,-2,177,9.50%
01-08-2021,North,C,142,-2,157,10.60%
01-09-2021,North,C,150,-2,163,8.40%
01-10-2021,North,C,110,-2,118,6.90%
01-11-2021,North,C,119,-2,131,9.90%
01-12-2021,North,C,117,-2,124,6.10%
01-01-2022,North,C,121,-2,132,9.20%
01-02-2022,North,C,109,-2,120,10.60%
01-03-2022,North,C,119,-2,124,4.40%
01-04-2022,North,C,157,-2,166,5.50%
01-05-2022,North,C,142,-2,145,2.30%
01-06-2022,North,C,94,-2,105,11.60%
01-07-2022,North,C,164,-2,174,6.30%
01-08-2022,North,C,152,-2,163,6.90%
01-09-2022,North,C,75,-2,82,9.70%
01-10-2022,North,C,62,-2,68,10.40%
01-11-2022,North,C,116,-2,119,2.80%
01-12-2022,North,C,95,-2,98,3.10%
01-01-2023,North,C,168,-2,184,9.60%
01-02-2023,North,C,90,-2,97,8.30%
01-03-2023,North,C,153,-2,159,4.10%
01-04-2023,North,C,234,-2,240,2.40%
01-05-2023,North,C,148,-2,158,6.50%
01-06-2023,North,C,213,-2,219,2.90%
01-07-2023,North,C,252,-2,260,3.00%
01-08-2023,North,C,154,-2,160,4.20%
01-09-2023,North,C,131,-2,146,11.10%
01-10-2023,North,C,215,-2,238,10.60%
01-11-2023,North,C,206,-2,224,8.70%
01-12-2023,North,C,211,-2,216,2.50%
01-01-2024,North,C,162,-2,177,9.40%
01-02-2024,North,C,184,-2,194,5.60%
01-03-2024,North,C,133,-2,146,9.80%
01-04-2024,North,C,167,-2,172,3.00%
01-05-2024,North,C,238,-2,263,10.60%
01-06-2024,North,C,200,-2,206,2.80%
01-07-2024,North,C,245,-2,252,2.70%
01-08-2024,North,C,253,-2,268,5.90%
01-09-2024,North,C,240,-2,248,3.30%
01-10-2024,North,C,182,-2,191,5.10%
01-11-2024,North,C,191,-2,213,11.30%
01-12-2024,North,C,204,-2,220,8.10%
01-01-2025,North,C,204,-2,225,10.20%
01-02-2025,North,C,185,-2,196,5.80%
01-03-2025,North,C,196,-2,211,7.50%
01-04-2021,North,C,297,-2,304,2.40%
01-05-2021,North,C,417,-2,460,10.30%
01-06-2021,North,C,362,-2,402,11.20%
01-07-2021,North,C,436,-2,480,10.10%
01-08-2021,North,C,415,-2,430,3.70%
01-09-2021,North,C,412,-2,426,3.40%
01-10-2021,North,C,302,-2,323,7.00%
01-11-2021,North,C,300,-2,328,9.20%
01-12-2021,North,C,376,-2,420,11.60%
01-01-2022,North,C,302,-2,310,2.60%
01-02-2022,North,C,265,-2,279,5.30%
01-03-2022,North,C,339,-2,348,2.70%
01-04-2022,North,C,65,-2,70,7.90%
01-05-2022,North,C,104,-2,115,10.60%
01-06-2022,North,C,94,-2,98,4.10%
01-07-2022,North,C,94,-2,96,2.50%
01-08-2022,North,C,92,-2,98,6.20%
01-09-2022,North,C,170,-2,186,9.20%
01-10-2022,North,C,93,-2,99,6.30%
01-11-2022,North,C,143,-2,155,8.30%
01-12-2022,North,C,174,-2,190,9.30%
01-01-2023,North,C,128,-2,134,4.50%
01-02-2023,North,C,84,-2,87,3.50%
01-03-2023,North,C,126,-2,129,2.00%
01-04-2023,North,C,158,-2,176,11.20%
01-05-2023,North,C,77,-2,84,9.10%
01-06-2023,North,C,87,-2,89,2.20%
01-07-2023,North,C,126,-2,130,3.00%
01-08-2023,North,C,121,-2,132,9.10%
01-09-2023,North,C,109,-2,112,2.60%
01-10-2023,North,C,70,-2,73,3.70%
01-11-2023,North,C,124,-2,137,10.20%
01-12-2023,North,C,169,-2,185,9.70%
01-01-2024,North,C,151,-2,158,4.70%
