Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Responsible Person,Subprocess,Target Cycle Time,Sub Actual Start Date,Sub Actual End Date,Status Type,Quantity,Actual Cycle Time,Order Start Date,Process Sequence,Subprocess Sequence,Client Name,Assigned Responsible Person
ORD1197,Jaipur,West,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,17-Jul-25,19-Jul-25,On Time,1382,2,1-Jun-25,4,3,Client C,Approvers Person 3
ORD1198,Mumbai,East,Pune,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,17-Jul-25,19-Jul-25,On Time,785,2,1-Jun-25,4,3,Client B,Approvers Person 3
ORD1205,Mumbai,West,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Jul-25,16-Jul-25,On Time,374,2,1-Jun-25,4,3,Client D,Approvers Person 3
ORD1208,Kolkata,South,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,28-Jun-25,30-Jun-25,On Time,311,2,1-Jun-25,4,3,Client C,Approvers Person 3
ORD1212,Vishakhapatnam,West,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Jul-25,16-Jul-25,On Time,1499,2,1-Jun-25,4,3,Client F,Approvers Person 3
ORD1218,Bangalore,North,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Jul-25,7-Jul-25,On Time,1285,2,1-Jun-25,4,3,Client E,Approvers Person 3
ORD1223,Bhopal,West,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Jul-25,16-Jul-25,On Time,730,2,1-Jun-25,4,3,Client H,Approvers Person 3
ORD1224,Surat,North,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Jul-25,18-Jul-25,On Time,1036,2,1-Jun-25,4,3,Client H,Approvers Person 3
ORD1249,Bhopal,North,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,2-Jul-25,4-Jul-25,On Time,1354,2,1-Jun-25,4,3,Client F,Approvers Person 3
ORD1257,Nagpur,West,Patna,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Jul-25,16-Jul-25,On Time,1331,2,1-Jun-25,4,3,Client H,Approvers Person 3
ORD1273,Jaipur,East,Valsad,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,1-Jul-25,3-Jul-25,On Time,1260,2,1-Jun-25,4,3,Client G,Approvers Person 3
ORD1314,Chennai,East,Assam,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-Jul-25,14-Jul-25,On Time,473,2,1-Jun-25,4,3,Client J,Approvers Person 3
ORD1327,Chennai,East,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,10-Jul-25,12-Jul-25,On Time,428,2,1-Jun-25,4,3,Client D,Approvers Person 3
ORD1334,Chennai,North,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Jul-25,18-Jul-25,On Time,1377,2,1-Jun-25,4,3,Client E,Approvers Person 3
ORD1341,Ranchi,East,Assam,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Jul-25,8-Jul-25,On Time,1017,2,1-Jun-25,4,3,Client F,Approvers Person 3
ORD1346,Kolkata,North,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,11-Jul-25,13-Jul-25,On Time,977,2,1-Jun-25,4,3,Client H,Approvers Person 3
ORD1348,Jaipur,East,Mirzapur,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jul-25,17-Jul-25,On Time,1152,2,1-Jun-25,4,3,Client B,Approvers Person 3
ORD1356,Kolkata,West,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Jul-25,18-Jul-25,On Time,988,2,1-Jun-25,4,3,Client F,Approvers Person 3
ORD1386,Kolkata,North,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,17-Jul-25,19-Jul-25,On Time,626,2,1-Jun-25,4,3,Client J,Approvers Person 3
ORD1387,Jaipur,East,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,3-Jul-25,5-Jul-25,On Time,390,2,1-Jun-25,4,3,Client D,Approvers Person 3
ORD1394,Kolkata,South,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Jul-25,18-Jul-25,On Time,724,2,1-Jun-25,4,3,Client C,Approvers Person 3
ORD1413,Jaipur,East,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jul-25,17-Jul-25,On Time,449,2,1-Jun-25,4,3,Client G,Approvers Person 3
ORD1447,Bangalore,West,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jul-25,17-Jul-25,On Time,911,2,1-Jun-25,4,3,Client B,Approvers Person 3
ORD1485,Mumbai,North,Valsad,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jul-25,17-Jul-25,On Time,1402,2,1-Jun-25,4,3,Client D,Approvers Person 3
ORD1487,Chandigarh,West,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Jul-25,8-Jul-25,On Time,1308,2,1-Jun-25,4,3,Client D,Approvers Person 3
ORD1542,Surat,East,Jaipur,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Aug-25,18-Aug-25,On Time,306,2,1-Jul-25,4,3,Client G,Approvers Person 3
ORD1573,Chennai,East,Lucknow,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,31-Jul-25,2-Aug-25,On Time,1328,2,1-Jul-25,4,3,Client B,Approvers Person 3
ORD1580,Kolkata,North,Lucknow,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Aug-25,8-Aug-25,On Time,644,2,1-Jul-25,4,3,Client A,Approvers Person 3
ORD1599,Surat,East,Lucknow,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Aug-25,17-Aug-25,On Time,1197,2,1-Jul-25,4,3,Client J,Approvers Person 3
ORD1607,Chandigarh,East,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Aug-25,7-Aug-25,On Time,655,2,1-Jul-25,4,3,Client C,Approvers Person 3
ORD1615,Mumbai,West,Jaipur,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,17-Aug-25,19-Aug-25,On Time,907,2,1-Jul-25,4,3,Client C,Approvers Person 3
ORD1621,Ranchi,North,Lucknow,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Aug-25,18-Aug-25,On Time,385,2,1-Jul-25,4,3,Client C,Approvers Person 3
ORD1630,Bangalore,East,Valsad,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Aug-25,17-Aug-25,On Time,348,2,1-Jul-25,4,3,Client J,Approvers Person 3
ORD1632,Ranchi,North,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,11-Aug-25,13-Aug-25,On Time,1277,2,1-Jul-25,4,3,Client H,Approvers Person 3
ORD1644,Kolkata,West,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,31-Jul-25,2-Aug-25,On Time,845,2,1-Jul-25,4,3,Client D,Approvers Person 3
ORD1650,Bangalore,South,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Aug-25,16-Aug-25,On Time,1018,2,1-Jul-25,4,3,Client D,Approvers Person 3
ORD1663,Bhopal,South,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Aug-25,18-Aug-25,On Time,1082,2,1-Jul-25,4,3,Client H,Approvers Person 3
ORD1699,Guwahati,West,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-Aug-25,6-Aug-25,On Time,1179,2,1-Jul-25,4,3,Client D,Approvers Person 3
ORD1727,Surat,North,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,9-Aug-25,11-Aug-25,On Time,1234,2,1-Jul-25,4,3,Client G,Approvers Person 3
ORD1731,Mumbai,West,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Aug-25,9-Aug-25,On Time,465,2,1-Jul-25,4,3,Client J,Approvers Person 3
ORD1735,Ranchi,East,Jaipur,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Aug-25,16-Aug-25,On Time,1378,2,1-Jul-25,4,3,Client E,Approvers Person 3
ORD1742,Kolkata,North,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Aug-25,9-Aug-25,On Time,670,2,1-Jul-25,4,3,Client I,Approvers Person 3
ORD1756,Ranchi,East,Bhiwandi,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,8-Aug-25,10-Aug-25,On Time,1457,2,1-Jul-25,4,3,Client B,Approvers Person 3
ORD1766,Jaipur,West,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,18-Aug-25,20-Aug-25,On Time,564,2,1-Jul-25,4,3,Client F,Approvers Person 3
ORD1777,Guwahati,West,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-Aug-25,14-Aug-25,On Time,667,2,1-Jul-25,4,3,Client A,Approvers Person 3
ORD1788,Bangalore,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Aug-25,7-Aug-25,On Time,1292,2,1-Jul-25,4,3,Client E,Approvers Person 3
ORD1810,Ranchi,East,Mirzapur,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Aug-25,17-Aug-25,On Time,1009,2,1-Jul-25,4,3,Client A,Approvers Person 3
ORD1817,Vishakhapatnam,North,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,29-Jul-25,31-Jul-25,On Time,537,2,1-Jul-25,4,3,Client I,Approvers Person 3
ORD1845,Chennai,East,Valsad,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,3-Aug-25,5-Aug-25,On Time,1276,2,1-Jul-25,4,3,Client C,Approvers Person 3
ORD1851,Kolkata,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Aug-25,17-Aug-25,On Time,1068,2,1-Jul-25,4,3,Client D,Approvers Person 3
ORD1877,Ranchi,East,Ghaziabad,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Aug-25,7-Aug-25,On Time,420,2,1-Jul-25,4,3,Client D,Approvers Person 3
ORD1906,Delhi,East,Patna,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Aug-25,16-Aug-25,On Time,982,2,1-Jul-25,4,3,Client I,Approvers Person 3
ORD1909,Bangalore,East,Assam,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,29-Jul-25,31-Jul-25,On Time,370,2,1-Jul-25,4,3,Client E,Approvers Person 3
ORD1927,Guwahati,North,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Aug-25,15-Aug-25,On Time,1447,2,1-Jul-25,4,3,Client C,Approvers Person 3
ORD1938,Kolkata,West,Lucknow,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-Aug-25,14-Aug-25,On Time,688,2,1-Jul-25,4,3,Client D,Approvers Person 3
ORD1941,Kolkata,North,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Aug-25,7-Aug-25,On Time,599,2,1-Jul-25,4,3,Client F,Approvers Person 3
ORD1948,Kolkata,North,Patna,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Aug-25,8-Aug-25,On Time,908,2,1-Jul-25,4,3,Client B,Approvers Person 3
ORD1957,Bhopal,North,Lucknow,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,9-Aug-25,11-Aug-25,On Time,1049,2,1-Jul-25,4,3,Client J,Approvers Person 3
ORD1962,Chennai,North,Patna,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,8-Aug-25,10-Aug-25,On Time,644,2,1-Jul-25,4,3,Client C,Approvers Person 3
ORD1989,Vishakhapatnam,West,Lucknow,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,2-Aug-25,4-Aug-25,On Time,1078,2,1-Jul-25,4,3,Client E,Approvers Person 3
ORD2026,Surat,West,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Sep-25,18-Sep-25,On Time,1341,2,1-Aug-25,4,3,Client G,Approvers Person 3
ORD2053,Ahmedabad,West,Jaipur,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,17-Sep-25,19-Sep-25,On Time,1268,2,1-Aug-25,4,3,Client J,Approvers Person 3
ORD2076,Bhopal,West,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Sep-25,15-Sep-25,On Time,603,2,1-Aug-25,4,3,Client H,Approvers Person 3
ORD2079,Guwahati,East,Pune,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Sep-25,9-Sep-25,On Time,663,2,1-Aug-25,4,3,Client E,Approvers Person 3
ORD2091,Chandigarh,North,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Sep-25,8-Sep-25,On Time,1303,2,1-Aug-25,4,3,Client D,Approvers Person 3
ORD2131,Nagpur,East,Mirzapur,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,10-Sep-25,12-Sep-25,On Time,832,2,1-Aug-25,4,3,Client J,Approvers Person 3
ORD2134,Bhopal,South,Ghaziabad,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Sep-25,17-Sep-25,On Time,1251,2,1-Aug-25,4,3,Client J,Approvers Person 3
ORD2152,Chandigarh,West,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,30-Aug-25,1-Sep-25,On Time,590,2,1-Aug-25,4,3,Client E,Approvers Person 3
ORD2156,Chandigarh,South,Patna,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Sep-25,16-Sep-25,On Time,740,2,1-Aug-25,4,3,Client C,Approvers Person 3
ORD2164,Chennai,West,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Sep-25,15-Sep-25,On Time,698,2,1-Aug-25,4,3,Client H,Approvers Person 3
ORD2167,Bangalore,West,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,1-Sep-25,3-Sep-25,On Time,1162,2,1-Aug-25,4,3,Client J,Approvers Person 3
ORD2169,Chandigarh,South,Patna,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Sep-25,16-Sep-25,On Time,583,2,1-Aug-25,4,3,Client B,Approvers Person 3
ORD2173,Vishakhapatnam,North,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Sep-25,7-Sep-25,On Time,1350,2,1-Aug-25,4,3,Client F,Approvers Person 3
ORD2185,Vishakhapatnam,East,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,11-Sep-25,13-Sep-25,On Time,1149,2,1-Aug-25,4,3,Client D,Approvers Person 3
ORD2186,Chandigarh,South,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,3-Sep-25,5-Sep-25,On Time,494,2,1-Aug-25,4,3,Client D,Approvers Person 3
ORD2192,Guwahati,North,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Sep-25,7-Sep-25,On Time,378,2,1-Aug-25,4,3,Client H,Approvers Person 3
ORD2216,Vishakhapatnam,North,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Sep-25,17-Sep-25,On Time,928,2,1-Aug-25,4,3,Client A,Approvers Person 3
ORD2251,Vishakhapatnam,West,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,30-Aug-25,1-Sep-25,On Time,779,2,1-Aug-25,4,3,Client H,Approvers Person 3
ORD2269,Chandigarh,North,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Sep-25,18-Sep-25,On Time,1162,2,1-Aug-25,4,3,Client E,Approvers Person 3
ORD2273,Bhopal,North,Jaipur,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-Sep-25,14-Sep-25,On Time,871,2,1-Aug-25,4,3,Client I,Approvers Person 3
ORD2290,Ahmedabad,East,Bhiwandi,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-Sep-25,6-Sep-25,On Time,1171,2,1-Aug-25,4,3,Client C,Approvers Person 3
ORD2295,Ahmedabad,North,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,29-Aug-25,31-Aug-25,On Time,805,2,1-Aug-25,4,3,Client H,Approvers Person 3
ORD2297,Bangalore,East,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Sep-25,15-Sep-25,On Time,1447,2,1-Aug-25,4,3,Client F,Approvers Person 3
ORD2306,Kolkata,South,Pune,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Sep-25,8-Sep-25,On Time,577,2,1-Aug-25,4,3,Client H,Approvers Person 3
ORD2340,Ranchi,North,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,11-Sep-25,13-Sep-25,On Time,659,2,1-Aug-25,4,3,Client F,Approvers Person 3
ORD2378,Surat,West,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,31-Aug-25,2-Sep-25,On Time,656,2,1-Aug-25,4,3,Client C,Approvers Person 3
ORD2395,Bangalore,South,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,8-Sep-25,10-Sep-25,On Time,1348,2,1-Aug-25,4,3,Client C,Approvers Person 3
ORD2398,Nagpur,South,Valsad,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,2-Sep-25,4-Sep-25,On Time,824,2,1-Aug-25,4,3,Client F,Approvers Person 3
ORD2404,Kolkata,East,Pune,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,10-Sep-25,12-Sep-25,On Time,634,2,1-Aug-25,4,3,Client C,Approvers Person 3
ORD2411,Chennai,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Sep-25,7-Sep-25,On Time,522,2,1-Aug-25,4,3,Client G,Approvers Person 3
ORD2412,Guwahati,South,Ghaziabad,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Sep-25,15-Sep-25,On Time,450,2,1-Aug-25,4,3,Client B,Approvers Person 3
ORD2422,Ranchi,West,Mirzapur,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,10-Sep-25,12-Sep-25,On Time,318,2,1-Aug-25,4,3,Client G,Approvers Person 3
ORD2453,Ahmedabad,East,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,2-Sep-25,4-Sep-25,On Time,1404,2,1-Aug-25,4,3,Client D,Approvers Person 3
ORD2476,Bangalore,South,Haridwar,North,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Sep-25,18-Sep-25,On Time,1176,2,1-Aug-25,4,3,Client I,Approvers Person 3
ORD2477,Nagpur,North,Pune,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-Sep-25,6-Sep-25,On Time,393,2,1-Aug-25,4,3,Client A,Approvers Person 3
ORD2490,Guwahati,South,Indore,West,Dispatch,Approvers,Schedule Pickup or Delivery,2,29-Aug-25,31-Aug-25,On Time,1141,2,1-Aug-25,4,3,Client F,Approvers Person 3
ORD0131,Chandigarh,West,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-May-25,17-May-25,On Time,942,2,1-Apr-25,4,3,Client J,Approvers Person 2
ORD0132,Bhopal,South,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-May-25,6-May-25,Delay,940,2,1-Apr-25,4,3,Client F,Approvers Person 2
ORD0139,Nagpur,South,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-May-25,14-May-25,On Time,575,2,1-Apr-25,4,3,Client E,Approvers Person 2
ORD0183,Kolkata,West,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-May-25,18-May-25,Delay,1354,2,1-Apr-25,4,3,Client I,Approvers Person 2
ORD0197,Bangalore,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,8-May-25,10-May-25,On Time,611,2,1-Apr-25,4,3,Client E,Approvers Person 2
ORD0208,Bhopal,West,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,8-May-25,10-May-25,Delay,475,2,1-Apr-25,4,3,Client D,Approvers Person 2
ORD0219,Kolkata,South,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-May-25,18-May-25,On Time,630,2,1-Apr-25,4,3,Client F,Approvers Person 2
ORD0297,Bangalore,North,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-May-25,9-May-25,On Time,1446,2,1-Apr-25,4,3,Client C,Approvers Person 2
ORD0364,Bhopal,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-May-25,17-May-25,On Time,1048,2,1-Apr-25,4,3,Client F,Approvers Person 2
ORD0402,Chennai,West,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-May-25,6-May-25,On Time,502,2,1-Apr-25,4,3,Client F,Approvers Person 2
ORD0488,Surat,East,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-May-25,17-May-25,Delay,1231,2,1-Apr-25,4,3,Client C,Approvers Person 2
ORD0514,Surat,North,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-Jun-25,6-Jun-25,On Time,1000,2,1-May-25,4,3,Client E,Approvers Person 2
ORD0516,Bangalore,East,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,30-May-25,1-Jun-25,On Time,744,2,1-May-25,4,3,Client C,Approvers Person 2
ORD0618,Guwahati,North,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Jun-25,9-Jun-25,Delay,684,2,1-May-25,4,3,Client I,Approvers Person 2
ORD0651,Ranchi,West,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Jun-25,9-Jun-25,On Time,1105,2,1-May-25,4,3,Client C,Approvers Person 2
ORD0655,Kolkata,West,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Jun-25,18-Jun-25,On Time,979,2,1-May-25,4,3,Client B,Approvers Person 2
ORD0672,Chennai,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Jun-25,15-Jun-25,On Time,897,2,1-May-25,4,3,Client F,Approvers Person 2
ORD0676,Vishakhapatnam,North,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,31-May-25,2-Jun-25,Delay,534,2,1-May-25,4,3,Client G,Approvers Person 2
ORD0681,Bhopal,South,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-Jun-25,6-Jun-25,Delay,1373,2,1-May-25,4,3,Client E,Approvers Person 2
ORD0748,Bangalore,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,5-Jun-25,7-Jun-25,On Time,660,2,1-May-25,4,3,Client B,Approvers Person 2
ORD0770,Nagpur,North,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-Jun-25,14-Jun-25,On Time,875,2,1-May-25,4,3,Client A,Approvers Person 2
ORD0776,Ahmedabad,West,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,8-Jun-25,10-Jun-25,On Time,906,2,1-May-25,4,3,Client E,Approvers Person 2
ORD0857,Ahmedabad,East,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Jun-25,9-Jun-25,On Time,351,2,1-May-25,4,3,Client C,Approvers Person 2
ORD0907,Delhi,West,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jun-25,17-Jun-25,On Time,1380,2,1-May-25,4,3,Client A,Approvers Person 2
ORD0957,Chennai,East,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Jun-25,16-Jun-25,On Time,576,2,1-May-25,4,3,Client J,Approvers Person 2
ORD0958,Bhopal,North,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Jun-25,9-Jun-25,On Time,412,2,1-May-25,4,3,Client G,Approvers Person 2
ORD0971,Ahmedabad,North,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Jun-25,9-Jun-25,On Time,433,2,1-May-25,4,3,Client H,Approvers Person 2
ORD0992,Bhopal,West,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,1-Jun-25,3-Jun-25,On Time,551,2,1-May-25,4,3,Client E,Approvers Person 2
ORD1022,Delhi,East,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Jul-25,15-Jul-25,On Time,901,2,1-Jun-25,4,3,Client B,Approvers Person 2
ORD1089,Surat,North,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,18-Jul-25,20-Jul-25,Delay,1309,2,1-Jun-25,4,3,Client F,Approvers Person 2
ORD1091,Bhopal,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,4-Jul-25,6-Jul-25,Delay,410,2,1-Jun-25,4,3,Client A,Approvers Person 2
ORD1115,Bangalore,East,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,19-Jul-25,21-Jul-25,On Time,1042,2,1-Jun-25,4,3,Client H,Approvers Person 2
ORD1132,Ahmedabad,East,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Jul-25,18-Jul-25,On Time,763,2,1-Jun-25,4,3,Client G,Approvers Person 2
ORD1182,Ahmedabad,East,Hyderabad,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jul-25,17-Jul-25,On Time,462,2,1-Jun-25,4,3,Client C,Approvers Person 2
ORD1213,Delhi,South,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,7-Jul-25,9-Jul-25,On Time,724,2,1-Jun-25,4,3,Client G,Approvers Person 2
ORD1271,Chandigarh,West,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jul-25,17-Jul-25,Delay,978,2,1-Jun-25,4,3,Client E,Approvers Person 2
ORD1333,Delhi,South,Kolkata,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Jul-25,8-Jul-25,On Time,1415,2,1-Jun-25,4,3,Client H,Approvers Person 2
ORD1423,Mumbai,West,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,15-Jul-25,17-Jul-25,On Time,584,2,1-Jun-25,4,3,Client G,Approvers Person 2
ORD1426,Vishakhapatnam,South,Raipur,East,Dispatch,Approvers,Schedule Pickup or Delivery,2,13-Jul-25,15-Jul-25,Delay,506,2,1-Jun-25,4,3,Client J,Approvers Person 2
ORD1433,Kolkata,East,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,6-Jul-25,8-Jul-25,On Time,555,2,1-Jun-25,4,3,Client F,Approvers Person 2
ORD1457,Delhi,West,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-Jul-25,14-Jul-25,On Time,1086,2,1-Jun-25,4,3,Client J,Approvers Person 2
ORD1481,Mumbai,North,Kerala,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,14-Jul-25,16-Jul-25,On Time,1496,2,1-Jun-25,4,3,Client G,Approvers Person 2
ORD1534,Kolkata,North,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,12-Aug-25,14-Aug-25,On Time,685,2,1-Jul-25,4,3,Client C,Approvers Person 2
ORD1584,Ranchi,South,Bangalore,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,16-Aug-25,18-Aug-25,On Time,398,2,1-Jul-25,4,3,Client G,Approvers Person 2
ORD1594,Chennai,North,Chennai,South,Dispatch,Approvers,Schedule Pickup or Delivery,2,31-Jul-25,2-Aug-25,Delay,574,2,1-Jul-25,4,3,Client E,Approvers Person 2
