Container_ID,TEU_Size,Cargo_Type,Entry_Date,Exit_Date,Expected_Exit_Date,Dwell_Time_Days,On_Time,Occupied_TEU
CNT04076,2,Hazardous,2025-07-15,2025-07-16,2025-07-20,1,True,2
CNT04077,2,Hazardous,2025-08-19,2025-08-23,2025-08-24,4,True,2
CNT04078,2,General,2025-08-01,2025-08-13,2025-08-06,12,False,2
CNT04079,2,Hazardous,2025-04-16,2025-04-24,2025-04-21,8,False,2
CNT04080,2,General,2025-04-23,2025-04-27,2025-04-28,4,True,2
CNT04081,2,Reefer,2025-06-11,2025-06-12,2025-06-16,1,True,2
CNT04082,2,General,2025-07-08,2025-07-13,2025-07-13,5,True,2
CNT04083,2,Hazardous,2025-05-06,2025-05-12,2025-05-11,6,False,2
CNT04084,2,Tank,2025-07-17,2025-08-01,2025-07-22,15,False,2
CNT04085,2,General,2025-05-22,2025-05-29,2025-05-27,7,False,2
CNT04086,2,General,2025-09-12,2025-10-02,2025-09-17,20,False,2
CNT04087,2,General,2025-08-13,2025-08-20,2025-08-18,7,False,2
CNT04088,2,General,2025-06-03,2025-06-08,2025-06-08,5,True,2
CNT04089,2,Reefer,2025-09-09,2025-09-16,2025-09-14,7,False,2
CNT04090,2,General,2025-08-18,2025-08-23,2025-08-23,5,True,2
CNT04091,2,General,2025-04-05,2025-04-21,2025-04-10,16,False,2
CNT04092,2,Tank,2025-07-07,2025-07-13,2025-07-12,6,False,2
CNT04093,2,Tank,2025-07-01,2025-07-07,2025-07-06,6,False,2
CNT04094,2,General,2025-08-01,2025-08-04,2025-08-06,3,True,2
CNT04095,2,Hazardous,2025-08-18,2025-08-20,2025-08-23,2,True,2
CNT04096,2,General,2025-08-03,2025-08-13,2025-08-08,10,False,2
CNT04097,2,Tank,2025-06-28,2025-07-02,2025-07-03,4,True,2
CNT04098,2,General,2025-08-23,2025-08-27,2025-08-28,4,True,2
CNT04099,2,Reefer,2025-08-07,2025-08-18,2025-08-12,11,False,2
CNT04100,2,Tank,2025-06-22,2025-07-01,2025-06-27,9,False,2
CNT04101,2,General,2025-07-09,2025-07-12,2025-07-14,3,True,2
CNT04102,2,Tank,2025-06-09,2025-06-21,2025-06-14,12,False,2
CNT04103,2,General,2025-05-17,2025-05-20,2025-05-22,3,True,2
CNT04104,2,Reefer,2025-04-07,2025-04-18,2025-04-12,11,False,2
CNT04105,2,General,2025-06-21,2025-06-23,2025-06-26,2,True,2
CNT04106,2,Tank,2025-08-31,2025-09-19,2025-09-05,19,False,2
CNT04107,2,General,2025-05-27,2025-05-28,2025-06-01,1,True,2
CNT04108,2,Tank,2025-04-08,2025-04-11,2025-04-13,3,True,2
CNT04109,2,Tank,2025-06-11,2025-06-18,2025-06-16,7,False,2
CNT04110,2,General,2025-04-15,2025-04-18,2025-04-20,3,True,2
CNT04111,2,General,2025-07-30,2025-08-07,2025-08-04,8,False,2
CNT04112,2,General,2025-08-14,2025-08-27,2025-08-19,13,False,2
CNT04113,2,Tank,2025-07-01,2025-07-02,2025-07-06,1,True,2
CNT04114,2,Hazardous,2025-08-28,2025-08-31,2025-09-02,3,True,2
CNT04115,2,Reefer,2025-05-30,2025-06-16,2025-06-04,17,False,2
CNT04116,2,General,2025-05-11,2025-05-27,2025-05-16,16,False,2
CNT04117,2,Reefer,2025-04-26,2025-04-30,2025-05-01,4,True,2
CNT04118,2,Hazardous,2025-06-03,2025-06-05,2025-06-08,2,True,2
CNT04119,2,Reefer,2025-09-16,2025-09-28,2025-09-21,12,False,2
CNT04120,2,General,2025-06-01,2025-06-05,2025-06-06,4,True,2
CNT04121,2,Reefer,2025-06-08,2025-06-12,2025-06-13,4,True,2
CNT04122,2,Hazardous,2025-08-15,2025-08-29,2025-08-20,14,False,2
CNT04123,2,Reefer,2025-04-15,2025-04-17,2025-04-20,2,True,2
CNT04124,2,Reefer,2025-05-27,2025-05-29,2025-06-01,2,True,2
CNT04125,2,General,2025-08-26,2025-08-31,2025-08-31,5,True,2
CNT04126,2,General,2025-07-09,2025-07-16,2025-07-14,7,False,2
CNT04127,2,Tank,2025-06-30,2025-07-15,2025-07-05,15,False,2
CNT04128,2,Tank,2025-05-15,2025-05-21,2025-05-20,6,False,2
CNT04129,2,Tank,2025-05-16,2025-05-19,2025-05-21,3,True,2
CNT04130,2,General,2025-05-31,2025-06-04,2025-06-05,4,True,2
CNT04131,2,General,2025-08-30,2025-09-10,2025-09-04,11,False,2
CNT04132,2,Hazardous,2025-06-21,2025-06-22,2025-06-26,1,True,2
CNT04133,2,General,2025-09-26,2025-10-03,2025-10-01,7,False,2
CNT04134,2,General,2025-07-01,2025-07-17,2025-07-06,16,False,2
CNT04135,2,Tank,2025-08-30,2025-09-13,2025-09-04,14,False,2
CNT04136,2,Tank,2025-04-08,2025-04-10,2025-04-13,2,True,2
CNT04137,2,Tank,2025-09-28,2025-10-02,2025-10-03,4,True,2
CNT04138,2,Reefer,2025-09-27,2025-10-05,2025-10-02,8,False,2
CNT04139,2,Hazardous,2025-06-30,2025-07-28,2025-07-05,28,False,2
CNT04140,2,Tank,2025-08-24,2025-08-31,2025-08-29,7,False,2
CNT04141,2,General,2025-08-23,2025-08-27,2025-08-28,4,True,2
CNT04142,2,Reefer,2025-05-07,2025-05-14,2025-05-12,7,False,2
CNT04143,2,General,2025-08-23,2025-09-06,2025-08-28,14,False,2
CNT04144,2,General,2025-05-19,2025-06-02,2025-05-24,14,False,2
CNT04145,2,Tank,2025-08-05,2025-08-10,2025-08-10,5,True,2
CNT04146,2,Tank,2025-08-17,2025-08-20,2025-08-22,3,True,2
CNT04147,2,General,2025-06-19,2025-06-23,2025-06-24,4,True,2
CNT04148,2,General,2025-05-15,2025-05-19,2025-05-20,4,True,2
CNT04149,2,General,2025-08-04,2025-08-07,2025-08-09,3,True,2
CNT04150,2,General,2025-04-10,2025-04-25,2025-04-15,15,False,2
CNT04151,2,Reefer,2025-04-24,2025-05-07,2025-04-29,13,False,2
CNT04152,2,General,2025-04-15,2025-05-02,2025-04-20,17,False,2
CNT04153,2,Hazardous,2025-05-30,2025-05-31,2025-06-04,1,True,2
CNT04154,2,Hazardous,2025-09-02,2025-09-03,2025-09-07,1,True,2
CNT04155,2,General,2025-05-27,2025-05-28,2025-06-01,1,True,2
CNT04156,2,Reefer,2025-04-06,2025-04-08,2025-04-11,2,True,2
CNT04157,2,General,2025-08-13,2025-08-20,2025-08-18,7,False,2
CNT04158,2,General,2025-08-01,2025-08-04,2025-08-06,3,True,2
CNT04159,2,Hazardous,2025-04-01,2025-04-03,2025-04-06,2,True,2
CNT04160,2,Hazardous,2025-06-24,2025-06-27,2025-06-29,3,True,2
CNT04161,2,General,2025-09-05,2025-09-06,2025-09-10,1,True,2
CNT04162,2,General,2025-05-22,2025-05-24,2025-05-27,2,True,2
CNT04163,2,General,2025-05-04,2025-05-19,2025-05-09,15,False,2
CNT04164,2,Reefer,2025-06-27,2025-07-02,2025-07-02,5,True,2
CNT04165,2,Tank,2025-05-16,2025-05-19,2025-05-21,3,True,2
CNT04166,2,Hazardous,2025-06-22,2025-06-26,2025-06-27,4,True,2
CNT04167,2,Reefer,2025-04-16,2025-04-19,2025-04-21,3,True,2
CNT04168,2,Tank,2025-04-06,2025-04-10,2025-04-11,4,True,2
CNT04169,2,General,2025-05-08,2025-05-21,2025-05-13,13,False,2
CNT04170,2,General,2025-08-29,2025-09-06,2025-09-03,8,False,2
CNT04171,2,Reefer,2025-09-28,2025-10-06,2025-10-03,8,False,2
CNT04172,2,Tank,2025-05-07,2025-05-11,2025-05-12,4,True,2
CNT04173,2,General,2025-04-29,2025-05-06,2025-05-04,7,False,2
CNT04174,2,Hazardous,2025-08-13,2025-09-06,2025-08-18,24,False,2
CNT04175,2,General,2025-07-03,2025-07-06,2025-07-08,3,True,2
CNT04176,2,General,2025-04-19,2025-04-28,2025-04-24,9,False,2
CNT04177,2,Tank,2025-07-05,2025-07-12,2025-07-10,7,False,2
CNT04178,2,Reefer,2025-09-28,2025-10-04,2025-10-03,6,False,2
CNT04179,2,General,2025-09-17,2025-09-18,2025-09-22,1,True,2
CNT04180,2,Tank,2025-07-11,2025-07-12,2025-07-16,1,True,2
CNT04181,2,Tank,2025-08-29,2025-09-06,2025-09-03,8,False,2
CNT04182,2,General,2025-04-26,2025-05-14,2025-05-01,18,False,2
CNT04183,2,Tank,2025-06-26,2025-06-29,2025-07-01,3,True,2
CNT04184,2,Hazardous,2025-06-17,2025-06-27,2025-06-22,10,False,2
CNT04185,2,Reefer,2025-06-22,2025-06-26,2025-06-27,4,True,2
CNT04186,2,Hazardous,2025-05-05,2025-05-09,2025-05-10,4,True,2
CNT04187,2,Reefer,2025-05-11,2025-05-28,2025-05-16,17,False,2
CNT04188,2,General,2025-07-21,2025-07-25,2025-07-26,4,True,2
CNT04189,2,Hazardous,2025-09-11,2025-09-16,2025-09-16,5,True,2
CNT04190,2,Hazardous,2025-08-03,2025-08-18,2025-08-08,15,False,2
CNT04191,2,General,2025-09-14,2025-09-17,2025-09-19,3,True,2
CNT04192,2,Hazardous,2025-06-21,2025-06-27,2025-06-26,6,False,2
CNT04193,2,Reefer,2025-05-15,2025-05-25,2025-05-20,10,False,2
CNT04194,2,General,2025-08-22,2025-08-31,2025-08-27,9,False,2
CNT04195,2,Tank,2025-09-25,2025-10-06,2025-09-30,11,False,2
CNT04196,2,General,2025-09-05,2025-09-14,2025-09-10,9,False,2
CNT04197,2,Hazardous,2025-07-01,2025-07-09,2025-07-06,8,False,2
CNT04198,2,General,2025-05-28,2025-06-08,2025-06-02,11,False,2
CNT04199,2,General,2025-09-18,2025-09-24,2025-09-23,6,False,2
CNT04200,2,General,2025-08-29,2025-09-01,2025-09-03,3,True,2
CNT04201,2,General,2025-05-15,2025-05-27,2025-05-20,12,False,2
CNT04202,2,Reefer,2025-07-06,2025-07-13,2025-07-11,7,False,2
CNT04203,2,Tank,2025-06-18,2025-06-23,2025-06-23,5,True,2
CNT04204,2,Reefer,2025-09-24,2025-10-02,2025-09-29,8,False,2
CNT04205,2,General,2025-06-15,2025-06-17,2025-06-20,2,True,2
CNT04206,2,Tank,2025-05-03,2025-05-08,2025-05-08,5,True,2
CNT04207,2,General,2025-05-16,2025-05-23,2025-05-21,7,False,2
CNT04208,2,Hazardous,2025-04-01,2025-04-09,2025-04-06,8,False,2
CNT04209,2,General,2025-09-27,2025-09-29,2025-10-02,2,True,2
CNT04210,2,Tank,2025-08-25,2025-08-29,2025-08-30,4,True,2
CNT04211,2,Hazardous,2025-07-10,2025-07-13,2025-07-15,3,True,2
CNT04212,2,General,2025-08-24,2025-08-28,2025-08-29,4,True,2
CNT04213,2,Hazardous,2025-04-09,2025-04-18,2025-04-14,9,False,2
CNT04214,2,Reefer,2025-05-17,2025-06-01,2025-05-22,15,False,2
CNT04215,2,General,2025-09-02,2025-09-04,2025-09-07,2,True,2
CNT04216,2,General,2025-06-21,2025-06-29,2025-06-26,8,False,2
CNT04217,2,General,2025-09-04,2025-09-14,2025-09-09,10,False,2
CNT04218,2,General,2025-05-27,2025-05-30,2025-06-01,3,True,2
CNT04219,2,Tank,2025-09-11,2025-09-27,2025-09-16,16,False,2
CNT04220,2,General,2025-08-23,2025-08-27,2025-08-28,4,True,2
CNT04221,2,Tank,2025-04-27,2025-05-05,2025-05-02,8,False,2
CNT04222,2,Tank,2025-08-06,2025-08-15,2025-08-11,9,False,2
CNT04223,2,General,2025-05-07,2025-05-14,2025-05-12,7,False,2
CNT04224,2,General,2025-06-24,2025-06-30,2025-06-29,6,False,2
CNT04225,2,Tank,2025-04-20,2025-04-24,2025-04-25,4,True,2
CNT04226,2,Tank,2025-05-31,2025-06-05,2025-06-05,5,True,2
CNT04227,2,Tank,2025-06-28,2025-07-02,2025-07-03,4,True,2
CNT04228,2,Tank,2025-06-21,2025-06-28,2025-06-26,7,False,2
CNT04229,2,Hazardous,2025-05-13,2025-05-16,2025-05-18,3,True,2
CNT04230,2,Tank,2025-09-10,2025-09-14,2025-09-15,4,True,2
CNT04231,2,General,2025-04-23,2025-04-30,2025-04-28,7,False,2
CNT04232,2,Hazardous,2025-09-19,2025-10-03,2025-09-24,14,False,2
CNT04233,2,General,2025-09-11,2025-09-27,2025-09-16,16,False,2
CNT04234,2,General,2025-06-25,2025-07-04,2025-06-30,9,False,2
CNT04235,2,General,2025-07-24,2025-08-04,2025-07-29,11,False,2
CNT04236,2,Tank,2025-04-03,2025-04-08,2025-04-08,5,True,2
CNT04237,2,Tank,2025-06-07,2025-06-09,2025-06-12,2,True,2
CNT04238,2,General,2025-05-24,2025-06-08,2025-05-29,15,False,2
CNT04239,2,Tank,2025-06-03,2025-06-13,2025-06-08,10,False,2
CNT04240,2,General,2025-09-25,2025-09-26,2025-09-30,1,True,2
CNT04241,2,Tank,2025-04-18,2025-04-21,2025-04-23,3,True,2
CNT04242,2,Hazardous,2025-06-29,2025-07-01,2025-07-04,2,True,2
CNT04243,2,General,2025-06-05,2025-06-23,2025-06-10,18,False,2
CNT04244,2,Tank,2025-04-28,2025-05-01,2025-05-03,3,True,2
CNT04245,2,Reefer,2025-04-01,2025-04-06,2025-04-06,5,True,2
CNT04246,2,Tank,2025-04-13,2025-04-15,2025-04-18,2,True,2
CNT04247,2,General,2025-07-08,2025-07-15,2025-07-13,7,False,2
CNT04248,2,Reefer,2025-07-22,2025-07-26,2025-07-27,4,True,2
CNT04249,2,Tank,2025-07-17,2025-07-18,2025-07-22,1,True,2
CNT04250,2,Tank,2025-05-13,2025-05-17,2025-05-18,4,True,2
CNT04251,2,General,2025-07-15,2025-07-20,2025-07-20,5,True,2
CNT04252,2,Tank,2025-08-05,2025-08-07,2025-08-10,2,True,2
CNT04253,2,Reefer,2025-07-06,2025-07-09,2025-07-11,3,True,2
CNT04254,2,Tank,2025-06-29,2025-07-10,2025-07-04,11,False,2
CNT04255,2,General,2025-08-18,2025-08-21,2025-08-23,3,True,2
CNT04256,2,Reefer,2025-07-06,2025-07-14,2025-07-11,8,False,2
CNT04257,2,Hazardous,2025-04-26,2025-04-29,2025-05-01,3,True,2
CNT04258,2,Reefer,2025-08-01,2025-08-07,2025-08-06,6,False,2
CNT04259,2,General,2025-08-26,2025-09-01,2025-08-31,6,False,2
CNT04260,2,Reefer,2025-09-14,2025-09-18,2025-09-19,4,True,2
CNT04261,2,General,2025-09-23,2025-10-02,2025-09-28,9,False,2
CNT04262,2,General,2025-05-28,2025-06-07,2025-06-02,10,False,2
CNT04263,2,Hazardous,2025-05-12,2025-05-25,2025-05-17,13,False,2
CNT04264,2,General,2025-07-25,2025-07-31,2025-07-30,6,False,2
CNT04265,2,General,2025-04-19,2025-05-01,2025-04-24,12,False,2
CNT04266,2,Reefer,2025-04-09,2025-04-20,2025-04-14,11,False,2
CNT04267,2,Hazardous,2025-06-15,2025-06-26,2025-06-20,11,False,2
CNT04268,2,Reefer,2025-04-06,2025-04-22,2025-04-11,16,False,2
CNT04269,2,Hazardous,2025-06-21,2025-06-26,2025-06-26,5,True,2
CNT04270,2,General,2025-06-06,2025-06-09,2025-06-11,3,True,2
CNT04271,2,Tank,2025-04-27,2025-05-08,2025-05-02,11,False,2
CNT04272,2,General,2025-04-19,2025-05-04,2025-04-24,15,False,2
CNT04273,2,General,2025-06-27,2025-06-29,2025-07-02,2,True,2
CNT04274,2,Tank,2025-05-14,2025-05-23,2025-05-19,9,False,2
CNT04275,2,Hazardous,2025-07-06,2025-07-21,2025-07-11,15,False,2
CNT04276,2,Tank,2025-05-12,2025-06-01,2025-05-17,20,False,2
CNT04277,2,General,2025-04-20,2025-04-23,2025-04-25,3,True,2
CNT04278,2,General,2025-08-19,2025-08-22,2025-08-24,3,True,2
CNT04279,2,General,2025-04-24,2025-05-06,2025-04-29,12,False,2
CNT04280,2,General,2025-06-26,2025-06-29,2025-07-01,3,True,2
CNT04281,2,General,2025-08-31,2025-09-02,2025-09-05,2,True,2
CNT04282,2,General,2025-09-05,2025-09-09,2025-09-10,4,True,2
CNT04283,2,Hazardous,2025-08-02,2025-08-27,2025-08-07,25,False,2
CNT04284,2,General,2025-09-28,2025-10-04,2025-10-03,6,False,2
CNT04285,2,Hazardous,2025-04-08,2025-04-14,2025-04-13,6,False,2
CNT04286,2,Tank,2025-07-20,2025-07-22,2025-07-25,2,True,2
CNT04287,2,Hazardous,2025-09-15,2025-09-17,2025-09-20,2,True,2
CNT04288,2,Reefer,2025-05-13,2025-06-01,2025-05-18,19,False,2
CNT04289,2,Hazardous,2025-09-03,2025-09-06,2025-09-08,3,True,2
CNT04290,2,Tank,2025-07-21,2025-07-24,2025-07-26,3,True,2
CNT04291,2,Reefer,2025-05-11,2025-05-22,2025-05-16,11,False,2
CNT04292,2,General,2025-04-14,2025-04-18,2025-04-19,4,True,2
CNT04293,2,General,2025-04-26,2025-05-01,2025-05-01,5,True,2
CNT04294,2,Reefer,2025-06-24,2025-06-28,2025-06-29,4,True,2
CNT04295,2,General,2025-05-23,2025-05-25,2025-05-28,2,True,2
CNT04296,2,General,2025-05-19,2025-06-04,2025-05-24,16,False,2
CNT04297,2,Hazardous,2025-07-14,2025-07-17,2025-07-19,3,True,2
CNT04298,2,Tank,2025-09-26,2025-10-02,2025-10-01,6,False,2
CNT04299,2,Tank,2025-08-20,2025-08-22,2025-08-25,2,True,2
CNT04300,2,Reefer,2025-08-17,2025-08-21,2025-08-22,4,True,2
CNT04301,2,Tank,2025-06-07,2025-06-20,2025-06-12,13,False,2
CNT04302,2,Reefer,2025-09-17,2025-09-29,2025-09-22,12,False,2
CNT04303,2,General,2025-06-12,2025-06-13,2025-06-17,1,True,2
CNT04304,2,General,2025-06-16,2025-06-20,2025-06-21,4,True,2
CNT04305,2,Tank,2025-05-31,2025-06-09,2025-06-05,9,False,2
CNT04306,2,Tank,2025-04-25,2025-04-26,2025-04-30,1,True,2
CNT04307,2,Hazardous,2025-04-13,2025-04-17,2025-04-18,4,True,2
CNT04308,2,General,2025-07-10,2025-07-14,2025-07-15,4,True,2
CNT04309,2,General,2025-08-25,2025-08-29,2025-08-30,4,True,2
CNT04310,2,Tank,2025-08-19,2025-08-24,2025-08-24,5,True,2
CNT04311,2,General,2025-08-04,2025-08-05,2025-08-09,1,True,2
CNT04312,2,General,2025-05-10,2025-05-14,2025-05-15,4,True,2
CNT04313,2,General,2025-04-14,2025-04-17,2025-04-19,3,True,2
CNT04314,2,Tank,2025-07-02,2025-07-14,2025-07-07,12,False,2
CNT04315,2,General,2025-04-01,2025-04-03,2025-04-06,2,True,2
CNT04316,2,Hazardous,2025-07-19,2025-07-24,2025-07-24,5,True,2
CNT04317,2,General,2025-04-23,2025-04-30,2025-04-28,7,False,2
CNT04318,2,Hazardous,2025-06-15,2025-06-20,2025-06-20,5,True,2
CNT04319,2,Tank,2025-09-17,2025-09-21,2025-09-22,4,True,2
CNT04320,2,General,2025-09-08,2025-09-14,2025-09-13,6,False,2
CNT04321,2,Hazardous,2025-09-01,2025-09-04,2025-09-06,3,True,2
CNT04322,2,Hazardous,2025-08-01,2025-08-05,2025-08-06,4,True,2
CNT04323,2,Hazardous,2025-05-22,2025-06-09,2025-05-27,18,False,2
CNT04324,2,Hazardous,2025-04-25,2025-04-30,2025-04-30,5,True,2
CNT04325,2,General,2025-04-07,2025-04-11,2025-04-12,4,True,2
CNT04326,2,Tank,2025-05-23,2025-05-29,2025-05-28,6,False,2
CNT04327,2,Reefer,2025-05-14,2025-05-22,2025-05-19,8,False,2
CNT04328,2,Tank,2025-09-11,2025-09-22,2025-09-16,11,False,2
CNT04329,2,Reefer,2025-06-14,2025-06-20,2025-06-19,6,False,2
CNT04330,2,General,2025-04-21,2025-04-23,2025-04-26,2,True,2
CNT04331,2,Reefer,2025-07-31,2025-08-03,2025-08-05,3,True,2
CNT04332,2,Hazardous,2025-04-30,2025-05-07,2025-05-05,7,False,2
CNT04333,2,Hazardous,2025-06-18,2025-06-27,2025-06-23,9,False,2
CNT04334,2,Reefer,2025-07-11,2025-07-17,2025-07-16,6,False,2
CNT04335,2,Tank,2025-07-30,2025-08-09,2025-08-04,10,False,2
CNT04336,2,Tank,2025-08-04,2025-08-14,2025-08-09,10,False,2
CNT04337,2,Hazardous,2025-09-17,2025-09-22,2025-09-22,5,True,2
CNT04338,2,General,2025-06-07,2025-06-09,2025-06-12,2,True,2
CNT04339,2,Reefer,2025-04-24,2025-04-27,2025-04-29,3,True,2
CNT04340,2,Reefer,2025-09-12,2025-09-25,2025-09-17,13,False,2
CNT04341,2,Tank,2025-08-18,2025-08-27,2025-08-23,9,False,2
CNT04342,2,Hazardous,2025-07-09,2025-07-11,2025-07-14,2,True,2
CNT04343,2,General,2025-05-18,2025-05-23,2025-05-23,5,True,2
CNT04344,2,Tank,2025-07-04,2025-07-06,2025-07-09,2,True,2
CNT04345,2,Reefer,2025-07-07,2025-07-14,2025-07-12,7,False,2
CNT04346,2,Hazardous,2025-07-04,2025-07-14,2025-07-09,10,False,2
CNT04347,2,Hazardous,2025-05-18,2025-05-22,2025-05-23,4,True,2
CNT04348,2,Reefer,2025-07-24,2025-08-04,2025-07-29,11,False,2
CNT04349,2,General,2025-04-12,2025-04-15,2025-04-17,3,True,2
CNT04350,2,Reefer,2025-06-07,2025-06-12,2025-06-12,5,True,2
CNT04351,2,General,2025-07-22,2025-07-25,2025-07-27,3,True,2
CNT04352,2,General,2025-07-29,2025-08-07,2025-08-03,9,False,2
CNT04353,2,Tank,2025-06-07,2025-06-16,2025-06-12,9,False,2
CNT04354,2,General,2025-05-28,2025-06-07,2025-06-02,10,False,2
CNT04355,2,General,2025-06-08,2025-06-24,2025-06-13,16,False,2
CNT04356,2,Hazardous,2025-08-23,2025-09-02,2025-08-28,10,False,2
CNT04357,2,General,2025-04-16,2025-04-30,2025-04-21,14,False,2
CNT04358,2,Hazardous,2025-05-09,2025-05-15,2025-05-14,6,False,2
CNT04359,2,Tank,2025-09-26,2025-09-29,2025-10-01,3,True,2
CNT04360,2,Hazardous,2025-09-18,2025-09-22,2025-09-23,4,True,2
CNT04361,2,General,2025-04-25,2025-04-29,2025-04-30,4,True,2
CNT04362,2,Reefer,2025-04-22,2025-05-01,2025-04-27,9,False,2
CNT04363,2,General,2025-09-19,2025-09-27,2025-09-24,8,False,2
CNT04364,2,Hazardous,2025-06-28,2025-07-01,2025-07-03,3,True,2
CNT04365,2,Reefer,2025-08-17,2025-08-26,2025-08-22,9,False,2
CNT04366,2,Reefer,2025-07-15,2025-07-23,2025-07-20,8,False,2
CNT04367,2,General,2025-08-29,2025-08-30,2025-09-03,1,True,2
CNT04368,2,Hazardous,2025-05-29,2025-06-09,2025-06-03,11,False,2
CNT04369,2,General,2025-08-20,2025-09-09,2025-08-25,20,False,2
CNT04370,2,General,2025-04-16,2025-05-01,2025-04-21,15,False,2
CNT04371,2,General,2025-07-09,2025-07-24,2025-07-14,15,False,2
CNT04372,2,General,2025-08-12,2025-08-21,2025-08-17,9,False,2
CNT04373,2,General,2025-07-17,2025-07-20,2025-07-22,3,True,2
CNT04374,2,Tank,2025-08-16,2025-08-21,2025-08-21,5,True,2
CNT04375,2,Tank,2025-09-23,2025-09-27,2025-09-28,4,True,2
CNT04376,2,General,2025-07-31,2025-08-03,2025-08-05,3,True,2
CNT04377,2,Hazardous,2025-08-25,2025-08-26,2025-08-30,1,True,2
CNT04378,2,Tank,2025-05-31,2025-06-05,2025-06-05,5,True,2
CNT04379,2,Hazardous,2025-07-31,2025-08-02,2025-08-05,2,True,2
CNT04380,2,Tank,2025-06-16,2025-06-28,2025-06-21,12,False,2
CNT04381,2,General,2025-04-21,2025-04-24,2025-04-26,3,True,2
CNT04382,2,Tank,2025-07-11,2025-07-18,2025-07-16,7,False,2
CNT04383,2,Hazardous,2025-04-09,2025-04-13,2025-04-14,4,True,2
CNT04384,2,Tank,2025-08-07,2025-08-23,2025-08-12,16,False,2
CNT04385,2,Reefer,2025-08-25,2025-09-01,2025-08-30,7,False,2
CNT04386,2,General,2025-08-11,2025-08-15,2025-08-16,4,True,2
CNT04387,2,General,2025-08-25,2025-09-04,2025-08-30,10,False,2
CNT04388,2,Reefer,2025-09-21,2025-10-05,2025-09-26,14,False,2
CNT04389,2,Hazardous,2025-09-06,2025-09-11,2025-09-11,5,True,2
CNT04390,2,Hazardous,2025-05-08,2025-05-26,2025-05-13,18,False,2
CNT04391,2,General,2025-05-01,2025-05-04,2025-05-06,3,True,2
CNT04392,2,Hazardous,2025-07-24,2025-08-19,2025-07-29,26,False,2
CNT04393,2,Tank,2025-05-15,2025-05-18,2025-05-20,3,True,2
CNT04394,2,Tank,2025-05-13,2025-05-17,2025-05-18,4,True,2
CNT04395,2,General,2025-05-25,2025-06-07,2025-05-30,13,False,2
CNT04396,2,Tank,2025-05-20,2025-05-22,2025-05-25,2,True,2
CNT04397,2,Hazardous,2025-05-03,2025-05-04,2025-05-08,1,True,2
CNT04398,2,General,2025-04-11,2025-04-15,2025-04-16,4,True,2
CNT04399,2,General,2025-07-18,2025-07-24,2025-07-23,6,False,2
CNT04400,2,Reefer,2025-04-21,2025-04-22,2025-04-26,1,True,2
CNT04401,2,Tank,2025-09-22,2025-10-08,2025-09-27,16,False,2
CNT04402,2,Reefer,2025-07-21,2025-07-28,2025-07-26,7,False,2
CNT04403,2,Tank,2025-05-22,2025-05-25,2025-05-27,3,True,2
CNT04404,2,Hazardous,2025-09-08,2025-09-11,2025-09-13,3,True,2
CNT04405,2,Reefer,2025-05-08,2025-06-08,2025-05-13,31,False,2
CNT04406,2,General,2025-08-31,2025-09-04,2025-09-05,4,True,2
CNT04407,2,General,2025-06-06,2025-06-14,2025-06-11,8,False,2
CNT04408,2,General,2025-06-21,2025-06-26,2025-06-26,5,True,2
CNT04409,2,General,2025-04-18,2025-04-22,2025-04-23,4,True,2
CNT04410,2,General,2025-04-23,2025-04-24,2025-04-28,1,True,2
CNT04411,2,Hazardous,2025-07-09,2025-07-11,2025-07-14,2,True,2
CNT04412,2,Reefer,2025-08-21,2025-08-25,2025-08-26,4,True,2
CNT04413,2,Hazardous,2025-07-11,2025-07-13,2025-07-16,2,True,2
CNT04414,2,General,2025-08-20,2025-08-26,2025-08-25,6,False,2
CNT04415,2,General,2025-06-23,2025-06-27,2025-06-28,4,True,2
CNT04416,2,Hazardous,2025-06-10,2025-06-12,2025-06-15,2,True,2
CNT04417,2,Hazardous,2025-08-12,2025-08-28,2025-08-17,16,False,2
CNT04418,2,General,2025-07-27,2025-07-30,2025-08-01,3,True,2
CNT04419,2,General,2025-04-04,2025-04-30,2025-04-09,26,False,2
CNT04420,2,General,2025-09-27,2025-10-11,2025-10-02,14,False,2
CNT04421,2,General,2025-09-07,2025-09-08,2025-09-12,1,True,2
CNT04422,2,Tank,2025-08-29,2025-09-06,2025-09-03,8,False,2
CNT04423,2,General,2025-08-12,2025-08-17,2025-08-17,5,True,2
CNT04424,2,General,2025-07-17,2025-07-19,2025-07-22,2,True,2
CNT04425,2,Tank,2025-04-29,2025-05-06,2025-05-04,7,False,2
CNT04426,2,Hazardous,2025-07-16,2025-07-29,2025-07-21,13,False,2
CNT04427,2,Tank,2025-05-09,2025-05-16,2025-05-14,7,False,2
CNT04428,2,General,2025-05-08,2025-05-09,2025-05-13,1,True,2
CNT04429,2,Tank,2025-08-24,2025-09-03,2025-08-29,10,False,2
CNT04430,2,General,2025-08-29,2025-09-02,2025-09-03,4,True,2
CNT04431,2,General,2025-08-28,2025-08-29,2025-09-02,1,True,2
CNT04432,2,Reefer,2025-04-26,2025-05-03,2025-05-01,7,False,2
CNT04433,2,General,2025-04-28,2025-05-17,2025-05-03,19,False,2
CNT04434,2,General,2025-08-23,2025-08-31,2025-08-28,8,False,2
