Market,City,Item Name,CFS,Delivery Date,Route,Container Type,Utilization (%),Planned Start Date,Planned Start Time,Actual Start Date,Actual Start Time,ETA Date,ETA Time,Actual Delivery Date,Actual Delivery Time,Delay (minutes),Deviation Status,Route Allocation,Mode of Transport,Total Delivery Time (hrs),Client Name,Vehicle ID,ETA DateTime,Route Deviation (%)
JH001047,Bokaro,PSC-LPP,"Patna, Karnataka",2025-06-27,"Route: Patna, Karnataka Ã‚Â¢ Bokaro via NH-64",TEU,69.5,2025-06-01,11:26:00,2025-06-01,12:37:00,2025-06-01,18:26:00,2025-06-01,18:26:00,00:00:00,On time,NH-64,road,5.81666666666666,HUL,VEH0238,2025-06-01 18:26:00,0.0
MP021121,Indore,Perfect Plus,"Pune, Telangana",2025-06-12,"Route: Pune, Telangana Ã‚Â¢ Indore via NH-64",TEU,93.0,2025-06-01,19:16:00,2025-06-01,19:28:00,2025-06-03,14:16:00,2025-06-03,14:16:00,00:00:00,On time,NH-64,road,42.8,Metro Cash & Carry,VEH0241,2025-06-03 14:16:00,0.0
MP038026,Satna,Samrat,"Kochi, Bihar",2025-06-09,"Route: Kochi, Bihar Ã‚Â¢ Satna via NH-64",TEU,72.0,2025-06-01,15:53:00,2025-06-01,15:58:00,2025-06-02,10:53:00,2025-06-02,10:53:00,00:00:00,On time,NH-64,road,18.9166666666666,Amazon India,VEH0247,2025-06-02 10:53:00,0.0
MP048009,Ujjain,Perfect Plus,"Mangalore, Telangana",2025-06-25,"Route: Mangalore, Telangana Ã‚Â¢ Ujjain via NH-64",FEU,85.5,2025-06-01,16:56:00,2025-06-01,17:54:00,2025-06-02,11:56:00,2025-06-02,11:56:00,00:00:00,On time,NH-64,road,18.0333333333333,DMart,VEH0212,2025-06-02 11:56:00,0.0
MP050012,Vidisha,Perfect Plus,"Bhopal, Uttar Pradesh",2025-06-04,"Route: Bhopal, Uttar Pradesh Ã‚Â¢ Vidisha via NH-64",TEU,97.0,2025-06-01,06:09:00,2025-06-01,06:29:00,2025-06-01,12:09:00,2025-06-01,12:09:00,00:00:00,On time,NH-64,road,5.66666666666666,DMart,VEH0227,2025-06-01 12:09:00,0.0
RJ004013,Baran,Chetak-PPC,"Jodhpur, Punjab",2025-06-16,"Route: Jodhpur, Punjab Ã‚Â¢ Baran via NH-64",TEU,86.0,2025-06-01,13:43:00,2025-06-01,14:09:00,2025-06-03,08:43:00,2025-06-03,08:43:00,00:00:00,On time,NH-64,road,42.5666666666666,BigBasket,VEH0239,2025-06-03 08:43:00,0.0
RJ007161,Bhilwara,Chetak-PPC,"Patna, Tamil Nadu",2025-06-26,"Route: Patna, Tamil Nadu Ã‚Â¢ Bhilwara via NH-64",TEU,74.5,2025-06-01,10:26:00,2025-06-01,10:19:00,2025-06-01,15:26:00,2025-06-01,16:19:00,00:53:00,Delay,NH-64,road,6.0,Nestle India,VEH0271,2025-06-01 15:26:00,22.18
RJ007288,Bhilwara,Chetak-PPC,"Patna, Tamil Nadu",2025-06-27,"Route: Patna, Tamil Nadu Ã‚Â¢ Bhilwara via NH-64",TEU,83.0,2025-06-01,10:00:00,2025-06-01,11:17:00,2025-06-02,17:00:00,2025-06-02,17:30:00,00:30:00,Delay,NH-64,road,30.2166666666666,ITC Ltd.,VEH0265,2025-06-02 17:00:00,2.49
RJ008069,Bikaner,Perfect Plus,"Mangalore, Bihar",2025-06-12,"Route: Mangalore, Bihar Ã‚Â¢ Bikaner via NH-64",TEU,61.0,2025-06-01,08:18:00,2025-06-01,09:20:00,2025-06-03,04:18:00,2025-06-03,04:18:00,00:00:00,On time,NH-64,road,42.9666666666666,Amazon India,VEH0259,2025-06-03 04:18:00,0.0
RJ010070,Chittorgarh,Chetak-PPC,"Coimbatore, Telangana",2025-06-12,"Route: Coimbatore, Telangana Ã‚Â¢ Chittorgarh via NH-64",TEU,71.5,2025-06-01,16:31:00,2025-06-01,16:14:00,2025-06-02,21:31:00,2025-06-02,21:31:00,00:00:00,On time,NH-64,road,29.2833333333333,Nestle India,VEH0202,2025-06-02 21:31:00,0.0
RJ010205,Chittorgarh,Chetak-PPC,"Coimbatore, Telangana",2025-06-02,"Route: Coimbatore, Telangana Ã‚Â¢ Chittorgarh via NH-64",TEU,97.0,2025-06-01,22:56:00,2025-06-01,22:30:00,2025-06-03,16:56:00,2025-06-03,17:10:00,00:14:00,Delay,NH-64,road,42.6666666666666,Metro Cash & Carry,VEH0287,2025-06-03 16:56:00,0.83
RJ015202,Hanumangarh,Chetak-OPC,"Kochi, Karnataka",2025-06-15,"Route: Kochi, Karnataka Ã‚Â¢ Hanumangarh via NH-64",FEU,88.5,2025-06-01,16:10:00,2025-06-01,17:18:00,2025-06-02,23:10:00,2025-06-03,00:07:00,00:57:00,Delay,NH-64,road,30.8166666666666,Reliance Retail,VEH0243,2025-06-02 23:10:00,4.64
RJ020099,Jhunjhunu,Perfect Plus,"Vijayawada, Chhattisgarh",2025-06-22,"Route: Vijayawada, Chhattisgarh Ã‚Â¢ Jhunjhunu via NH-64",TEU,74.0,2025-06-01,13:19:00,2025-06-01,14:16:00,2025-06-02,19:19:00,2025-06-02,19:52:00,00:33:00,Delay,NH-64,road,29.6,Godrej Agrovet,VEH0220,2025-06-02 19:19:00,2.8
RJ031084,Sri Ganganagar,Chetak-PPC,"Amritsar, Punjab",2025-06-02,"Route: Amritsar, Punjab Ã‚Â¢ Sri Ganganagar via NH-64",TEU,90.0,2025-06-01,09:36:00,2025-06-01,09:35:00,2025-06-02,14:36:00,2025-06-02,14:36:00,00:00:00,On time,NH-64,road,29.0166666666666,ITC Ltd.,VEH0268,2025-06-02 14:36:00,0.0
RJ033005,Udaipur,Chetak-PPC,"Visakhapatnam, Karnataka",2025-06-17,"Route: Visakhapatnam, Karnataka Ã‚Â¢ Udaipur via NH-64",TEU,77.5,2025-06-01,20:18:00,2025-06-01,19:52:00,2025-06-02,14:18:00,2025-06-02,14:18:00,00:00:00,On time,NH-64,road,18.4333333333333,ITC Ltd.,VEH0206,2025-06-02 14:18:00,0.0
UP005014,AURAIYA,Rakshak,"Jaipur, Maharashtra",2025-06-24,"Route: Jaipur, Maharashtra Ã‚Â¢ AURAIYA via NH-64",FEU,91.0,2025-06-01,09:22:00,2025-06-01,09:59:00,2025-06-02,04:22:00,2025-06-02,04:54:00,00:32:00,Delay,NH-64,road,18.9166666666666,Amazon India,VEH0244,2025-06-02 04:22:00,4.25
UP012023,Banda,Samrat Advanced,"Udaipur, Assam",2025-06-25,"Route: Udaipur, Assam Ã‚Â¢ Banda via NH-64",TEU,63.5,2025-06-01,06:29:00,2025-06-01,07:41:00,2025-06-01,13:29:00,2025-06-01,13:29:00,00:00:00,On time,NH-64,road,5.8,Godrej Agrovet,VEH0266,2025-06-01 13:29:00,0.0
UP031029,GORAKHPUR,Ultimate,"Bhopal, Telangana",2025-06-15,"Route: Bhopal, Telangana Ã‚Â¢ GORAKHPUR via NH-64",TEU,84.0,2025-06-01,07:52:00,2025-06-01,08:37:00,2025-06-03,02:52:00,2025-06-03,02:52:00,00:00:00,On time,NH-64,road,42.25,Reliance Retail,VEH0246,2025-06-03 02:52:00,0.0
UP054001,Mirzapur,Perfect Plus,"Visakhapatnam, Andhra Pradesh",2025-06-10,"Route: Visakhapatnam, Andhra Pradesh Ã‚Â¢ Mirzapur via NH-64",TEU,63.5,2025-06-01,07:33:00,2025-06-01,07:10:00,2025-06-03,01:33:00,2025-06-03,01:33:00,00:00:00,On time,NH-64,road,42.3833333333333,Nestle India,VEH0247,2025-06-03 01:33:00,0.0
WB002233,Purba Bardhaman,Composite-Samrat Advanced,"Pune, Punjab",2025-06-03,"Route: Pune, Punjab Ã‚Â¢ Purba Bardhaman via NH-64",TEU,91.5,2025-06-01,08:43:00,2025-06-01,08:40:00,2025-06-02,02:43:00,2025-06-02,02:43:00,00:00:00,On time,NH-64,road,18.05,Flipkart,VEH0239,2025-06-02 02:43:00,0.0
WB020012,Paschim Bardhaman(D),Composite-Samrat Advanced,"Indore, Chhattisgarh",2025-06-04,"Route: Indore, Chhattisgarh Ã‚Â¢ Paschim Bardhaman(D) via NH-64",FEU,85.0,2025-06-01,06:46:00,2025-06-01,07:00:00,2025-06-03,01:46:00,2025-06-03,01:46:00,00:00:00,On time,NH-64,road,42.7666666666666,ITC Ltd.,VEH0262,2025-06-03 01:46:00,0.0
GJ004023,Banaskantha,Chetak-PPC,"Visakhapatnam, Telangana",2025-06-01,"Route: Visakhapatnam, Telangana Ã‚Â¢ Banaskantha via NH-65",TEU,66.0,2025-06-01,15:59:00,2025-06-01,16:42:00,2025-06-03,10:59:00,2025-06-03,11:43:00,00:44:00,Delay,NH-65,road,43.0166666666666,HUL,VEH0271,2025-06-03 10:59:00,2.56
GJ025016,Vadodara,Perfect Plus,"Kochi, Assam",2025-06-07,"Route: Kochi, Assam Ã‚Â¢ Vadodara via NH-65",FEU,100.0,2025-06-01,09:51:00,2025-06-01,09:43:00,2025-06-03,03:51:00,2025-06-03,04:31:00,00:40:00,Delay,NH-65,road,42.8,DMart,VEH0267,2025-06-03 03:51:00,2.35
GJ034001,Mahisagar,Chetak-PPC,"Udaipur, Assam",2025-06-05,"Route: Udaipur, Assam Ã‚Â¢ Mahisagar via NH-65",TEU,86.0,2025-06-02,04:49:00,2025-06-02,05:48:00,2025-06-03,10:49:00,2025-06-03,11:08:00,00:19:00,Delay,NH-65,road,29.3333333333333,Amazon India,VEH0213,2025-06-03 10:49:00,1.63
HR009018,Kaithal,Chetak-PPC,"Indore, Telangana",2025-06-24,"Route: Indore, Telangana Ã‚Â¢ Kaithal via NH-65",FEU,94.5,2025-06-01,17:49:00,2025-06-01,17:27:00,2025-06-01,22:49:00,2025-06-01,22:58:00,00:09:00,Delay,NH-65,road,5.51666666666666,ITC Ltd.,VEH0291,2025-06-01 22:49:00,4.1
MH003014,Amravati,Perfect Plus,"Hyderabad, Telangana",2025-06-29,"Route: Hyderabad, Telangana Ã‚Â¢ Amravati via NH-65",TEU,93.0,2025-06-01,14:16:00,2025-06-01,14:34:00,2025-06-02,20:16:00,2025-06-02,20:16:00,00:00:00,On time,NH-65,road,29.7,Flipkart,VEH0278,2025-06-02 20:16:00,0.0
MP014070,Dewas,Perfect Plus,"Ranchi, Jharkhand",2025-06-17,"Route: Ranchi, Jharkhand Ã‚Â¢ Dewas via NH-65",TEU,76.0,2025-06-01,20:59:00,2025-06-01,21:32:00,2025-06-02,15:59:00,2025-06-02,15:59:00,00:00:00,On time,NH-65,road,18.45,Amazon India,VEH0265,2025-06-02 15:59:00,0.0
MP031053,Neemuch,Chetak-PPC,"Udaipur, Tamil Nadu",2025-06-06,"Route: Udaipur, Tamil Nadu Ã‚Â¢ Neemuch via NH-65",TEU,94.0,2025-06-02,04:52:00,2025-06-02,06:05:00,2025-06-03,11:52:00,2025-06-03,11:52:00,00:00:00,On time,NH-65,road,29.7833333333333,Metro Cash & Carry,VEH0286,2025-06-03 11:52:00,0.0
MP036028,Rewa,Samrat,"Bhopal, Chhattisgarh",2025-06-17,"Route: Bhopal, Chhattisgarh Ã‚Â¢ Rewa via NH-65",TEU,67.0,2025-06-01,14:41:00,2025-06-01,14:25:00,2025-06-02,08:41:00,2025-06-02,08:41:00,00:00:00,On time,NH-65,road,18.2666666666666,Flipkart,VEH0269,2025-06-02 08:41:00,0.0
RJ007028,Bhilwara,Chetak-PPC,"Patna, Tamil Nadu",2025-06-26,"Route: Patna, Tamil Nadu Ã‚Â¢ Bhilwara via NH-65",TEU,77.0,2025-06-02,05:34:00,2025-06-02,06:57:00,2025-06-04,01:34:00,2025-06-04,02:16:00,00:42:00,Delay,NH-65,road,43.3166666666666,Flipkart,VEH0274,2025-06-04 01:34:00,2.44
RJ007105,Bhilwara,Chetak-PPC,"Coimbatore, Telangana",2025-06-23,"Route: Coimbatore, Telangana Ã‚Â¢ Bhilwara via NH-65",TEU,90.5,2025-06-02,01:56:00,2025-06-02,02:50:00,2025-06-03,07:56:00,2025-06-03,08:12:00,00:16:00,Delay,NH-65,road,29.3666666666666,HUL,VEH0235,2025-06-03 07:56:00,1.37
RJ009034,Bundi,Chetak-PPC,"Nashik, Bihar",2025-06-25,"Route: Nashik, Bihar Ã‚Â¢ Bundi via NH-65",FEU,70.5,2025-06-02,04:40:00,2025-06-02,04:11:00,2025-06-02,09:40:00,2025-06-02,09:40:00,00:00:00,On time,NH-65,road,5.48333333333333,Reliance Retail,VEH0224,2025-06-02 09:40:00,0.0
RJ025253,Pali,Chetak-PPC,"Pune, Jharkhand",2025-06-19,"Route: Pune, Jharkhand Ã‚Â¢ Pali via NH-65",FEU,74.0,2025-06-02,05:32:00,2025-06-02,05:18:00,2025-06-02,10:32:00,2025-06-02,10:45:00,00:13:00,Delay,NH-65,road,5.45,Reliance Retail,VEH0252,2025-06-02 10:32:00,6.0
TG023008,Jagital,Perfect Plus,"Udaipur, Maharashtra",2025-06-07,"Route: Udaipur, Maharashtra Ã‚Â¢ Jagital via NH-65",TEU,73.0,2025-06-01,19:04:00,2025-06-01,19:29:00,2025-06-02,14:04:00,2025-06-02,14:04:00,00:00:00,On time,NH-65,road,18.5833333333333,Nestle India,VEH0211,2025-06-02 14:04:00,0.0
WB002002,Purba Bardhaman,Composite-Samrat Advanced,"Mangalore, Tamil Nadu",2025-06-24,"Route: Mangalore, Tamil Nadu Ã‚Â¢ Purba Bardhaman via NH-65",TEU,83.0,2025-06-01,16:24:00,2025-06-01,17:13:00,2025-06-01,22:24:00,2025-06-01,23:19:00,00:55:00,Delay,NH-65,road,6.1,Godrej Agrovet,VEH0294,2025-06-01 22:24:00,22.65
WB002178,Purba Bardhaman,PSC-Unique Plus,"Nashik, Assam",2025-06-10,"Route: Nashik, Assam Ã‚Â¢ Purba Bardhaman via NH-65",TEU,64.0,2025-06-01,13:27:00,2025-06-01,13:42:00,2025-06-02,19:27:00,2025-06-02,19:35:00,00:08:00,Delay,NH-65,road,29.8833333333333,ITC Ltd.,VEH0261,2025-06-02 19:27:00,0.68
BR007013,Bhojpur,PSC-Unique Plus,"Thiruvananthapuram, Gujarat",2025-06-05,"Route: Thiruvananthapuram, Gujarat Ã‚Â¢ Bhojpur via Rail Line 1001",TEU,86.0,2025-06-01,22:08:00,2025-06-01,22:14:00,2025-06-03,17:08:00,2025-06-03,17:08:00,00:00:00,On time,Rail Line 1001,Rail,42.9,Reliance Retail,VEH0216,2025-06-03 17:08:00,0.0
MH025007,Pune,Chetak-PPC,"Ranchi, Bihar",2025-06-06,"Route: Ranchi, Bihar Ã‚Â¢ Pune via Rail Line 1001",FEU,89.0,2025-06-01,09:41:00,2025-06-01,11:08:00,2025-06-02,16:41:00,2025-06-02,16:46:00,00:05:00,Delay,Rail Line 1001,Rail,29.6333333333333,Flipkart,VEH0252,2025-06-02 16:41:00,0.42
MH025042,Pune,Chetak-PPC,"Ranchi, Bihar",2025-06-07,"Route: Ranchi, Bihar Ã‚Â¢ Pune via Rail Line 1001",FEU,83.0,2025-06-01,08:30:00,2025-06-01,08:02:00,2025-06-03,02:30:00,2025-06-03,02:40:00,00:10:00,Delay,Rail Line 1001,Rail,42.6333333333333,BigBasket,VEH0247,2025-06-03 02:30:00,0.59
MP015019,Dhar,Perfect Plus,"Vijayawada, Telangana",2025-06-13,"Route: Vijayawada, Telangana Ã‚Â¢ Dhar via Rail Line 1001",TEU,70.0,2025-06-01,12:09:00,2025-06-01,13:32:00,2025-06-03,08:09:00,2025-06-03,08:12:00,00:03:00,Delay,Rail Line 1001,Rail,42.6666666666666,BigBasket,VEH0215,2025-06-03 08:09:00,0.18
UP069031,Sultanpur,Chetak-PPC,"Jodhpur, Jharkhand",2025-06-11,"Route: Jodhpur, Jharkhand Ã‚Â¢ Sultanpur via Rail Line 1001",FEU,93.0,2025-06-02,05:08:00,2025-06-02,06:10:00,2025-06-02,12:08:00,2025-06-02,12:26:00,00:18:00,Delay,Rail Line 1001,Rail,6.26666666666666,Nestle India,VEH0210,2025-06-02 12:08:00,7.22
UP073004,SAMBHAL,Samrat,"Coimbatore, Andhra Pradesh",2025-06-18,"Route: Coimbatore, Andhra Pradesh Ã‚Â¢ SAMBHAL via Rail Line 1001",FEU,79.5,2025-06-01,20:57:00,2025-06-01,22:00:00,2025-06-03,16:57:00,2025-06-03,17:30:00,00:33:00,Delay,Rail Line 1001,Rail,43.5,Amazon India,VEH0242,2025-06-03 16:57:00,1.9
MH004007,AURANGABAD,Perfect Plus,"Ranchi, Kerala",2025-06-01,"Route: Ranchi, Kerala Ã‚Â¢ AURANGABAD via Rail Line 1002",FEU,71.5,2025-06-01,06:01:00,2025-06-01,06:33:00,2025-06-03,01:01:00,2025-06-03,01:01:00,00:00:00,On time,Rail Line 1002,Rail,42.4666666666666,Reliance Retail,VEH0206,2025-06-03 01:01:00,0.0
MP035103,Ratlam,Chetak-PPC,"Thiruvananthapuram, Uttar Pradesh",2025-06-17,"Route: Thiruvananthapuram, Uttar Pradesh Ã‚Â¢ Ratlam via Rail Line 1002",TEU,88.5,2025-06-01,22:49:00,2025-06-01,23:04:00,2025-06-03,17:49:00,2025-06-03,17:49:00,00:00:00,On time,Rail Line 1002,Rail,42.75,Godrej Agrovet,VEH0240,2025-06-03 17:49:00,0.0
RJ011078,Churu,Chetak-OPC,"Udaipur, Madhya Pradesh",2025-06-13,"Route: Udaipur, Madhya Pradesh Ã‚Â¢ Churu via Rail Line 1002",TEU,70.5,2025-06-01,12:30:00,2025-06-01,12:55:00,2025-06-02,18:30:00,2025-06-02,18:44:00,00:14:00,Delay,Rail Line 1002,Rail,29.8166666666666,Flipkart,VEH0210,2025-06-02 18:30:00,1.18
RJ002050,Alwar,Perfect Plus,"Nagpur, Telangana",2025-06-03,"Route: Nagpur, Telangana Ã‚Â¢ Alwar via Rail Line 1003",TEU,93.0,2025-06-01,07:01:00,2025-06-01,07:58:00,2025-06-01,13:01:00,2025-06-01,13:44:00,00:43:00,Delay,Rail Line 1003,Rail,5.76666666666666,Metro Cash & Carry,VEH0280,2025-06-01 13:01:00,18.73
BR042021,East Champaran-3,Perfect Plus,"Nashik, Rajasthan",2025-06-07,"Route: Nashik, Rajasthan Ã‚Â¢ East Champaran-3 via Rail Line 1004",TEU,84.5,2025-06-01,11:07:00,2025-06-01,11:13:00,2025-06-02,17:07:00,2025-06-02,17:07:00,00:00:00,On time,Rail Line 1004,Rail,29.9,Amazon India,VEH0210,2025-06-02 17:07:00,0.0
MP015029,Dhar,Perfect Plus,"Vijayawada, Telangana",2025-06-08,"Route: Vijayawada, Telangana Ã‚Â¢ Dhar via Rail Line 1004",TEU,81.0,2025-06-01,16:09:00,2025-06-01,15:41:00,2025-06-01,21:09:00,2025-06-01,22:03:00,00:54:00,Delay,Rail Line 1004,Rail,6.36666666666666,Metro Cash & Carry,VEH0271,2025-06-01 21:09:00,21.31
MP020003,Hoshangabad,Perfect Plus,"Thiruvananthapuram, Chhattisgarh",2025-06-03,"Route: Thiruvananthapuram, Chhattisgarh Ã‚Â¢ Hoshangabad via Rail Line 1004",TEU,65.0,2025-06-01,15:32:00,2025-06-01,16:39:00,2025-06-01,22:32:00,2025-06-01,23:31:00,00:59:00,Delay,Rail Line 1004,Rail,6.86666666666666,Reliance Retail,VEH0297,2025-06-01 22:32:00,21.58
MP050011,Vidisha,Perfect Plus,"Kochi, Gujarat",2025-06-11,"Route: Kochi, Gujarat Ã‚Â¢ Vidisha via Rail Line 1004",TEU,76.0,2025-06-01,09:29:00,2025-06-01,10:52:00,2025-06-02,05:29:00,2025-06-02,06:02:00,00:33:00,Delay,Rail Line 1004,Rail,19.1666666666666,Flipkart,VEH0209,2025-06-02 05:29:00,4.32
UP061056,Saharanpur,Perfect Plus,"Vijayawada, Chhattisgarh",2025-06-21,"Route: Vijayawada, Chhattisgarh Ã‚Â¢ Saharanpur via Rail Line 1005",FEU,67.0,2025-06-01,06:40:00,2025-06-01,08:07:00,2025-06-02,02:40:00,2025-06-02,02:44:00,00:04:00,Delay,Rail Line 1005,Rail,18.6166666666666,Amazon India,VEH0247,2025-06-02 02:40:00,0.54
BR037006,Vaishali,PSC-Unique Plus,"Bhopal, Telangana",2025-06-12,"Route: Bhopal, Telangana Ã‚Â¢ Vaishali via Rail Line 1006",TEU,80.0,2025-06-01,23:53:00,2025-06-02,01:11:00,2025-06-02,06:53:00,2025-06-02,07:05:00,00:12:00,Delay,Rail Line 1006,Rail,5.9,ITC Ltd.,VEH0286,2025-06-02 06:53:00,5.11
BR041007,BR041-Unknown,Perfect Plus,"Lucknow, Punjab",2025-06-16,"Route: Lucknow, Punjab Ã‚Â¢ BR041-Unknown via Rail Line 1006",FEU,61.5,2025-06-01,18:12:00,2025-06-01,19:31:00,2025-06-02,14:12:00,2025-06-02,14:21:00,00:09:00,Delay,Rail Line 1006,Rail,18.8333333333333,DMart,VEH0222,2025-06-02 14:12:00,1.21
BR008019,BUXAR,PSC-Unique Plus,"Thiruvananthapuram, Gujarat",2025-06-15,"Route: Thiruvananthapuram, Gujarat Ã‚Â¢ BUXAR via Rail Line 1007",TEU,87.0,2025-06-01,23:30:00,2025-06-01,23:13:00,2025-06-03,17:30:00,2025-06-03,17:58:00,00:28:00,Delay,Rail Line 1007,Rail,42.75,HUL,VEH0228,2025-06-03 17:30:00,1.64
MP006038,Betul,Perfect Plus,"Ahmedabad, Jharkhand",2025-06-09,"Route: Ahmedabad, Jharkhand Ã‚Â¢ Betul via Rail Line 1007",TEU,63.5,2025-06-02,03:15:00,2025-06-02,04:42:00,2025-06-03,10:15:00,2025-06-03,10:47:00,00:32:00,Delay,Rail Line 1007,Rail,30.0833333333333,Amazon India,VEH0286,2025-06-03 10:15:00,2.67
BR036013,SUPAUL,Perfect Plus,"Pune, Maharashtra",2025-06-15,"Route: Pune, Maharashtra Ã‚Â¢ SUPAUL via Rail Line 1008",TEU,79.0,2025-06-01,17:23:00,2025-06-01,18:33:00,2025-06-02,13:23:00,2025-06-02,13:48:00,00:25:00,Delay,Rail Line 1008,Rail,19.25,Flipkart,VEH0223,2025-06-02 13:23:00,3.25
RJ020103,Jhunjhunu,Chetak-PPC,"Udaipur, Madhya Pradesh",2025-06-08,"Route: Udaipur, Madhya Pradesh Ã‚Â¢ Jhunjhunu via Rail Line 1008",TEU,76.0,2025-06-01,13:34:00,2025-06-01,13:56:00,2025-06-02,08:34:00,2025-06-02,08:44:00,00:10:00,Delay,Rail Line 1008,Rail,18.8,Reliance Retail,VEH0278,2025-06-02 08:34:00,1.34
UP026001,FIROZABAD,Samrat,"Raipur, Chhattisgarh",2025-06-01,"Route: Raipur, Chhattisgarh Ã‚Â¢ FIROZABAD via Rail Line 1008",TEU,77.5,2025-06-01,16:43:00,2025-06-01,16:33:00,2025-06-02,21:43:00,2025-06-02,21:43:00,00:00:00,On time,Rail Line 1008,Rail,29.1666666666666,HUL,VEH0254,2025-06-02 21:43:00,0.0
WB011118,Malda,PSC-Unique Plus,"Udaipur, Tamil Nadu",2025-06-20,"Route: Udaipur, Tamil Nadu Ã‚Â¢ Malda via Rail Line 1008",FEU,71.0,2025-06-01,19:35:00,2025-06-01,20:59:00,2025-06-03,15:35:00,2025-06-03,15:39:00,00:04:00,Delay,Rail Line 1008,Rail,42.6666666666666,Reliance Retail,VEH0226,2025-06-03 15:35:00,0.24
WB013100,Nadia,PSC-Unique Plus,"Guwahati, Madhya Pradesh",2025-06-28,"Route: Guwahati, Madhya Pradesh Ã‚Â¢ Nadia via Rail Line 1008",TEU,98.0,2025-06-01,06:47:00,2025-06-01,06:18:00,2025-06-03,00:47:00,2025-06-03,01:10:00,00:23:00,Delay,Rail Line 1008,Rail,42.8666666666666,Nestle India,VEH0272,2025-06-03 00:47:00,1.34
MP041055,Shahdol,Perfect Plus,"Jaipur, Assam",2025-06-24,"Route: Jaipur, Assam Ã‚Â¢ Shahdol via Rail Line 1009",FEU,95.5,2025-06-01,06:31:00,2025-06-01,06:43:00,2025-06-03,01:31:00,2025-06-03,01:31:00,00:00:00,On time,Rail Line 1009,Rail,42.8,HUL,VEH0289,2025-06-03 01:31:00,0.0
UP014125,Bareilly,Perfect Plus,"Surat, Uttar Pradesh",2025-06-26,"Route: Surat, Uttar Pradesh Ã‚Â¢ Bareilly via Rail Line 1009",TEU,79.5,2025-06-02,01:08:00,2025-06-02,01:50:00,2025-06-02,07:08:00,2025-06-02,07:08:00,00:00:00,On time,Rail Line 1009,Rail,5.3,Metro Cash & Carry,VEH0214,2025-06-02 07:08:00,0.0
RJ016074,Jaipur,Chetak-PPC,"Udaipur, Madhya Pradesh",2025-06-30,"Route: Udaipur, Madhya Pradesh Ã‚Â¢ Jaipur via Rail Line 1010",TEU,79.0,2025-06-01,17:37:00,2025-06-01,18:30:00,2025-06-01,23:37:00,2025-06-02,09:37:00,22:27:00,Delay,Rail Line 1010,Rail,15.1166666666666,Nestle India,VEH0283,2025-06-01 23:37:00,99.67
UP003044,ALLAHABAD,Samrat Advanced,"Mangalore, Jharkhand",2025-06-25,"Route: Mangalore, Jharkhand Ã‚Â¢ ALLAHABAD via Rail Line 1011",FEU,87.0,2025-06-01,07:39:00,2025-06-01,08:24:00,2025-06-01,13:39:00,2025-06-01,13:39:00,00:00:00,On time,Rail Line 1011,Rail,5.25,Reliance Retail,VEH0268,2025-06-01 13:39:00,0.0
UP057037,PILIBHIT,Perfect Plus,"Pune, Assam",2025-06-05,"Route: Pune, Assam Ã‚Â¢ PILIBHIT via Rail Line 1011",TEU,69.0,2025-06-02,00:14:00,2025-06-02,00:06:00,2025-06-03,05:14:00,2025-06-03,05:14:00,00:00:00,On time,Rail Line 1011,Rail,29.1333333333333,ITC Ltd.,VEH0229,2025-06-03 05:14:00,0.0
UP069106,Sultanpur,Samrat,"Jodhpur, Jharkhand",2025-06-08,"Route: Jodhpur, Jharkhand Ã‚Â¢ Sultanpur via Rail Line 1012",TEU,63.0,2025-06-01,12:17:00,2025-06-01,12:38:00,2025-06-01,18:17:00,2025-06-01,18:17:00,00:00:00,On time,Rail Line 1012,Rail,5.65,BigBasket,VEH0215,2025-06-01 18:17:00,0.0
WB011016,Malda,Composite-Samrat Advanced,"Kanpur, Assam",2025-06-21,"Route: Kanpur, Assam Ã‚Â¢ Malda via Rail Line 1012",FEU,78.0,2025-06-01,10:07:00,2025-06-01,11:28:00,2025-06-02,06:07:00,2025-06-02,06:07:00,00:00:00,On time,Rail Line 1012,Rail,18.65,Nestle India,VEH0228,2025-06-02 06:07:00,0.0
WB013101,Nadia,PSC-Unique Plus,"Guwahati, Madhya Pradesh",2025-06-01,"Route: Guwahati, Madhya Pradesh Ã‚Â¢ Nadia via Rail Line 1012",FEU,80.0,2025-06-01,10:39:00,2025-06-01,10:42:00,2025-06-01,16:39:00,2025-06-01,16:39:00,00:00:00,On time,Rail Line 1012,Rail,5.95,ITC Ltd.,VEH0267,2025-06-01 16:39:00,0.0
BR007013,Bhojpur,Samrat,"Thiruvananthapuram, Gujarat",2025-06-17,"Route: Thiruvananthapuram, Gujarat Ã‚Â¢ Bhojpur via Rail Line 1013",TEU,78.5,2025-06-01,16:14:00,2025-06-01,16:33:00,2025-06-01,22:14:00,2025-06-01,22:14:00,00:00:00,On time,Rail Line 1013,Rail,5.68333333333333,Flipkart,VEH0260,2025-06-01 22:14:00,0.0
BR042011,East Champaran-3,Samrat,"Nashik, Rajasthan",2025-06-17,"Route: Nashik, Rajasthan Ã‚Â¢ East Champaran-3 via Rail Line 1013",TEU,98.5,2025-06-01,12:33:00,2025-06-01,13:06:00,2025-06-02,18:33:00,2025-06-02,18:33:00,00:00:00,On time,Rail Line 1013,Rail,29.45,DMart,VEH0285,2025-06-02 18:33:00,0.0
