Order ID,Target cycle time,Actual Cycle Time,status
ORD0479,75,76,Delay
ORD0491,64,65,Delay
ORD0505,78,79,Delay
ORD0506,83,84,Delay
ORD0512,75,76,Delay
ORD0521,69,70,Delay
ORD0522,78,79,Delay
ORD0523,67,68,Delay
ORD0524,80,81,Delay
ORD0536,37,38,Delay
ORD0538,81,82,Delay
ORD0541,40,41,Delay
ORD0542,66,67,Delay
ORD0544,79,80,Delay
ORD0550,83,84,Delay
ORD0553,77,78,Delay
ORD0554,77,78,Delay
ORD0555,37,38,Delay
ORD0565,81,82,Delay
ORD0566,63,64,Delay
ORD0586,78,79,Delay
ORD0591,77,78,Delay
ORD0592,67,68,Delay
ORD0594,72,73,Delay
ORD0598,79,80,Delay
ORD0600,82,83,Delay
ORD0607,38,40,Delay
ORD0609,68,69,Delay
ORD0612,46,47,Delay
ORD0619,35,36,Delay
ORD0622,70,71,Delay
ORD0631,39,40,Delay
ORD0632,35,36,Delay
ORD0636,73,74,Delay
ORD0637,61,62,Delay
ORD0642,67,68,Delay
ORD0653,84,85,Delay
ORD0661,81,82,Delay
ORD0663,44,45,Delay
ORD0664,79,80,Delay
ORD0665,72,73,Delay
ORD0669,76,77,Delay
ORD0670,69,70,Delay
ORD0671,70,71,Delay
ORD0675,81,82,Delay
ORD0679,84,85,Delay
ORD0685,67,68,Delay
ORD0686,79,80,Delay
ORD0694,69,70,Delay
ORD0697,80,81,Delay
ORD0702,79,80,Delay
ORD0707,80,81,Delay
ORD0712,80,81,Delay
ORD0713,81,82,Delay
ORD0716,36,37,Delay
ORD0721,75,76,Delay
ORD0731,81,82,Delay
ORD0736,75,76,Delay
ORD0737,80,81,Delay
ORD0742,75,76,Delay
ORD0747,80,81,Delay
ORD0749,79,80,Delay
ORD0753,63,64,Delay
ORD0754,78,79,Delay
ORD0757,40,41,Delay
ORD0772,77,78,Delay
ORD0775,68,69,Delay
ORD0786,38,39,Delay
ORD0788,80,81,Delay
ORD0790,42,43,Delay
ORD0793,83,84,Delay
ORD0796,67,68,Delay
ORD0801,82,83,Delay
ORD0802,75,76,Delay
ORD0814,82,83,Delay
ORD0819,42,43,Delay
ORD0827,43,45,Delay
ORD0831,45,46,Delay
ORD0845,75,76,Delay
ORD0846,83,84,Delay
ORD0848,69,70,Delay
ORD0850,71,72,Delay
ORD0854,38,39,Delay
ORD0856,69,70,Delay
ORD0862,79,80,Delay
ORD0865,74,75,Delay
ORD0866,79,80,Delay
ORD0867,39,40,Delay
ORD0870,75,76,Delay
ORD0874,80,81,Delay
ORD0875,64,65,Delay
ORD0880,86,87,Delay
ORD0882,82,83,Delay
ORD0890,76,77,Delay
ORD0892,81,82,Delay
ORD0893,73,74,Delay
ORD0894,61,62,Delay
ORD0903,83,84,Delay
ORD0907,76,77,Delay
ORD0914,75,76,Delay
ORD0915,85,86,Delay
ORD0917,82,83,Delay
ORD0926,75,76,Delay
ORD0927,73,74,Delay
ORD0928,79,80,Delay
ORD0932,86,87,Delay
ORD0933,80,81,Delay
ORD0936,80,81,Delay
ORD0938,77,78,Delay
ORD0939,73,74,Delay
ORD0945,72,73,Delay
ORD0947,42,43,Delay
ORD0960,79,81,Delay
ORD0961,77,79,Delay
ORD0970,86,87,Delay
ORD0971,82,84,Delay
ORD0974,77,78,Delay
ORD0977,85,86,Delay
ORD0979,68,69,Delay
ORD0981,81,82,Delay
ORD0984,69,71,Delay
ORD0999,78,79,Delay
ORD1000,87,88,Delay
ORD1004,67,68,Delay
ORD1006,75,76,Delay
ORD1009,39,40,Delay
ORD1010,39,40,Delay
ORD1015,84,85,Delay
ORD1041,71,72,Delay
ORD1042,67,68,Delay
ORD1044,80,81,Delay
ORD1045,37,38,Delay
ORD1051,70,71,Delay
ORD1053,86,87,Delay
ORD1056,68,69,Delay
ORD1057,39,40,Delay
ORD1058,36,37,Delay
ORD1062,69,70,Delay
ORD1066,36,38,Delay
ORD1079,80,81,Delay
ORD1085,72,73,Delay
ORD1086,67,68,Delay
ORD1090,69,70,Delay
ORD1091,66,67,Delay
ORD1095,79,80,Delay
ORD1096,38,40,Delay
ORD1099,77,78,Delay
ORD1102,84,85,Delay
ORD1105,80,81,Delay
ORD1107,75,76,Delay
ORD1108,70,71,Delay
ORD1116,75,76,Delay
ORD1122,78,79,Delay
ORD1124,77,78,Delay
ORD1125,82,83,Delay
ORD1129,80,81,Delay
ORD1133,80,81,Delay
ORD1134,45,46,Delay
ORD1136,42,43,Delay
ORD1138,84,85,Delay
ORD1139,41,42,Delay
ORD1144,81,82,Delay
ORD1155,75,77,Delay
ORD1158,37,38,Delay
ORD1164,83,84,Delay
ORD1166,39,40,Delay
ORD1167,75,77,Delay
ORD1172,88,89,Delay
ORD1178,68,69,Delay
ORD1180,77,78,Delay
ORD1182,84,85,Delay
ORD1184,41,42,Delay
ORD1185,77,78,Delay
ORD1188,89,90,Delay
ORD1195,68,69,Delay
ORD1199,83,84,Delay
ORD1200,79,80,Delay
ORD1205,81,82,Delay
ORD1208,69,70,Delay
ORD1214,78,79,Delay
ORD1217,77,78,Delay
ORD1221,77,78,Delay
ORD1227,41,42,Delay
ORD1230,79,80,Delay
ORD1233,79,80,Delay
ORD1235,83,84,Delay
ORD1242,42,43,Delay
ORD1244,86,87,Delay
ORD1248,81,82,Delay
ORD1250,81,82,Delay
ORD1258,81,82,Delay
ORD1259,77,78,Delay
ORD1260,74,75,Delay
ORD1269,77,78,Delay
ORD1277,82,83,Delay
ORD1278,73,74,Delay
ORD1282,79,80,Delay
ORD1286,40,41,Delay
ORD1296,40,41,Delay
ORD1302,78,79,Delay
ORD1306,79,81,Delay
ORD1307,74,75,Delay
ORD1308,41,42,Delay
ORD1311,41,42,Delay
ORD1312,42,43,Delay
ORD1313,84,85,Delay
ORD1316,77,78,Delay
ORD1317,85,86,Delay
ORD1318,38,39,Delay
ORD1321,82,83,Delay
ORD1325,75,76,Delay
ORD1333,81,82,Delay
ORD1337,74,75,Delay
ORD1341,72,73,Delay
ORD1356,82,83,Delay
ORD1358,86,87,Delay
ORD1360,78,79,Delay
ORD1362,83,84,Delay
ORD1363,86,87,Delay
ORD1369,83,84,Delay
ORD1371,39,40,Delay
ORD1375,77,78,Delay
ORD1379,72,73,Delay
ORD1380,80,81,Delay
ORD1381,40,41,Delay
ORD1389,77,78,Delay
ORD1392,45,46,Delay
ORD1397,37,38,Delay
ORD1404,36,37,Delay
ORD1407,73,74,Delay
ORD1413,73,74,Delay
ORD1416,73,74,Delay
ORD1419,81,82,Delay
ORD1420,83,84,Delay
ORD1421,41,42,Delay
ORD1425,72,73,Delay
ORD1438,71,72,Delay
ORD1442,76,77,Delay
ORD1445,66,67,Delay
ORD1448,87,88,Delay
ORD1455,39,40,Delay
ORD1462,71,72,Delay
ORD1463,76,77,Delay
ORD1468,82,83,Delay
ORD1469,82,83,Delay
ORD1472,91,92,Delay
ORD1473,58,59,Delay
ORD1481,73,74,Delay
ORD1484,80,81,Delay
ORD1487,79,80,Delay
ORD1489,36,37,Delay
ORD1490,69,70,Delay
ORD1491,42,43,Delay
ORD1492,41,42,Delay
ORD1493,36,37,Delay
ORD1496,42,44,Delay
ORD1497,74,76,Delay
ORD1502,79,80,Delay
ORD1511,80,81,Delay
ORD1512,38,39,Delay
ORD1513,77,78,Delay
ORD1514,81,82,Delay
ORD1517,43,44,Delay
ORD1519,83,84,Delay
ORD1520,83,84,Delay
ORD1523,45,47,Delay
ORD1525,80,81,Delay
ORD1526,68,69,Delay
ORD1534,76,77,Delay
ORD1535,71,72,Delay
ORD1540,76,77,Delay
ORD1545,85,86,Delay
ORD1546,77,78,Delay
ORD1553,72,73,Delay
ORD1560,81,82,Delay
ORD1562,43,44,Delay
ORD1564,77,78,Delay
ORD1565,82,83,Delay
ORD1569,39,40,Delay
ORD1570,71,72,Delay
ORD1577,79,80,Delay
ORD1581,77,78,Delay
ORD1582,82,83,Delay
ORD1587,61,62,Delay
ORD1595,40,41,Delay
ORD1599,78,79,Delay
ORD1600,70,71,Delay
ORD1606,81,82,Delay
ORD1614,66,67,Delay
ORD1622,86,87,Delay
ORD1625,81,82,Delay
ORD1626,41,42,Delay
ORD1642,83,84,Delay
ORD1643,85,86,Delay
ORD1645,80,81,Delay
ORD1646,68,69,Delay
ORD1651,67,68,Delay
ORD1653,68,69,Delay
ORD1656,75,76,Delay
ORD1657,82,83,Delay
ORD1659,45,46,Delay
ORD1671,80,81,Delay
ORD1673,78,79,Delay
ORD1674,40,41,Delay
ORD1676,79,80,Delay
ORD1677,80,82,Delay
ORD1678,76,77,Delay
ORD1680,79,81,Delay
ORD1684,40,41,Delay
ORD1695,81,82,Delay
ORD1696,65,66,Delay
ORD1698,39,40,Delay
ORD1704,74,75,Delay
ORD1707,40,41,Delay
ORD1711,74,75,Delay
ORD1712,63,64,Delay
ORD1714,67,68,Delay
ORD1717,41,42,Delay
ORD1719,78,79,Delay
ORD1725,79,80,Delay
ORD1736,43,46,Delay
ORD1740,77,78,Delay
ORD1745,78,79,Delay
ORD1746,76,77,Delay
ORD1747,41,42,Delay
ORD1750,71,72,Delay
ORD1753,81,82,Delay
ORD1756,77,78,Delay
ORD1759,69,71,Delay
ORD1762,40,41,Delay
ORD1763,70,71,Delay
ORD1764,79,80,Delay
ORD1765,43,44,Delay
ORD1772,81,82,Delay
ORD1773,78,79,Delay
ORD1775,76,77,Delay
ORD1776,77,78,Delay
ORD1783,37,41,Delay
ORD1784,83,84,Delay
ORD1788,85,86,Delay
ORD1799,80,81,Delay
ORD1814,42,43,Delay
ORD1816,68,69,Delay
ORD1819,79,80,Delay
ORD1821,85,86,Delay
ORD1831,64,65,Delay
ORD1836,78,79,Delay
ORD1841,80,81,Delay
ORD1845,82,83,Delay
ORD1854,77,78,Delay
ORD1856,75,76,Delay
ORD1860,40,41,Delay
ORD1866,66,67,Delay
ORD1868,69,70,Delay
ORD1871,73,74,Delay
ORD1875,81,82,Delay
ORD1881,81,82,Delay
ORD1884,64,65,Delay
ORD1892,80,81,Delay
ORD1894,83,84,Delay
ORD1899,39,40,Delay
ORD1901,85,86,Delay
ORD1907,74,75,Delay
ORD1908,79,80,Delay
ORD1911,84,85,Delay
ORD1913,81,82,Delay
ORD1915,70,71,Delay
ORD1919,84,85,Delay
ORD1920,42,44,Delay
ORD1922,69,70,Delay
ORD1925,82,83,Delay
ORD1927,77,78,Delay
ORD1929,85,86,Delay
ORD1930,69,70,Delay
ORD1936,80,81,Delay
ORD1938,75,76,Delay
ORD1945,66,67,Delay
ORD1953,74,75,Delay
ORD1954,81,82,Delay
ORD1968,80,81,Delay
ORD1975,64,65,Delay
ORD1976,67,68,Delay
ORD1985,85,86,Delay
ORD1988,82,83,Delay
ORD1989,77,78,Delay
ORD1991,69,70,Delay
ORD1994,75,76,Delay
ORD1996,43,44,Delay
ORD1997,75,76,Delay
ORD1999,40,41,Delay
ORD2009,78,79,Delay
ORD2010,80,81,Delay
ORD2013,77,78,Delay
ORD2018,80,81,Delay
ORD2024,87,88,Delay
ORD2034,81,82,Delay
ORD2035,37,38,Delay
ORD2039,37,38,Delay
ORD2047,83,84,Delay
ORD2049,81,82,Delay
ORD2055,77,78,Delay
ORD2057,66,67,Delay
ORD2061,82,83,Delay
ORD2064,41,42,Delay
ORD2068,66,67,Delay
ORD2070,77,78,Delay
ORD2076,76,77,Delay
ORD2080,81,82,Delay
ORD2083,38,39,Delay
ORD2094,85,86,Delay
ORD2095,44,45,Delay
ORD2100,83,84,Delay
ORD2104,84,85,Delay
ORD2105,36,37,Delay
ORD2109,82,83,Delay
ORD2110,82,83,Delay
ORD2111,82,83,Delay
ORD2112,76,77,Delay
ORD2117,42,43,Delay
ORD2133,87,88,Delay
ORD2142,82,83,Delay
ORD2145,39,40,Delay
ORD2148,86,87,Delay
ORD2149,70,71,Delay
ORD2159,80,81,Delay
ORD2163,40,41,Delay
ORD2165,40,41,Delay
ORD2167,67,68,Delay
ORD2169,74,75,Delay
ORD2177,80,81,Delay
ORD2183,86,87,Delay
ORD2185,71,72,Delay
ORD2196,37,38,Delay
ORD2197,76,77,Delay
ORD2199,80,81,Delay
ORD2216,81,82,Delay
ORD2217,79,80,Delay
ORD2228,85,86,Delay
ORD2241,80,81,Delay
ORD2244,37,38,Delay
ORD2245,77,78,Delay
ORD2259,70,71,Delay
ORD2264,72,73,Delay
ORD2273,80,81,Delay
ORD2276,83,84,Delay
ORD2283,76,77,Delay
ORD2284,86,87,Delay
ORD2286,66,67,Delay
ORD2289,64,65,Delay
ORD2290,67,68,Delay
ORD2291,79,80,Delay
ORD2293,83,84,Delay
ORD2300,37,38,Delay
ORD2305,40,41,Delay
ORD2307,79,80,Delay
ORD2313,39,40,Delay
ORD2315,72,73,Delay
ORD2324,66,67,Delay
ORD2329,65,66,Delay
ORD2338,40,42,Delay
ORD2342,83,84,Delay
ORD2343,83,84,Delay
ORD2348,70,71,Delay
ORD2351,81,82,Delay
ORD2352,75,76,Delay
ORD2358,84,85,Delay
ORD2366,78,79,Delay
ORD2368,81,82,Delay
ORD2369,84,85,Delay
ORD2370,84,85,Delay
ORD2382,41,42,Delay
ORD2388,81,82,Delay
ORD2390,86,87,Delay
ORD2395,79,80,Delay
ORD2397,61,63,Delay
ORD2398,67,68,Delay
ORD2401,83,85,Delay
ORD2404,73,74,Delay
ORD2409,72,73,Delay
ORD2412,76,77,Delay
ORD2415,72,73,Delay
ORD2417,77,78,Delay
ORD2421,83,84,Delay
ORD2426,75,76,Delay
ORD2427,44,45,Delay
ORD2432,67,69,Delay
ORD2438,78,79,Delay
ORD2443,80,81,Delay
ORD2444,39,40,Delay
ORD2445,38,39,Delay
ORD2446,74,75,Delay
ORD2451,75,76,Delay
ORD2452,84,85,Delay
ORD2457,37,38,Delay
ORD2462,39,40,Delay
ORD2463,76,77,Delay
ORD2467,81,82,Delay
ORD2471,79,80,Delay
ORD2473,41,42,Delay
ORD2475,85,86,Delay
ORD2484,38,39,Delay
ORD2489,83,84,Delay
ORD2491,69,70,Delay
ORD2494,86,87,Delay
ORD2496,81,82,Delay
ORD2500,34,35,Delay
